m,signature_id,signature_version,has_odd_predecessor,odd_predecessor,even_cell_lower,even_cell_upper,even_cell_size,balanced_ternary_reference,validation_status
1,v1_occupancy:1,v1_occupancy,1,1,2,2,1,"lsd=1;jet=1,0,0,0;lsd8=1",ok
1,"v2_type:1,1",v2_type,1,1,2,2,1,"lsd=1;jet=1,0,0,0;lsd8=1",ok
1,"v3_oddpos:1,1,1",v3_oddpos,1,1,2,2,1,"lsd=1;jet=1,0,0,0;lsd8=1",ok
1,"v4_mod3:1,1,1,1",v4_mod3,1,1,2,2,1,"lsd=1;jet=1,0,0,0;lsd8=1",ok
1,"vB_border:1,1,0,0,0",vB_border,1,1,2,2,1,"lsd=1;jet=1,0,0,0;lsd8=1",ok
1,"vC_valuation:-1,1,1,1",vC_valuation,1,1,2,2,1,"lsd=1;jet=1,0,0,0;lsd8=1",ok
2,v1_occupancy:0,v1_occupancy,0,,4,8,3,"lsd=-1;jet=-1,1,0,0;lsd8=-1,1",ok
2,"v2_type:0,0",v2_type,0,,4,8,3,"lsd=-1;jet=-1,1,0,0;lsd8=-1,1",ok
2,"v3_oddpos:0,0,0",v3_oddpos,0,,4,8,3,"lsd=-1;jet=-1,1,0,0;lsd8=-1,1",ok
2,"v4_mod3:0,0,0,2",v4_mod3,0,,4,8,3,"lsd=-1;jet=-1,1,0,0;lsd8=-1,1",ok
2,"vB_border:0,0,0,1,0",vB_border,0,,4,8,3,"lsd=-1;jet=-1,1,0,0;lsd8=-1,1",ok
2,"vC_valuation:0,0,0,0",vC_valuation,0,,4,8,3,"lsd=-1;jet=-1,1,0,0;lsd8=-1,1",ok
3,v1_occupancy:0,v1_occupancy,0,,10,14,3,"lsd=0;jet=0,1,0,0;lsd8=0,1",ok
3,"v2_type:1,0",v2_type,0,,10,14,3,"lsd=0;jet=0,1,0,0;lsd8=0,1",ok
3,"v3_oddpos:1,0,0",v3_oddpos,0,,10,14,3,"lsd=0;jet=0,1,0,0;lsd8=0,1",ok
3,"v4_mod3:1,0,0,0",v4_mod3,0,,10,14,3,"lsd=0;jet=0,1,0,0;lsd8=0,1",ok
3,"vB_border:1,0,-1,-1,0",vB_border,0,,10,14,3,"lsd=0;jet=0,1,0,0;lsd8=0,1",ok
3,"vC_valuation:1,2,1,0",vC_valuation,0,,10,14,3,"lsd=0;jet=0,1,0,0;lsd8=0,1",ok
4,v1_occupancy:0,v1_occupancy,0,,16,24,5,"lsd=1;jet=1,1,0,0;lsd8=1,1",ok
4,"v2_type:0,0",v2_type,0,,16,24,5,"lsd=1;jet=1,1,0,0;lsd8=1,1",ok
4,"v3_oddpos:0,0,0",v3_oddpos,0,,16,24,5,"lsd=1;jet=1,1,0,0;lsd8=1,1",ok
4,"v4_mod3:0,0,0,1",v4_mod3,0,,16,24,5,"lsd=1;jet=1,1,0,0;lsd8=1,1",ok
4,"vB_border:0,0,1,1,0",vB_border,0,,16,24,5,"lsd=1;jet=1,1,0,0;lsd8=1,1",ok
4,"vC_valuation:0,0,0,0",vC_valuation,0,,16,24,5,"lsd=1;jet=1,1,0,0;lsd8=1,1",ok
5,v1_occupancy:1,v1_occupancy,1,3,26,34,5,"lsd=-1;jet=-1,-1,1,0;lsd8=-1,-1,1",ok
5,"v2_type:1,1",v2_type,1,3,26,34,5,"lsd=-1;jet=-1,-1,1,0;lsd8=-1,-1,1",ok
5,"v3_oddpos:1,1,1",v3_oddpos,1,3,26,34,5,"lsd=-1;jet=-1,-1,1,0;lsd8=-1,-1,1",ok
5,"v4_mod3:1,1,1,2",v4_mod3,1,3,26,34,5,"lsd=-1;jet=-1,-1,1,0;lsd8=-1,-1,1",ok
5,"vB_border:1,1,-1,-1,1",vB_border,1,3,26,34,5,"lsd=-1;jet=-1,-1,1,0;lsd8=-1,-1,1",ok
5,"vC_valuation:2,1,1,1",vC_valuation,1,3,26,34,5,"lsd=-1;jet=-1,-1,1,0;lsd8=-1,-1,1",ok
6,v1_occupancy:0,v1_occupancy,0,,36,48,7,"lsd=0;jet=0,-1,1,0;lsd8=0,-1,1",ok
6,"v2_type:0,0",v2_type,0,,36,48,7,"lsd=0;jet=0,-1,1,0;lsd8=0,-1,1",ok
6,"v3_oddpos:0,0,0",v3_oddpos,0,,36,48,7,"lsd=0;jet=0,-1,1,0;lsd8=0,-1,1",ok
6,"v4_mod3:0,0,0,0",v4_mod3,0,,36,48,7,"lsd=0;jet=0,-1,1,0;lsd8=0,-1,1",ok
6,"vB_border:0,0,1,1,0",vB_border,0,,36,48,7,"lsd=0;jet=0,-1,1,0;lsd8=0,-1,1",ok
6,"vC_valuation:0,0,0,0",vC_valuation,0,,36,48,7,"lsd=0;jet=0,-1,1,0;lsd8=0,-1,1",ok
7,v1_occupancy:0,v1_occupancy,0,,50,62,7,"lsd=1;jet=1,-1,1,0;lsd8=1,-1,1",ok
7,"v2_type:1,0",v2_type,0,,50,62,7,"lsd=1;jet=1,-1,1,0;lsd8=1,-1,1",ok
7,"v3_oddpos:1,0,0",v3_oddpos,0,,50,62,7,"lsd=1;jet=1,-1,1,0;lsd8=1,-1,1",ok
7,"v4_mod3:1,0,0,1",v4_mod3,0,,50,62,7,"lsd=1;jet=1,-1,1,0;lsd8=1,-1,1",ok
7,"vB_border:1,0,-1,-1,1",vB_border,0,,50,62,7,"lsd=1;jet=1,-1,1,0;lsd8=1,-1,1",ok
7,"vC_valuation:1,3,1,0",vC_valuation,0,,50,62,7,"lsd=1;jet=1,-1,1,0;lsd8=1,-1,1",ok
8,v1_occupancy:0,v1_occupancy,0,,64,80,9,"lsd=-1;jet=-1,0,1,0;lsd8=-1,0,1",ok
8,"v2_type:0,0",v2_type,0,,64,80,9,"lsd=-1;jet=-1,0,1,0;lsd8=-1,0,1",ok
8,"v3_oddpos:0,0,0",v3_oddpos,0,,64,80,9,"lsd=-1;jet=-1,0,1,0;lsd8=-1,0,1",ok
8,"v4_mod3:0,0,0,2",v4_mod3,0,,64,80,9,"lsd=-1;jet=-1,0,1,0;lsd8=-1,0,1",ok
8,"vB_border:0,0,1,1,0",vB_border,0,,64,80,9,"lsd=-1;jet=-1,0,1,0;lsd8=-1,0,1",ok
8,"vC_valuation:0,0,0,0",vC_valuation,0,,64,80,9,"lsd=-1;jet=-1,0,1,0;lsd8=-1,0,1",ok
9,v1_occupancy:0,v1_occupancy,0,,82,98,9,"lsd=0;jet=0,0,1,0;lsd8=0,0,1",ok
9,"v2_type:1,0",v2_type,0,,82,98,9,"lsd=0;jet=0,0,1,0;lsd8=0,0,1",ok
9,"v3_oddpos:1,0,0",v3_oddpos,0,,82,98,9,"lsd=0;jet=0,0,1,0;lsd8=0,0,1",ok
9,"v4_mod3:1,0,0,0",v4_mod3,0,,82,98,9,"lsd=0;jet=0,0,1,0;lsd8=0,0,1",ok
9,"vB_border:1,0,-1,-1,0",vB_border,0,,82,98,9,"lsd=0;jet=0,0,1,0;lsd8=0,0,1",ok
9,"vC_valuation:3,1,1,0",vC_valuation,0,,82,98,9,"lsd=0;jet=0,0,1,0;lsd8=0,0,1",ok
10,v1_occupancy:0,v1_occupancy,0,,100,120,11,"lsd=1;jet=1,0,1,0;lsd8=1,0,1",ok
10,"v2_type:0,0",v2_type,0,,100,120,11,"lsd=1;jet=1,0,1,0;lsd8=1,0,1",ok
10,"v3_oddpos:0,0,0",v3_oddpos,0,,100,120,11,"lsd=1;jet=1,0,1,0;lsd8=1,0,1",ok
10,"v4_mod3:0,0,0,1",v4_mod3,0,,100,120,11,"lsd=1;jet=1,0,1,0;lsd8=1,0,1",ok
10,"vB_border:0,0,1,1,0",vB_border,0,,100,120,11,"lsd=1;jet=1,0,1,0;lsd8=1,0,1",ok
10,"vC_valuation:0,0,0,0",vC_valuation,0,,100,120,11,"lsd=1;jet=1,0,1,0;lsd8=1,0,1",ok
11,v1_occupancy:1,v1_occupancy,1,5,122,142,11,"lsd=-1;jet=-1,1,1,0;lsd8=-1,1,1",ok
11,"v2_type:1,1",v2_type,1,5,122,142,11,"lsd=-1;jet=-1,1,1,0;lsd8=-1,1,1",ok
11,"v3_oddpos:1,1,1",v3_oddpos,1,5,122,142,11,"lsd=-1;jet=-1,1,1,0;lsd8=-1,1,1",ok
11,"v4_mod3:1,1,1,2",v4_mod3,1,5,122,142,11,"lsd=-1;jet=-1,1,1,0;lsd8=-1,1,1",ok
11,"vB_border:1,1,-1,-1,1",vB_border,1,5,122,142,11,"lsd=-1;jet=-1,1,1,0;lsd8=-1,1,1",ok
11,"vC_valuation:1,2,1,1",vC_valuation,1,5,122,142,11,"lsd=-1;jet=-1,1,1,0;lsd8=-1,1,1",ok
12,v1_occupancy:0,v1_occupancy,0,,144,168,13,"lsd=0;jet=0,1,1,0;lsd8=0,1,1",ok
12,"v2_type:0,0",v2_type,0,,144,168,13,"lsd=0;jet=0,1,1,0;lsd8=0,1,1",ok
12,"v3_oddpos:0,0,0",v3_oddpos,0,,144,168,13,"lsd=0;jet=0,1,1,0;lsd8=0,1,1",ok
12,"v4_mod3:0,0,0,0",v4_mod3,0,,144,168,13,"lsd=0;jet=0,1,1,0;lsd8=0,1,1",ok
12,"vB_border:0,0,1,1,0",vB_border,0,,144,168,13,"lsd=0;jet=0,1,1,0;lsd8=0,1,1",ok
12,"vC_valuation:0,0,0,0",vC_valuation,0,,144,168,13,"lsd=0;jet=0,1,1,0;lsd8=0,1,1",ok
13,v1_occupancy:0,v1_occupancy,0,,170,194,13,"lsd=1;jet=1,1,1,0;lsd8=1,1,1",ok
13,"v2_type:1,0",v2_type,0,,170,194,13,"lsd=1;jet=1,1,1,0;lsd8=1,1,1",ok
13,"v3_oddpos:1,0,0",v3_oddpos,0,,170,194,13,"lsd=1;jet=1,1,1,0;lsd8=1,1,1",ok
13,"v4_mod3:1,0,0,1",v4_mod3,0,,170,194,13,"lsd=1;jet=1,1,1,0;lsd8=1,1,1",ok
13,"vB_border:1,0,-1,-1,1",vB_border,0,,170,194,13,"lsd=1;jet=1,1,1,0;lsd8=1,1,1",ok
13,"vC_valuation:2,1,1,0",vC_valuation,0,,170,194,13,"lsd=1;jet=1,1,1,0;lsd8=1,1,1",ok
14,v1_occupancy:0,v1_occupancy,0,,196,224,15,"lsd=-1;jet=-1,-1,-1,1;lsd8=-1,-1,-1,1",ok
14,"v2_type:0,0",v2_type,0,,196,224,15,"lsd=-1;jet=-1,-1,-1,1;lsd8=-1,-1,-1,1",ok
14,"v3_oddpos:0,0,0",v3_oddpos,0,,196,224,15,"lsd=-1;jet=-1,-1,-1,1;lsd8=-1,-1,-1,1",ok
14,"v4_mod3:0,0,0,2",v4_mod3,0,,196,224,15,"lsd=-1;jet=-1,-1,-1,1;lsd8=-1,-1,-1,1",ok
14,"vB_border:0,0,1,1,0",vB_border,0,,196,224,15,"lsd=-1;jet=-1,-1,-1,1;lsd8=-1,-1,-1,1",ok
14,"vC_valuation:0,0,0,0",vC_valuation,0,,196,224,15,"lsd=-1;jet=-1,-1,-1,1;lsd8=-1,-1,-1,1",ok
15,v1_occupancy:0,v1_occupancy,0,,226,254,15,"lsd=0;jet=0,-1,-1,1;lsd8=0,-1,-1,1",ok
15,"v2_type:1,0",v2_type,0,,226,254,15,"lsd=0;jet=0,-1,-1,1;lsd8=0,-1,-1,1",ok
15,"v3_oddpos:1,0,0",v3_oddpos,0,,226,254,15,"lsd=0;jet=0,-1,-1,1;lsd8=0,-1,-1,1",ok
15,"v4_mod3:1,0,0,0",v4_mod3,0,,226,254,15,"lsd=0;jet=0,-1,-1,1;lsd8=0,-1,-1,1",ok
15,"vB_border:1,0,-1,-1,0",vB_border,0,,226,254,15,"lsd=0;jet=0,-1,-1,1;lsd8=0,-1,-1,1",ok
15,"vC_valuation:1,4,1,0",vC_valuation,0,,226,254,15,"lsd=0;jet=0,-1,-1,1;lsd8=0,-1,-1,1",ok
16,v1_occupancy:0,v1_occupancy,0,,256,288,17,"lsd=1;jet=1,-1,-1,1;lsd8=1,-1,-1,1",ok
16,"v2_type:0,0",v2_type,0,,256,288,17,"lsd=1;jet=1,-1,-1,1;lsd8=1,-1,-1,1",ok
16,"v3_oddpos:0,0,0",v3_oddpos,0,,256,288,17,"lsd=1;jet=1,-1,-1,1;lsd8=1,-1,-1,1",ok
16,"v4_mod3:0,0,0,1",v4_mod3,0,,256,288,17,"lsd=1;jet=1,-1,-1,1;lsd8=1,-1,-1,1",ok
16,"vB_border:0,0,1,1,0",vB_border,0,,256,288,17,"lsd=1;jet=1,-1,-1,1;lsd8=1,-1,-1,1",ok
16,"vC_valuation:0,0,0,0",vC_valuation,0,,256,288,17,"lsd=1;jet=1,-1,-1,1;lsd8=1,-1,-1,1",ok
17,v1_occupancy:0,v1_occupancy,0,,290,322,17,"lsd=-1;jet=-1,0,-1,1;lsd8=-1,0,-1,1",ok
17,"v2_type:1,0",v2_type,0,,290,322,17,"lsd=-1;jet=-1,0,-1,1;lsd8=-1,0,-1,1",ok
17,"v3_oddpos:1,0,0",v3_oddpos,0,,290,322,17,"lsd=-1;jet=-1,0,-1,1;lsd8=-1,0,-1,1",ok
17,"v4_mod3:1,0,0,2",v4_mod3,0,,290,322,17,"lsd=-1;jet=-1,0,-1,1;lsd8=-1,0,-1,1",ok
17,"vB_border:1,0,-1,-1,1",vB_border,0,,290,322,17,"lsd=-1;jet=-1,0,-1,1;lsd8=-1,0,-1,1",ok
17,"vC_valuation:4,1,1,0",vC_valuation,0,,290,322,17,"lsd=-1;jet=-1,0,-1,1;lsd8=-1,0,-1,1",ok
18,v1_occupancy:1,v1_occupancy,1,7,324,360,19,"lsd=0;jet=0,0,-1,1;lsd8=0,0,-1,1",ok
18,"v2_type:0,1",v2_type,1,7,324,360,19,"lsd=0;jet=0,0,-1,1;lsd8=0,0,-1,1",ok
18,"v3_oddpos:0,1,2",v3_oddpos,1,7,324,360,19,"lsd=0;jet=0,0,-1,1;lsd8=0,0,-1,1",ok
18,"v4_mod3:0,1,2,0",v4_mod3,1,7,324,360,19,"lsd=0;jet=0,0,-1,1;lsd8=0,0,-1,1",ok
18,"vB_border:0,1,1,1,0",vB_border,1,7,324,360,19,"lsd=0;jet=0,0,-1,1;lsd8=0,0,-1,1",ok
18,"vC_valuation:0,0,0,1",vC_valuation,1,7,324,360,19,"lsd=0;jet=0,0,-1,1;lsd8=0,0,-1,1",ok
19,v1_occupancy:0,v1_occupancy,0,,362,398,19,"lsd=1;jet=1,0,-1,1;lsd8=1,0,-1,1",ok
19,"v2_type:1,0",v2_type,0,,362,398,19,"lsd=1;jet=1,0,-1,1;lsd8=1,0,-1,1",ok
19,"v3_oddpos:1,0,0",v3_oddpos,0,,362,398,19,"lsd=1;jet=1,0,-1,1;lsd8=1,0,-1,1",ok
19,"v4_mod3:1,0,0,1",v4_mod3,0,,362,398,19,"lsd=1;jet=1,0,-1,1;lsd8=1,0,-1,1",ok
19,"vB_border:1,0,-1,-1,1",vB_border,0,,362,398,19,"lsd=1;jet=1,0,-1,1;lsd8=1,0,-1,1",ok
19,"vC_valuation:1,2,1,0",vC_valuation,0,,362,398,19,"lsd=1;jet=1,0,-1,1;lsd8=1,0,-1,1",ok
20,v1_occupancy:0,v1_occupancy,0,,400,440,21,"lsd=-1;jet=-1,1,-1,1;lsd8=-1,1,-1,1",ok
20,"v2_type:0,0",v2_type,0,,400,440,21,"lsd=-1;jet=-1,1,-1,1;lsd8=-1,1,-1,1",ok
20,"v3_oddpos:0,0,0",v3_oddpos,0,,400,440,21,"lsd=-1;jet=-1,1,-1,1;lsd8=-1,1,-1,1",ok
20,"v4_mod3:0,0,0,2",v4_mod3,0,,400,440,21,"lsd=-1;jet=-1,1,-1,1;lsd8=-1,1,-1,1",ok
20,"vB_border:0,0,1,1,0",vB_border,0,,400,440,21,"lsd=-1;jet=-1,1,-1,1;lsd8=-1,1,-1,1",ok
20,"vC_valuation:0,0,0,0",vC_valuation,0,,400,440,21,"lsd=-1;jet=-1,1,-1,1;lsd8=-1,1,-1,1",ok
21,v1_occupancy:0,v1_occupancy,0,,442,482,21,"lsd=0;jet=0,1,-1,1;lsd8=0,1,-1,1",ok
21,"v2_type:1,0",v2_type,0,,442,482,21,"lsd=0;jet=0,1,-1,1;lsd8=0,1,-1,1",ok
21,"v3_oddpos:1,0,0",v3_oddpos,0,,442,482,21,"lsd=0;jet=0,1,-1,1;lsd8=0,1,-1,1",ok
21,"v4_mod3:1,0,0,0",v4_mod3,0,,442,482,21,"lsd=0;jet=0,1,-1,1;lsd8=0,1,-1,1",ok
21,"vB_border:1,0,-1,-1,1",vB_border,0,,442,482,21,"lsd=0;jet=0,1,-1,1;lsd8=0,1,-1,1",ok
21,"vC_valuation:2,1,1,0",vC_valuation,0,,442,482,21,"lsd=0;jet=0,1,-1,1;lsd8=0,1,-1,1",ok
22,v1_occupancy:0,v1_occupancy,0,,484,528,23,"lsd=1;jet=1,1,-1,1;lsd8=1,1,-1,1",ok
22,"v2_type:0,0",v2_type,0,,484,528,23,"lsd=1;jet=1,1,-1,1;lsd8=1,1,-1,1",ok
22,"v3_oddpos:0,0,0",v3_oddpos,0,,484,528,23,"lsd=1;jet=1,1,-1,1;lsd8=1,1,-1,1",ok
22,"v4_mod3:0,0,0,1",v4_mod3,0,,484,528,23,"lsd=1;jet=1,1,-1,1;lsd8=1,1,-1,1",ok
22,"vB_border:0,0,1,1,0",vB_border,0,,484,528,23,"lsd=1;jet=1,1,-1,1;lsd8=1,1,-1,1",ok
22,"vC_valuation:0,0,0,0",vC_valuation,0,,484,528,23,"lsd=1;jet=1,1,-1,1;lsd8=1,1,-1,1",ok
23,v1_occupancy:0,v1_occupancy,0,,530,574,23,"lsd=-1;jet=-1,-1,0,1;lsd8=-1,-1,0,1",ok
23,"v2_type:1,0",v2_type,0,,530,574,23,"lsd=-1;jet=-1,-1,0,1;lsd8=-1,-1,0,1",ok
23,"v3_oddpos:1,0,0",v3_oddpos,0,,530,574,23,"lsd=-1;jet=-1,-1,0,1;lsd8=-1,-1,0,1",ok
23,"v4_mod3:1,0,0,2",v4_mod3,0,,530,574,23,"lsd=-1;jet=-1,-1,0,1;lsd8=-1,-1,0,1",ok
23,"vB_border:1,0,-1,-1,1",vB_border,0,,530,574,23,"lsd=-1;jet=-1,-1,0,1;lsd8=-1,-1,0,1",ok
23,"vC_valuation:1,3,1,0",vC_valuation,0,,530,574,23,"lsd=-1;jet=-1,-1,0,1;lsd8=-1,-1,0,1",ok
24,v1_occupancy:0,v1_occupancy,0,,576,624,25,"lsd=0;jet=0,-1,0,1;lsd8=0,-1,0,1",ok
24,"v2_type:0,0",v2_type,0,,576,624,25,"lsd=0;jet=0,-1,0,1;lsd8=0,-1,0,1",ok
24,"v3_oddpos:0,0,0",v3_oddpos,0,,576,624,25,"lsd=0;jet=0,-1,0,1;lsd8=0,-1,0,1",ok
24,"v4_mod3:0,0,0,0",v4_mod3,0,,576,624,25,"lsd=0;jet=0,-1,0,1;lsd8=0,-1,0,1",ok
24,"vB_border:0,0,1,1,0",vB_border,0,,576,624,25,"lsd=0;jet=0,-1,0,1;lsd8=0,-1,0,1",ok
24,"vC_valuation:0,0,0,0",vC_valuation,0,,576,624,25,"lsd=0;jet=0,-1,0,1;lsd8=0,-1,0,1",ok
25,v1_occupancy:0,v1_occupancy,0,,626,674,25,"lsd=1;jet=1,-1,0,1;lsd8=1,-1,0,1",ok
25,"v2_type:1,0",v2_type,0,,626,674,25,"lsd=1;jet=1,-1,0,1;lsd8=1,-1,0,1",ok
25,"v3_oddpos:1,0,0",v3_oddpos,0,,626,674,25,"lsd=1;jet=1,-1,0,1;lsd8=1,-1,0,1",ok
25,"v4_mod3:1,0,0,1",v4_mod3,0,,626,674,25,"lsd=1;jet=1,-1,0,1;lsd8=1,-1,0,1",ok
25,"vB_border:1,0,-1,-1,0",vB_border,0,,626,674,25,"lsd=1;jet=1,-1,0,1;lsd8=1,-1,0,1",ok
25,"vC_valuation:3,1,1,0",vC_valuation,0,,626,674,25,"lsd=1;jet=1,-1,0,1;lsd8=1,-1,0,1",ok
26,v1_occupancy:0,v1_occupancy,0,,676,728,27,"lsd=-1;jet=-1,0,0,1;lsd8=-1,0,0,1",ok
26,"v2_type:0,0",v2_type,0,,676,728,27,"lsd=-1;jet=-1,0,0,1;lsd8=-1,0,0,1",ok
26,"v3_oddpos:0,0,0",v3_oddpos,0,,676,728,27,"lsd=-1;jet=-1,0,0,1;lsd8=-1,0,0,1",ok
26,"v4_mod3:0,0,0,2",v4_mod3,0,,676,728,27,"lsd=-1;jet=-1,0,0,1;lsd8=-1,0,0,1",ok
26,"vB_border:0,0,1,1,0",vB_border,0,,676,728,27,"lsd=-1;jet=-1,0,0,1;lsd8=-1,0,0,1",ok
26,"vC_valuation:0,0,0,0",vC_valuation,0,,676,728,27,"lsd=-1;jet=-1,0,0,1;lsd8=-1,0,0,1",ok
27,v1_occupancy:1,v1_occupancy,1,9,730,782,27,"lsd=0;jet=0,0,0,1;lsd8=0,0,0,1",ok
27,"v2_type:1,1",v2_type,1,9,730,782,27,"lsd=0;jet=0,0,0,1;lsd8=0,0,0,1",ok
27,"v3_oddpos:1,1,1",v3_oddpos,1,9,730,782,27,"lsd=0;jet=0,0,0,1;lsd8=0,0,0,1",ok
27,"v4_mod3:1,1,1,0",v4_mod3,1,9,730,782,27,"lsd=0;jet=0,0,0,1;lsd8=0,0,0,1",ok
27,"vB_border:1,1,-1,-1,1",vB_border,1,9,730,782,27,"lsd=0;jet=0,0,0,1;lsd8=0,0,0,1",ok
27,"vC_valuation:1,2,1,1",vC_valuation,1,9,730,782,27,"lsd=0;jet=0,0,0,1;lsd8=0,0,0,1",ok
28,v1_occupancy:0,v1_occupancy,0,,784,840,29,"lsd=1;jet=1,0,0,1;lsd8=1,0,0,1",ok
28,"v2_type:0,0",v2_type,0,,784,840,29,"lsd=1;jet=1,0,0,1;lsd8=1,0,0,1",ok
28,"v3_oddpos:0,0,0",v3_oddpos,0,,784,840,29,"lsd=1;jet=1,0,0,1;lsd8=1,0,0,1",ok
28,"v4_mod3:0,0,0,1",v4_mod3,0,,784,840,29,"lsd=1;jet=1,0,0,1;lsd8=1,0,0,1",ok
28,"vB_border:0,0,1,1,0",vB_border,0,,784,840,29,"lsd=1;jet=1,0,0,1;lsd8=1,0,0,1",ok
28,"vC_valuation:0,0,0,0",vC_valuation,0,,784,840,29,"lsd=1;jet=1,0,0,1;lsd8=1,0,0,1",ok
29,v1_occupancy:0,v1_occupancy,0,,842,898,29,"lsd=-1;jet=-1,1,0,1;lsd8=-1,1,0,1",ok
29,"v2_type:1,0",v2_type,0,,842,898,29,"lsd=-1;jet=-1,1,0,1;lsd8=-1,1,0,1",ok
29,"v3_oddpos:1,0,0",v3_oddpos,0,,842,898,29,"lsd=-1;jet=-1,1,0,1;lsd8=-1,1,0,1",ok
29,"v4_mod3:1,0,0,2",v4_mod3,0,,842,898,29,"lsd=-1;jet=-1,1,0,1;lsd8=-1,1,0,1",ok
29,"vB_border:1,0,-1,-1,1",vB_border,0,,842,898,29,"lsd=-1;jet=-1,1,0,1;lsd8=-1,1,0,1",ok
29,"vC_valuation:2,1,1,0",vC_valuation,0,,842,898,29,"lsd=-1;jet=-1,1,0,1;lsd8=-1,1,0,1",ok
30,v1_occupancy:0,v1_occupancy,0,,900,960,31,"lsd=0;jet=0,1,0,1;lsd8=0,1,0,1",ok
30,"v2_type:0,0",v2_type,0,,900,960,31,"lsd=0;jet=0,1,0,1;lsd8=0,1,0,1",ok
30,"v3_oddpos:0,0,0",v3_oddpos,0,,900,960,31,"lsd=0;jet=0,1,0,1;lsd8=0,1,0,1",ok
30,"v4_mod3:0,0,0,0",v4_mod3,0,,900,960,31,"lsd=0;jet=0,1,0,1;lsd8=0,1,0,1",ok
30,"vB_border:0,0,1,1,0",vB_border,0,,900,960,31,"lsd=0;jet=0,1,0,1;lsd8=0,1,0,1",ok
30,"vC_valuation:0,0,0,0",vC_valuation,0,,900,960,31,"lsd=0;jet=0,1,0,1;lsd8=0,1,0,1",ok
31,v1_occupancy:0,v1_occupancy,0,,962,1022,31,"lsd=1;jet=1,1,0,1;lsd8=1,1,0,1",ok
31,"v2_type:1,0",v2_type,0,,962,1022,31,"lsd=1;jet=1,1,0,1;lsd8=1,1,0,1",ok
31,"v3_oddpos:1,0,0",v3_oddpos,0,,962,1022,31,"lsd=1;jet=1,1,0,1;lsd8=1,1,0,1",ok
31,"v4_mod3:1,0,0,1",v4_mod3,0,,962,1022,31,"lsd=1;jet=1,1,0,1;lsd8=1,1,0,1",ok
31,"vB_border:1,0,-1,-1,1",vB_border,0,,962,1022,31,"lsd=1;jet=1,1,0,1;lsd8=1,1,0,1",ok
31,"vC_valuation:1,5,1,0",vC_valuation,0,,962,1022,31,"lsd=1;jet=1,1,0,1;lsd8=1,1,0,1",ok
32,v1_occupancy:0,v1_occupancy,0,,1024,1088,33,"lsd=-1;jet=-1,-1,1,1;lsd8=-1,-1,1,1",ok
32,"v2_type:0,0",v2_type,0,,1024,1088,33,"lsd=-1;jet=-1,-1,1,1;lsd8=-1,-1,1,1",ok
32,"v3_oddpos:0,0,0",v3_oddpos,0,,1024,1088,33,"lsd=-1;jet=-1,-1,1,1;lsd8=-1,-1,1,1",ok
32,"v4_mod3:0,0,0,2",v4_mod3,0,,1024,1088,33,"lsd=-1;jet=-1,-1,1,1;lsd8=-1,-1,1,1",ok
32,"vB_border:0,0,1,1,0",vB_border,0,,1024,1088,33,"lsd=-1;jet=-1,-1,1,1;lsd8=-1,-1,1,1",ok
32,"vC_valuation:0,0,0,0",vC_valuation,0,,1024,1088,33,"lsd=-1;jet=-1,-1,1,1;lsd8=-1,-1,1,1",ok
33,v1_occupancy:0,v1_occupancy,0,,1090,1154,33,"lsd=0;jet=0,-1,1,1;lsd8=0,-1,1,1",ok
33,"v2_type:1,0",v2_type,0,,1090,1154,33,"lsd=0;jet=0,-1,1,1;lsd8=0,-1,1,1",ok
33,"v3_oddpos:1,0,0",v3_oddpos,0,,1090,1154,33,"lsd=0;jet=0,-1,1,1;lsd8=0,-1,1,1",ok
33,"v4_mod3:1,0,0,0",v4_mod3,0,,1090,1154,33,"lsd=0;jet=0,-1,1,1;lsd8=0,-1,1,1",ok
33,"vB_border:1,0,-1,-1,1",vB_border,0,,1090,1154,33,"lsd=0;jet=0,-1,1,1;lsd8=0,-1,1,1",ok
33,"vC_valuation:5,1,1,0",vC_valuation,0,,1090,1154,33,"lsd=0;jet=0,-1,1,1;lsd8=0,-1,1,1",ok
34,v1_occupancy:0,v1_occupancy,0,,1156,1224,35,"lsd=1;jet=1,-1,1,1;lsd8=1,-1,1,1",ok
34,"v2_type:0,0",v2_type,0,,1156,1224,35,"lsd=1;jet=1,-1,1,1;lsd8=1,-1,1,1",ok
34,"v3_oddpos:0,0,0",v3_oddpos,0,,1156,1224,35,"lsd=1;jet=1,-1,1,1;lsd8=1,-1,1,1",ok
34,"v4_mod3:0,0,0,1",v4_mod3,0,,1156,1224,35,"lsd=1;jet=1,-1,1,1;lsd8=1,-1,1,1",ok
34,"vB_border:0,0,1,1,0",vB_border,0,,1156,1224,35,"lsd=1;jet=1,-1,1,1;lsd8=1,-1,1,1",ok
34,"vC_valuation:0,0,0,0",vC_valuation,0,,1156,1224,35,"lsd=1;jet=1,-1,1,1;lsd8=1,-1,1,1",ok
35,v1_occupancy:0,v1_occupancy,0,,1226,1294,35,"lsd=-1;jet=-1,0,1,1;lsd8=-1,0,1,1",ok
35,"v2_type:1,0",v2_type,0,,1226,1294,35,"lsd=-1;jet=-1,0,1,1;lsd8=-1,0,1,1",ok
35,"v3_oddpos:1,0,0",v3_oddpos,0,,1226,1294,35,"lsd=-1;jet=-1,0,1,1;lsd8=-1,0,1,1",ok
