m,signature_id,signature_version,has_odd_predecessor,odd_predecessor,even_cell_lower,even_cell_upper,even_cell_size,balanced_ternary_reference,validation_status
518,"v4_mod3:0,0,0,2",v4_mod3,0,,268324,269360,519,"lsd=-1;jet=-1,-1,1,1;lsd8=-1,-1,1,1,0,-1,1",ok
518,"vB_border:0,0,1,1,0",vB_border,0,,268324,269360,519,"lsd=-1;jet=-1,-1,1,1;lsd8=-1,-1,1,1,0,-1,1",ok
518,"vC_valuation:0,0,0,0",vC_valuation,0,,268324,269360,519,"lsd=-1;jet=-1,-1,1,1;lsd8=-1,-1,1,1,0,-1,1",ok
519,v1_occupancy:0,v1_occupancy,0,,269362,270398,519,"lsd=0;jet=0,-1,1,1;lsd8=0,-1,1,1,0,-1,1",ok
519,"v2_type:1,0",v2_type,0,,269362,270398,519,"lsd=0;jet=0,-1,1,1;lsd8=0,-1,1,1,0,-1,1",ok
519,"v3_oddpos:1,0,0",v3_oddpos,0,,269362,270398,519,"lsd=0;jet=0,-1,1,1;lsd8=0,-1,1,1,0,-1,1",ok
519,"v4_mod3:1,0,0,0",v4_mod3,0,,269362,270398,519,"lsd=0;jet=0,-1,1,1;lsd8=0,-1,1,1,0,-1,1",ok
519,"vB_border:1,0,-1,-1,1",vB_border,0,,269362,270398,519,"lsd=0;jet=0,-1,1,1;lsd8=0,-1,1,1,0,-1,1",ok
519,"vC_valuation:1,3,1,0",vC_valuation,0,,269362,270398,519,"lsd=0;jet=0,-1,1,1;lsd8=0,-1,1,1,0,-1,1",ok
520,v1_occupancy:0,v1_occupancy,0,,270400,271440,521,"lsd=1;jet=1,-1,1,1;lsd8=1,-1,1,1,0,-1,1",ok
520,"v2_type:0,0",v2_type,0,,270400,271440,521,"lsd=1;jet=1,-1,1,1;lsd8=1,-1,1,1,0,-1,1",ok
520,"v3_oddpos:0,0,0",v3_oddpos,0,,270400,271440,521,"lsd=1;jet=1,-1,1,1;lsd8=1,-1,1,1,0,-1,1",ok
520,"v4_mod3:0,0,0,1",v4_mod3,0,,270400,271440,521,"lsd=1;jet=1,-1,1,1;lsd8=1,-1,1,1,0,-1,1",ok
520,"vB_border:0,0,1,1,0",vB_border,0,,270400,271440,521,"lsd=1;jet=1,-1,1,1;lsd8=1,-1,1,1,0,-1,1",ok
520,"vC_valuation:0,0,0,0",vC_valuation,0,,270400,271440,521,"lsd=1;jet=1,-1,1,1;lsd8=1,-1,1,1,0,-1,1",ok
521,v1_occupancy:0,v1_occupancy,0,,271442,272482,521,"lsd=-1;jet=-1,0,1,1;lsd8=-1,0,1,1,0,-1,1",ok
521,"v2_type:1,0",v2_type,0,,271442,272482,521,"lsd=-1;jet=-1,0,1,1;lsd8=-1,0,1,1,0,-1,1",ok
521,"v3_oddpos:1,0,0",v3_oddpos,0,,271442,272482,521,"lsd=-1;jet=-1,0,1,1;lsd8=-1,0,1,1,0,-1,1",ok
521,"v4_mod3:1,0,0,2",v4_mod3,0,,271442,272482,521,"lsd=-1;jet=-1,0,1,1;lsd8=-1,0,1,1,0,-1,1",ok
521,"vB_border:1,0,-1,-1,1",vB_border,0,,271442,272482,521,"lsd=-1;jet=-1,0,1,1;lsd8=-1,0,1,1,0,-1,1",ok
521,"vC_valuation:3,1,1,0",vC_valuation,0,,271442,272482,521,"lsd=-1;jet=-1,0,1,1;lsd8=-1,0,1,1,0,-1,1",ok
522,v1_occupancy:0,v1_occupancy,0,,272484,273528,523,"lsd=0;jet=0,0,1,1;lsd8=0,0,1,1,0,-1,1",ok
522,"v2_type:0,0",v2_type,0,,272484,273528,523,"lsd=0;jet=0,0,1,1;lsd8=0,0,1,1,0,-1,1",ok
522,"v3_oddpos:0,0,0",v3_oddpos,0,,272484,273528,523,"lsd=0;jet=0,0,1,1;lsd8=0,0,1,1,0,-1,1",ok
522,"v4_mod3:0,0,0,0",v4_mod3,0,,272484,273528,523,"lsd=0;jet=0,0,1,1;lsd8=0,0,1,1,0,-1,1",ok
522,"vB_border:0,0,1,1,0",vB_border,0,,272484,273528,523,"lsd=0;jet=0,0,1,1;lsd8=0,0,1,1,0,-1,1",ok
522,"vC_valuation:0,0,0,0",vC_valuation,0,,272484,273528,523,"lsd=0;jet=0,0,1,1;lsd8=0,0,1,1,0,-1,1",ok
523,v1_occupancy:0,v1_occupancy,0,,273530,274574,523,"lsd=1;jet=1,0,1,1;lsd8=1,0,1,1,0,-1,1",ok
523,"v2_type:1,0",v2_type,0,,273530,274574,523,"lsd=1;jet=1,0,1,1;lsd8=1,0,1,1,0,-1,1",ok
523,"v3_oddpos:1,0,0",v3_oddpos,0,,273530,274574,523,"lsd=1;jet=1,0,1,1;lsd8=1,0,1,1,0,-1,1",ok
523,"v4_mod3:1,0,0,1",v4_mod3,0,,273530,274574,523,"lsd=1;jet=1,0,1,1;lsd8=1,0,1,1,0,-1,1",ok
523,"vB_border:1,0,-1,-1,1",vB_border,0,,273530,274574,523,"lsd=1;jet=1,0,1,1;lsd8=1,0,1,1,0,-1,1",ok
523,"vC_valuation:1,2,1,0",vC_valuation,0,,273530,274574,523,"lsd=1;jet=1,0,1,1;lsd8=1,0,1,1,0,-1,1",ok
524,v1_occupancy:1,v1_occupancy,1,65,274576,275624,525,"lsd=-1;jet=-1,1,1,1;lsd8=-1,1,1,1,0,-1,1",ok
524,"v2_type:0,1",v2_type,1,65,274576,275624,525,"lsd=-1;jet=-1,1,1,1;lsd8=-1,1,1,1,0,-1,1",ok
524,"v3_oddpos:0,1,1",v3_oddpos,1,65,274576,275624,525,"lsd=-1;jet=-1,1,1,1;lsd8=-1,1,1,1,0,-1,1",ok
524,"v4_mod3:0,1,1,2",v4_mod3,1,65,274576,275624,525,"lsd=-1;jet=-1,1,1,1;lsd8=-1,1,1,1,0,-1,1",ok
524,"vB_border:0,1,1,1,0",vB_border,1,65,274576,275624,525,"lsd=-1;jet=-1,1,1,1;lsd8=-1,1,1,1,0,-1,1",ok
524,"vC_valuation:0,0,0,1",vC_valuation,1,65,274576,275624,525,"lsd=-1;jet=-1,1,1,1;lsd8=-1,1,1,1,0,-1,1",ok
525,v1_occupancy:0,v1_occupancy,0,,275626,276674,525,"lsd=0;jet=0,1,1,1;lsd8=0,1,1,1,0,-1,1",ok
525,"v2_type:1,0",v2_type,0,,275626,276674,525,"lsd=0;jet=0,1,1,1;lsd8=0,1,1,1,0,-1,1",ok
525,"v3_oddpos:1,0,0",v3_oddpos,0,,275626,276674,525,"lsd=0;jet=0,1,1,1;lsd8=0,1,1,1,0,-1,1",ok
525,"v4_mod3:1,0,0,0",v4_mod3,0,,275626,276674,525,"lsd=0;jet=0,1,1,1;lsd8=0,1,1,1,0,-1,1",ok
525,"vB_border:1,0,-1,-1,1",vB_border,0,,275626,276674,525,"lsd=0;jet=0,1,1,1;lsd8=0,1,1,1,0,-1,1",ok
525,"vC_valuation:2,1,1,0",vC_valuation,0,,275626,276674,525,"lsd=0;jet=0,1,1,1;lsd8=0,1,1,1,0,-1,1",ok
526,v1_occupancy:0,v1_occupancy,0,,276676,277728,527,"lsd=1;jet=1,1,1,1;lsd8=1,1,1,1,0,-1,1",ok
526,"v2_type:0,0",v2_type,0,,276676,277728,527,"lsd=1;jet=1,1,1,1;lsd8=1,1,1,1,0,-1,1",ok
526,"v3_oddpos:0,0,0",v3_oddpos,0,,276676,277728,527,"lsd=1;jet=1,1,1,1;lsd8=1,1,1,1,0,-1,1",ok
526,"v4_mod3:0,0,0,1",v4_mod3,0,,276676,277728,527,"lsd=1;jet=1,1,1,1;lsd8=1,1,1,1,0,-1,1",ok
526,"vB_border:0,0,1,1,0",vB_border,0,,276676,277728,527,"lsd=1;jet=1,1,1,1;lsd8=1,1,1,1,0,-1,1",ok
526,"vC_valuation:0,0,0,0",vC_valuation,0,,276676,277728,527,"lsd=1;jet=1,1,1,1;lsd8=1,1,1,1,0,-1,1",ok
527,v1_occupancy:0,v1_occupancy,0,,277730,278782,527,"lsd=-1;jet=-1,-1,-1,-1;lsd8=-1,-1,-1,-1,1,-1,1",ok
527,"v2_type:1,0",v2_type,0,,277730,278782,527,"lsd=-1;jet=-1,-1,-1,-1;lsd8=-1,-1,-1,-1,1,-1,1",ok
527,"v3_oddpos:1,0,0",v3_oddpos,0,,277730,278782,527,"lsd=-1;jet=-1,-1,-1,-1;lsd8=-1,-1,-1,-1,1,-1,1",ok
527,"v4_mod3:1,0,0,2",v4_mod3,0,,277730,278782,527,"lsd=-1;jet=-1,-1,-1,-1;lsd8=-1,-1,-1,-1,1,-1,1",ok
527,"vB_border:1,0,-1,-1,1",vB_border,0,,277730,278782,527,"lsd=-1;jet=-1,-1,-1,-1;lsd8=-1,-1,-1,-1,1,-1,1",ok
527,"vC_valuation:1,4,1,0",vC_valuation,0,,277730,278782,527,"lsd=-1;jet=-1,-1,-1,-1;lsd8=-1,-1,-1,-1,1,-1,1",ok
528,v1_occupancy:0,v1_occupancy,0,,278784,279840,529,"lsd=0;jet=0,-1,-1,-1;lsd8=0,-1,-1,-1,1,-1,1",ok
528,"v2_type:0,0",v2_type,0,,278784,279840,529,"lsd=0;jet=0,-1,-1,-1;lsd8=0,-1,-1,-1,1,-1,1",ok
528,"v3_oddpos:0,0,0",v3_oddpos,0,,278784,279840,529,"lsd=0;jet=0,-1,-1,-1;lsd8=0,-1,-1,-1,1,-1,1",ok
528,"v4_mod3:0,0,0,0",v4_mod3,0,,278784,279840,529,"lsd=0;jet=0,-1,-1,-1;lsd8=0,-1,-1,-1,1,-1,1",ok
528,"vB_border:0,0,1,1,0",vB_border,0,,278784,279840,529,"lsd=0;jet=0,-1,-1,-1;lsd8=0,-1,-1,-1,1,-1,1",ok
528,"vC_valuation:0,0,0,0",vC_valuation,0,,278784,279840,529,"lsd=0;jet=0,-1,-1,-1;lsd8=0,-1,-1,-1,1,-1,1",ok
529,v1_occupancy:0,v1_occupancy,0,,279842,280898,529,"lsd=1;jet=1,-1,-1,-1;lsd8=1,-1,-1,-1,1,-1,1",ok
529,"v2_type:1,0",v2_type,0,,279842,280898,529,"lsd=1;jet=1,-1,-1,-1;lsd8=1,-1,-1,-1,1,-1,1",ok
529,"v3_oddpos:1,0,0",v3_oddpos,0,,279842,280898,529,"lsd=1;jet=1,-1,-1,-1;lsd8=1,-1,-1,-1,1,-1,1",ok
529,"v4_mod3:1,0,0,1",v4_mod3,0,,279842,280898,529,"lsd=1;jet=1,-1,-1,-1;lsd8=1,-1,-1,-1,1,-1,1",ok
529,"vB_border:1,0,-1,-1,0",vB_border,0,,279842,280898,529,"lsd=1;jet=1,-1,-1,-1;lsd8=1,-1,-1,-1,1,-1,1",ok
529,"vC_valuation:4,1,1,0",vC_valuation,0,,279842,280898,529,"lsd=1;jet=1,-1,-1,-1;lsd8=1,-1,-1,-1,1,-1,1",ok
530,v1_occupancy:0,v1_occupancy,0,,280900,281960,531,"lsd=-1;jet=-1,0,-1,-1;lsd8=-1,0,-1,-1,1,-1,1",ok
530,"v2_type:0,0",v2_type,0,,280900,281960,531,"lsd=-1;jet=-1,0,-1,-1;lsd8=-1,0,-1,-1,1,-1,1",ok
530,"v3_oddpos:0,0,0",v3_oddpos,0,,280900,281960,531,"lsd=-1;jet=-1,0,-1,-1;lsd8=-1,0,-1,-1,1,-1,1",ok
530,"v4_mod3:0,0,0,2",v4_mod3,0,,280900,281960,531,"lsd=-1;jet=-1,0,-1,-1;lsd8=-1,0,-1,-1,1,-1,1",ok
530,"vB_border:0,0,1,1,0",vB_border,0,,280900,281960,531,"lsd=-1;jet=-1,0,-1,-1;lsd8=-1,0,-1,-1,1,-1,1",ok
530,"vC_valuation:0,0,0,0",vC_valuation,0,,280900,281960,531,"lsd=-1;jet=-1,0,-1,-1;lsd8=-1,0,-1,-1,1,-1,1",ok
531,v1_occupancy:0,v1_occupancy,0,,281962,283022,531,"lsd=0;jet=0,0,-1,-1;lsd8=0,0,-1,-1,1,-1,1",ok
531,"v2_type:1,0",v2_type,0,,281962,283022,531,"lsd=0;jet=0,0,-1,-1;lsd8=0,0,-1,-1,1,-1,1",ok
531,"v3_oddpos:1,0,0",v3_oddpos,0,,281962,283022,531,"lsd=0;jet=0,0,-1,-1;lsd8=0,0,-1,-1,1,-1,1",ok
531,"v4_mod3:1,0,0,0",v4_mod3,0,,281962,283022,531,"lsd=0;jet=0,0,-1,-1;lsd8=0,0,-1,-1,1,-1,1",ok
531,"vB_border:1,0,-1,-1,1",vB_border,0,,281962,283022,531,"lsd=0;jet=0,0,-1,-1;lsd8=0,0,-1,-1,1,-1,1",ok
531,"vC_valuation:1,2,1,0",vC_valuation,0,,281962,283022,531,"lsd=0;jet=0,0,-1,-1;lsd8=0,0,-1,-1,1,-1,1",ok
532,v1_occupancy:0,v1_occupancy,0,,283024,284088,533,"lsd=1;jet=1,0,-1,-1;lsd8=1,0,-1,-1,1,-1,1",ok
532,"v2_type:0,0",v2_type,0,,283024,284088,533,"lsd=1;jet=1,0,-1,-1;lsd8=1,0,-1,-1,1,-1,1",ok
532,"v3_oddpos:0,0,0",v3_oddpos,0,,283024,284088,533,"lsd=1;jet=1,0,-1,-1;lsd8=1,0,-1,-1,1,-1,1",ok
532,"v4_mod3:0,0,0,1",v4_mod3,0,,283024,284088,533,"lsd=1;jet=1,0,-1,-1;lsd8=1,0,-1,-1,1,-1,1",ok
532,"vB_border:0,0,1,1,0",vB_border,0,,283024,284088,533,"lsd=1;jet=1,0,-1,-1;lsd8=1,0,-1,-1,1,-1,1",ok
532,"vC_valuation:0,0,0,0",vC_valuation,0,,283024,284088,533,"lsd=1;jet=1,0,-1,-1;lsd8=1,0,-1,-1,1,-1,1",ok
533,v1_occupancy:0,v1_occupancy,0,,284090,285154,533,"lsd=-1;jet=-1,1,-1,-1;lsd8=-1,1,-1,-1,1,-1,1",ok
533,"v2_type:1,0",v2_type,0,,284090,285154,533,"lsd=-1;jet=-1,1,-1,-1;lsd8=-1,1,-1,-1,1,-1,1",ok
533,"v3_oddpos:1,0,0",v3_oddpos,0,,284090,285154,533,"lsd=-1;jet=-1,1,-1,-1;lsd8=-1,1,-1,-1,1,-1,1",ok
533,"v4_mod3:1,0,0,2",v4_mod3,0,,284090,285154,533,"lsd=-1;jet=-1,1,-1,-1;lsd8=-1,1,-1,-1,1,-1,1",ok
533,"vB_border:1,0,-1,-1,1",vB_border,0,,284090,285154,533,"lsd=-1;jet=-1,1,-1,-1;lsd8=-1,1,-1,-1,1,-1,1",ok
533,"vC_valuation:2,1,1,0",vC_valuation,0,,284090,285154,533,"lsd=-1;jet=-1,1,-1,-1;lsd8=-1,1,-1,-1,1,-1,1",ok
534,v1_occupancy:0,v1_occupancy,0,,285156,286224,535,"lsd=0;jet=0,1,-1,-1;lsd8=0,1,-1,-1,1,-1,1",ok
534,"v2_type:0,0",v2_type,0,,285156,286224,535,"lsd=0;jet=0,1,-1,-1;lsd8=0,1,-1,-1,1,-1,1",ok
534,"v3_oddpos:0,0,0",v3_oddpos,0,,285156,286224,535,"lsd=0;jet=0,1,-1,-1;lsd8=0,1,-1,-1,1,-1,1",ok
534,"v4_mod3:0,0,0,0",v4_mod3,0,,285156,286224,535,"lsd=0;jet=0,1,-1,-1;lsd8=0,1,-1,-1,1,-1,1",ok
534,"vB_border:0,0,1,1,0",vB_border,0,,285156,286224,535,"lsd=0;jet=0,1,-1,-1;lsd8=0,1,-1,-1,1,-1,1",ok
534,"vC_valuation:0,0,0,0",vC_valuation,0,,285156,286224,535,"lsd=0;jet=0,1,-1,-1;lsd8=0,1,-1,-1,1,-1,1",ok
535,v1_occupancy:0,v1_occupancy,0,,286226,287294,535,"lsd=1;jet=1,1,-1,-1;lsd8=1,1,-1,-1,1,-1,1",ok
535,"v2_type:1,0",v2_type,0,,286226,287294,535,"lsd=1;jet=1,1,-1,-1;lsd8=1,1,-1,-1,1,-1,1",ok
535,"v3_oddpos:1,0,0",v3_oddpos,0,,286226,287294,535,"lsd=1;jet=1,1,-1,-1;lsd8=1,1,-1,-1,1,-1,1",ok
535,"v4_mod3:1,0,0,1",v4_mod3,0,,286226,287294,535,"lsd=1;jet=1,1,-1,-1;lsd8=1,1,-1,-1,1,-1,1",ok
535,"vB_border:1,0,-1,-1,1",vB_border,0,,286226,287294,535,"lsd=1;jet=1,1,-1,-1;lsd8=1,1,-1,-1,1,-1,1",ok
535,"vC_valuation:1,3,1,0",vC_valuation,0,,286226,287294,535,"lsd=1;jet=1,1,-1,-1;lsd8=1,1,-1,-1,1,-1,1",ok
536,v1_occupancy:0,v1_occupancy,0,,287296,288368,537,"lsd=-1;jet=-1,-1,0,-1;lsd8=-1,-1,0,-1,1,-1,1",ok
536,"v2_type:0,0",v2_type,0,,287296,288368,537,"lsd=-1;jet=-1,-1,0,-1;lsd8=-1,-1,0,-1,1,-1,1",ok
536,"v3_oddpos:0,0,0",v3_oddpos,0,,287296,288368,537,"lsd=-1;jet=-1,-1,0,-1;lsd8=-1,-1,0,-1,1,-1,1",ok
536,"v4_mod3:0,0,0,2",v4_mod3,0,,287296,288368,537,"lsd=-1;jet=-1,-1,0,-1;lsd8=-1,-1,0,-1,1,-1,1",ok
536,"vB_border:0,0,1,1,0",vB_border,0,,287296,288368,537,"lsd=-1;jet=-1,-1,0,-1;lsd8=-1,-1,0,-1,1,-1,1",ok
536,"vC_valuation:0,0,0,0",vC_valuation,0,,287296,288368,537,"lsd=-1;jet=-1,-1,0,-1;lsd8=-1,-1,0,-1,1,-1,1",ok
537,v1_occupancy:0,v1_occupancy,0,,288370,289442,537,"lsd=0;jet=0,-1,0,-1;lsd8=0,-1,0,-1,1,-1,1",ok
537,"v2_type:1,0",v2_type,0,,288370,289442,537,"lsd=0;jet=0,-1,0,-1;lsd8=0,-1,0,-1,1,-1,1",ok
537,"v3_oddpos:1,0,0",v3_oddpos,0,,288370,289442,537,"lsd=0;jet=0,-1,0,-1;lsd8=0,-1,0,-1,1,-1,1",ok
537,"v4_mod3:1,0,0,0",v4_mod3,0,,288370,289442,537,"lsd=0;jet=0,-1,0,-1;lsd8=0,-1,0,-1,1,-1,1",ok
537,"vB_border:1,0,-1,-1,1",vB_border,0,,288370,289442,537,"lsd=0;jet=0,-1,0,-1;lsd8=0,-1,0,-1,1,-1,1",ok
537,"vC_valuation:3,1,1,0",vC_valuation,0,,288370,289442,537,"lsd=0;jet=0,-1,0,-1;lsd8=0,-1,0,-1,1,-1,1",ok
538,v1_occupancy:0,v1_occupancy,0,,289444,290520,539,"lsd=1;jet=1,-1,0,-1;lsd8=1,-1,0,-1,1,-1,1",ok
538,"v2_type:0,0",v2_type,0,,289444,290520,539,"lsd=1;jet=1,-1,0,-1;lsd8=1,-1,0,-1,1,-1,1",ok
538,"v3_oddpos:0,0,0",v3_oddpos,0,,289444,290520,539,"lsd=1;jet=1,-1,0,-1;lsd8=1,-1,0,-1,1,-1,1",ok
538,"v4_mod3:0,0,0,1",v4_mod3,0,,289444,290520,539,"lsd=1;jet=1,-1,0,-1;lsd8=1,-1,0,-1,1,-1,1",ok
538,"vB_border:0,0,1,1,0",vB_border,0,,289444,290520,539,"lsd=1;jet=1,-1,0,-1;lsd8=1,-1,0,-1,1,-1,1",ok
538,"vC_valuation:0,0,0,0",vC_valuation,0,,289444,290520,539,"lsd=1;jet=1,-1,0,-1;lsd8=1,-1,0,-1,1,-1,1",ok
539,v1_occupancy:0,v1_occupancy,0,,290522,291598,539,"lsd=-1;jet=-1,0,0,-1;lsd8=-1,0,0,-1,1,-1,1",ok
539,"v2_type:1,0",v2_type,0,,290522,291598,539,"lsd=-1;jet=-1,0,0,-1;lsd8=-1,0,0,-1,1,-1,1",ok
539,"v3_oddpos:1,0,0",v3_oddpos,0,,290522,291598,539,"lsd=-1;jet=-1,0,0,-1;lsd8=-1,0,0,-1,1,-1,1",ok
539,"v4_mod3:1,0,0,2",v4_mod3,0,,290522,291598,539,"lsd=-1;jet=-1,0,0,-1;lsd8=-1,0,0,-1,1,-1,1",ok
539,"vB_border:1,0,-1,-1,1",vB_border,0,,290522,291598,539,"lsd=-1;jet=-1,0,0,-1;lsd8=-1,0,0,-1,1,-1,1",ok
539,"vC_valuation:1,2,1,0",vC_valuation,0,,290522,291598,539,"lsd=-1;jet=-1,0,0,-1;lsd8=-1,0,0,-1,1,-1,1",ok
540,v1_occupancy:0,v1_occupancy,0,,291600,292680,541,"lsd=0;jet=0,0,0,-1;lsd8=0,0,0,-1,1,-1,1",ok
540,"v2_type:0,0",v2_type,0,,291600,292680,541,"lsd=0;jet=0,0,0,-1;lsd8=0,0,0,-1,1,-1,1",ok
540,"v3_oddpos:0,0,0",v3_oddpos,0,,291600,292680,541,"lsd=0;jet=0,0,0,-1;lsd8=0,0,0,-1,1,-1,1",ok
540,"v4_mod3:0,0,0,0",v4_mod3,0,,291600,292680,541,"lsd=0;jet=0,0,0,-1;lsd8=0,0,0,-1,1,-1,1",ok
540,"vB_border:0,0,1,1,0",vB_border,0,,291600,292680,541,"lsd=0;jet=0,0,0,-1;lsd8=0,0,0,-1,1,-1,1",ok
540,"vC_valuation:0,0,0,0",vC_valuation,0,,291600,292680,541,"lsd=0;jet=0,0,0,-1;lsd8=0,0,0,-1,1,-1,1",ok
541,v1_occupancy:0,v1_occupancy,0,,292682,293762,541,"lsd=1;jet=1,0,0,-1;lsd8=1,0,0,-1,1,-1,1",ok
541,"v2_type:1,0",v2_type,0,,292682,293762,541,"lsd=1;jet=1,0,0,-1;lsd8=1,0,0,-1,1,-1,1",ok
541,"v3_oddpos:1,0,0",v3_oddpos,0,,292682,293762,541,"lsd=1;jet=1,0,0,-1;lsd8=1,0,0,-1,1,-1,1",ok
541,"v4_mod3:1,0,0,1",v4_mod3,0,,292682,293762,541,"lsd=1;jet=1,0,0,-1;lsd8=1,0,0,-1,1,-1,1",ok
541,"vB_border:1,0,-1,-1,1",vB_border,0,,292682,293762,541,"lsd=1;jet=1,0,0,-1;lsd8=1,0,0,-1,1,-1,1",ok
541,"vC_valuation:2,1,1,0",vC_valuation,0,,292682,293762,541,"lsd=1;jet=1,0,0,-1;lsd8=1,0,0,-1,1,-1,1",ok
542,v1_occupancy:0,v1_occupancy,0,,293764,294848,543,"lsd=-1;jet=-1,1,0,-1;lsd8=-1,1,0,-1,1,-1,1",ok
542,"v2_type:0,0",v2_type,0,,293764,294848,543,"lsd=-1;jet=-1,1,0,-1;lsd8=-1,1,0,-1,1,-1,1",ok
542,"v3_oddpos:0,0,0",v3_oddpos,0,,293764,294848,543,"lsd=-1;jet=-1,1,0,-1;lsd8=-1,1,0,-1,1,-1,1",ok
542,"v4_mod3:0,0,0,2",v4_mod3,0,,293764,294848,543,"lsd=-1;jet=-1,1,0,-1;lsd8=-1,1,0,-1,1,-1,1",ok
542,"vB_border:0,0,1,1,0",vB_border,0,,293764,294848,543,"lsd=-1;jet=-1,1,0,-1;lsd8=-1,1,0,-1,1,-1,1",ok
542,"vC_valuation:0,0,0,0",vC_valuation,0,,293764,294848,543,"lsd=-1;jet=-1,1,0,-1;lsd8=-1,1,0,-1,1,-1,1",ok
543,v1_occupancy:0,v1_occupancy,0,,294850,295934,543,"lsd=0;jet=0,1,0,-1;lsd8=0,1,0,-1,1,-1,1",ok
543,"v2_type:1,0",v2_type,0,,294850,295934,543,"lsd=0;jet=0,1,0,-1;lsd8=0,1,0,-1,1,-1,1",ok
543,"v3_oddpos:1,0,0",v3_oddpos,0,,294850,295934,543,"lsd=0;jet=0,1,0,-1;lsd8=0,1,0,-1,1,-1,1",ok
543,"v4_mod3:1,0,0,0",v4_mod3,0,,294850,295934,543,"lsd=0;jet=0,1,0,-1;lsd8=0,1,0,-1,1,-1,1",ok
543,"vB_border:1,0,-1,-1,1",vB_border,0,,294850,295934,543,"lsd=0;jet=0,1,0,-1;lsd8=0,1,0,-1,1,-1,1",ok
543,"vC_valuation:1,5,1,0",vC_valuation,0,,294850,295934,543,"lsd=0;jet=0,1,0,-1;lsd8=0,1,0,-1,1,-1,1",ok
544,v1_occupancy:0,v1_occupancy,0,,295936,297024,545,"lsd=1;jet=1,1,0,-1;lsd8=1,1,0,-1,1,-1,1",ok
544,"v2_type:0,0",v2_type,0,,295936,297024,545,"lsd=1;jet=1,1,0,-1;lsd8=1,1,0,-1,1,-1,1",ok
544,"v3_oddpos:0,0,0",v3_oddpos,0,,295936,297024,545,"lsd=1;jet=1,1,0,-1;lsd8=1,1,0,-1,1,-1,1",ok
544,"v4_mod3:0,0,0,1",v4_mod3,0,,295936,297024,545,"lsd=1;jet=1,1,0,-1;lsd8=1,1,0,-1,1,-1,1",ok
544,"vB_border:0,0,1,1,0",vB_border,0,,295936,297024,545,"lsd=1;jet=1,1,0,-1;lsd8=1,1,0,-1,1,-1,1",ok
544,"vC_valuation:0,0,0,0",vC_valuation,0,,295936,297024,545,"lsd=1;jet=1,1,0,-1;lsd8=1,1,0,-1,1,-1,1",ok
545,v1_occupancy:0,v1_occupancy,0,,297026,298114,545,"lsd=-1;jet=-1,-1,1,-1;lsd8=-1,-1,1,-1,1,-1,1",ok
545,"v2_type:1,0",v2_type,0,,297026,298114,545,"lsd=-1;jet=-1,-1,1,-1;lsd8=-1,-1,1,-1,1,-1,1",ok
545,"v3_oddpos:1,0,0",v3_oddpos,0,,297026,298114,545,"lsd=-1;jet=-1,-1,1,-1;lsd8=-1,-1,1,-1,1,-1,1",ok
545,"v4_mod3:1,0,0,2",v4_mod3,0,,297026,298114,545,"lsd=-1;jet=-1,-1,1,-1;lsd8=-1,-1,1,-1,1,-1,1",ok
545,"vB_border:1,0,-1,-1,1",vB_border,0,,297026,298114,545,"lsd=-1;jet=-1,-1,1,-1;lsd8=-1,-1,1,-1,1,-1,1",ok
545,"vC_valuation:5,1,1,0",vC_valuation,0,,297026,298114,545,"lsd=-1;jet=-1,-1,1,-1;lsd8=-1,-1,1,-1,1,-1,1",ok
546,v1_occupancy:0,v1_occupancy,0,,298116,299208,547,"lsd=0;jet=0,-1,1,-1;lsd8=0,-1,1,-1,1,-1,1",ok
546,"v2_type:0,0",v2_type,0,,298116,299208,547,"lsd=0;jet=0,-1,1,-1;lsd8=0,-1,1,-1,1,-1,1",ok
546,"v3_oddpos:0,0,0",v3_oddpos,0,,298116,299208,547,"lsd=0;jet=0,-1,1,-1;lsd8=0,-1,1,-1,1,-1,1",ok
546,"v4_mod3:0,0,0,0",v4_mod3,0,,298116,299208,547,"lsd=0;jet=0,-1,1,-1;lsd8=0,-1,1,-1,1,-1,1",ok
546,"vB_border:0,0,1,1,0",vB_border,0,,298116,299208,547,"lsd=0;jet=0,-1,1,-1;lsd8=0,-1,1,-1,1,-1,1",ok
546,"vC_valuation:0,0,0,0",vC_valuation,0,,298116,299208,547,"lsd=0;jet=0,-1,1,-1;lsd8=0,-1,1,-1,1,-1,1",ok
547,v1_occupancy:0,v1_occupancy,0,,299210,300302,547,"lsd=1;jet=1,-1,1,-1;lsd8=1,-1,1,-1,1,-1,1",ok
547,"v2_type:1,0",v2_type,0,,299210,300302,547,"lsd=1;jet=1,-1,1,-1;lsd8=1,-1,1,-1,1,-1,1",ok
547,"v3_oddpos:1,0,0",v3_oddpos,0,,299210,300302,547,"lsd=1;jet=1,-1,1,-1;lsd8=1,-1,1,-1,1,-1,1",ok
547,"v4_mod3:1,0,0,1",v4_mod3,0,,299210,300302,547,"lsd=1;jet=1,-1,1,-1;lsd8=1,-1,1,-1,1,-1,1",ok
547,"vB_border:1,0,-1,-1,1",vB_border,0,,299210,300302,547,"lsd=1;jet=1,-1,1,-1;lsd8=1,-1,1,-1,1,-1,1",ok
547,"vC_valuation:1,2,1,0",vC_valuation,0,,299210,300302,547,"lsd=1;jet=1,-1,1,-1;lsd8=1,-1,1,-1,1,-1,1",ok
