n,trajectory_step,observed_Z,predicted_Z,vertical_error,branch,exact_state_reference
3431,28,0.842468,0.707515,0.134953,O,199273847009599582263472915652274433439289056809442037313101549030695774936330719843051751072974933539364558295360971753714585918403474544117503415788461227581574010993670868775418789765150878866781977744496262694329326930502985476157442424035783920071922875633058357785028720198687413939863714993898102822476742849153884372946597340042256160366705142300898726629402518567192820660521148995964297598829657674994523
3431,29,0.892276,0.723584,0.168692,O,88956043286288822358602912340156655818096034727342043791807043693339917496664177114033449596337040990264501909278959280937855909304391346363636543923484507061229391244649092504608007990472645704435514595217851004973120957657951446839514975780347675807662716953141175297792513220322948364993713201358442747219448583411103748438517488924383481043473881585693612207772477501514376912675139356862109880642158122721887668260211604341619691967941802091994695427138577913047997541106056249944621073423191466047195269729129903013654389209396509750674914564529380210748068160965722222405766921708333878718974134184377731124168183
3431,30,0.942084,0.739653,0.202431,O,839002367352198882758765145054255165985070149663089412752915621722518942720546863594823092234296848730821268331450911995070543857643423032354565753338832783503374507052822551412944286750618914181692211048216590495198006002436849184602947755839647710216466575752602099149130583314283905815671173717777751424049421070852440380873169140855725697881726937829860934921348465443958955503260285728491194444361776179561107867895738940182678524712745190496198649182990960372781514321469654433780816737215570415541357176539754637847993069778802551038474562028558269820029994983195577349813285635480515643009681480519736767762436952684015354612519652459672992471819069158365851128753056367078767514731805260710691475605014006230950086988931989964467616573078770724836466814521264633995727434338124811674289013859597592010984254961141905695766797059020134364826636423501504066062034688490614307964383323305835242618767778574667408935198050581
3431,31,0.991892,0.755722,0.236169,O,bits=4634
3431,32,0.906745,0.738053,0.168692,E,27721861516130626696360058384109283485390370552812856258237696365491964016186046686217537662730487777513080262093785809053775523793281407634960548637085705869190636650296463079685155967708395553575665455012736991620678482891662085833700733183589424856406872395776939049935497487287635700005302790639298407461356678714339181221470630738398151407511763910677602744834792794132090337774796082917990867517072021600947769002460778588434752583270850609604759126144587948007907866346550626945330533945019142642338922112024316679844548642574949168242600986211281093957494867867612964557614273032596180970603601865231890335225427474713224521499492593600330325564295755456379007269052174063239785299509355250
3431,33,0.821598,0.720383,0.101215,E,5265155412343554621768306941475227155518927472818100716704644715654529738236736540390191132381826609286267451214827148642495304673404805865548572980299883524717950485456094634864895891818882013168213508334397910483350819252087266753474178266003695736525094680322837234710968029118789796596323384681312465420522100024224935581041298760874921176141604
3431,34,0.736451,0.702714,0.033737,E,2294592646275925512944438342103353830855162072499605040134582999208880058690116834321140892031698866602650029375115026127069283901687924418126134592134072534241445261849272242
3431,35,0.651304,0.685044,-0.03374,E,1514791288024830671241562415121655781560418887465191386254269234270301209868014457008023
3431,36,0.701112,0.667375,0.033737,O,58956161256857742321470447008715908191543759384560483882995584510230356425921021860458791522381118795609106344052597763185019888764
3431,37,0.615965,0.649705,-0.03374,E,242808898636062641157604453878639193922548746869238219301510164028
3431,38,0.530818,0.632035,-0.101217,E,492756429319864522818119477971312
3431,39,0.445671,0.614366,-0.168695,E,22198117697675731
3431,40,0.495479,0.596696,-0.101217,O,3307304826339535420352667
3431,41,0.545287,0.579027,-0.03374,O,6014663526343883681865781911232985295
3431,42,0.595094,0.561357,0.033737,O,14750848597289694891918010885964653258978400638809349481
3431,43,0.644902,0.543688,0.101215,O,56653338610441326821733295641011816746326770726968707699796041687678576040140026460
3431,44,0.559755,0.526018,0.033737,E,238019618120946759117782419724572728006656
3431,45,0.474608,0.508348,-0.03374,E,487872542905364535044
3431,46,0.389462,0.490679,-0.101217,E,22087836990
3431,47,0.304315,0.473009,-0.168695,E,148619
3431,48,0.354122,0.45534,-0.101217,O,57294311
3431,49,0.40393,0.43767,-0.03374,O,433677860459
3431,50,0.453738,0.420001,0.033737,O,285595182616957576
3431,51,0.368591,0.402331,-0.03374,E,534411061
3431,52,0.418399,0.384661,0.033737,O,12354158178232
3431,53,0.333252,0.366992,-0.03374,E,3514848
3431,54,0.248098,0.349322,-0.101224,E,1874
3439,0,0.257542,0.257542,0.0,,3439
3439,1,0.307336,0.273606,0.033729,O,201673
3439,2,0.357129,0.289671,0.067458,O,90567345
3439,3,0.406923,0.305735,0.101187,O,861901139233
3439,4,0.456716,0.3218,0.134916,O,800177217604896873
3439,5,0.50651,0.337864,0.168645,O,715779528333661182299359559
3439,6,0.556303,0.353929,0.202374,O,19150005797153345566330313003648064333861
3439,7,0.606097,0.369993,0.236103,O,2650045707689139845930912237431584892486423977614560793165267
3439,8,0.65589,0.386058,0.269832,O,4313999068538394147579575264899851826165994599287311873616140781847727113599787227488673335
3439,9,0.705684,0.402122,0.303561,O,8960248832417787305402827044340558170375536514067902052998681061274642957913892264665341971203769874976614400280874018372827016268022135
3439,10,0.755477,0.418187,0.33729,O,848164528648926255180520072995009534333467099050701526143439141299603182659858719918542796483855417198539211071297838877241137280829640556966421055585965997440016970231167365551857085324847595538734041110
3439,11,0.670355,0.434251,0.236103,E,920958483672812612405158366722789431210704273760127073080008522988011511103151244786797801245329721147
3439,12,0.720148,0.450316,0.269832,O,883812377266567225697801260619423571844033309121449318481413141643472148243585136566857277295869566576723564082040902760875609136571308200494533330966008
3439,13,0.635026,0.46638,0.168645,E,29728982109493207902460950123483651657391510198083451402965002113539051549263
3439,14,0.684819,0.482445,0.202374,O,5125899174964958148086783264398948965590533491915683575371686033620735850907218485348472886266820650748233445201987
3439,15,0.734613,0.498509,0.236103,O,11605265733018419526665822538246213591786484768178965495509240820533414521806060659706842417047617573629701355876908550107642975022852386923509697984078238400978042015921756
3439,16,0.64949,0.514574,0.134916,E,107727738920940968232961299012803838407604433576876716753028686111075799490836110952673
3439,17,0.699283,0.530638,0.168645,O,1118127469027906007784856424073179254768066405614038365626483511643864946625671537659350710078714738287124659300427025782802750863
3439,18,0.749077,0.546703,0.202374,O,37388408180755122152934359104926417620648044267042229915257791436064406461375021412130780453051733755681350307042150153123291252740908158134401749796980339900523667020918944008068322052374573981
3439,19,0.79887,0.562767,0.236103,O,228615390023345069223982121369968155171639087602221947539202023846017484540181793250683003764145315836821250956653502916547781962473422551397482923919635764028537552846113436868857530623339514543961735233502549148850809701599037439904942441806342264404908629991715485999937877722129107309024
3439,20,0.713748,0.578832,0.134916,E,15120032738831786974775340324351162874136015988523698323583631028276240676603601249378979811926576552447435548003193075854395074175943973100770188
3439,21,0.628625,0.594896,0.033729,E,3888448628801952807762825357104407109039065349939987047456369853104201569
3439,22,0.678419,0.610961,0.067458,O,7667690041384764862724410727881809703191452455029360510850851956145500292992059272919529697293314255642761659
3439,23,0.728212,0.627025,0.101187,O,21232289297054061068584745121909635977512474212857115591858859893389217837492180641089927788417270767143444646187435631317122631552462049256961440487995685480764948
3439,24,0.64309,0.64309,0.0,E,4607850832769444270498978322450383855561426561025578545229508290994708610010230756
3439,25,0.557967,0.659154,-0.101187,E,67881152264597308251981660448663141072605
3439,26,0.607761,0.675218,-0.067458,O,17685763313800571006970944415035956234032105170579842555195995
3439,27,0.657554,0.691283,-0.033729,O,74376495785536490550441282467096176415895652599587369520970435424058867486332178526799410665
3439,28,0.707348,0.707347,0.0,O,641436352592922752291396914374324066521447193898646806953251976795601192092934792021505856937599068670231675223321532850924436933998119032
3439,29,0.622225,0.723412,-0.101187,E,800897217246334769840207907441196579431051253869231589864468754705400
3439,30,0.537103,0.739476,-0.202374,E,28300127512898855661936990037477969
3439,31,0.586896,0.755541,-0.168645,O,4760829063597760647861259433546342659224491197821103
3439,32,0.63669,0.771605,-0.134916,O,328491308241169468674843807995635540254688980773376689564310004214363395300896
3439,33,0.551567,0.78767,-0.236103,E,573141612728625270488952931933108109345
3439,34,0.601361,0.803734,-0.202374,O,13721225826167275145244286882296784639598444489299430102728
3439,35,0.516238,0.819799,-0.303561,E,117137636249701040077732478169
3439,36,0.566032,0.835863,-0.269832,O,40090796446635802785349345307196840467909853
3439,37,0.615825,0.851928,-0.236103,O,253844072161915734512432475341446207342201730448330938287754855625
3439,38,0.665619,0.867992,-0.202374,O,127894108550328548916871579249035952827844729951490401273252872592648649786183770305138371679727021
3439,39,0.715412,0.884057,-0.168645,O,1446358022092057156405038242793779927697670347630617330664733927490901656945144738490379151685677640415675613004191408300672027687009803547246652792
3439,40,0.63029,0.900121,-0.269832,E,38031013950354481134007637810027578647065635019629857766853248329849005165
3439,41,0.680083,0.916186,-0.236103,O,234534564862815349866383126748696381396081683774441538588679924183836374296137235825286598789219406731781486767
3439,42,0.729877,0.93225,-0.202374,O,3591784606136058954754107886933619084229504055426494773709519300729974022111888037677731325278262525777739759378288116167405832552787482388190869578599845772109962702
3439,43,0.644754,0.948315,-0.303561,E,59931499281563605437902061983657604445761616767353446478910211498047590264552090000
3439,44,0.559631,0.964379,-0.404748,E,244809107840299939764491835704970316001243
3439,45,0.609425,0.980444,-0.371019,O,121127110386779899634557616221348983155571024202162437072302695
3439,46,0.659218,0.996508,-0.33729,O,1333097872094006300961987237275006328068163801803493398436515077723301343483714016833479612525
3439,47,0.709012,1.012573,-0.303561,O,48673553382189860331019569656757682482351755592454986544091305207072587884238395517365045315563895434420617724654683053343407549344419435597
3439,48,0.758805,1.028637,-0.269832,O,339578025835458389418607493286351699814121859203182891679067379838522380377116044652392419098181416209294332168385839733525741775949375329290753402520187206118667202194017520342976465259011053017655855738589683
3439,49,0.808599,1.044702,-0.236103,O,197883402305597056996583669004126662355097651493115910688472404064034568703727670859014489606229127312084327802399911199735565279598358489805507896164630433890641334554454411030671181685593778552543227617375525437030356008605599835042370328752655446971541145380731675564383327816133419952858583866003997221871766650
3439,50,0.723476,1.027037,-0.303561,E,14067103550681535272274269235644202677913408135282595879515339521459880132281013756897842344716653729916646944161749861519483524279005034864511418854401621684
3439,51,0.638354,1.009373,-0.371019,E,3750613756531260747606562030336764897455412345139553188423758042113819145489590
3439,52,0.553231,0.991708,-0.438477,E,1936650137875001094180836834216252454139
3439,53,0.603025,0.974044,-0.371019,O,85226912701928502464960247080775549721948286257951666360840
3439,54,0.517902,0.956379,-0.438477,E,291936487445349151006644093751
3439,55,0.567696,0.938715,-0.371019,O,157736633443256986324273225216999562435261440
3439,56,0.482573,0.92105,-0.438477,E,12559324561585984681399
3439,57,0.532367,0.903386,-0.371019,O,1407503312488387261014112571117032
3439,58,0.447244,0.885721,-0.438477,E,37516707111477511
3439,59,0.497038,0.868056,-0.371019,O,7266697291965672024303778
3439,60,0.411915,0.850392,-0.438477,E,2695681229664
3439,61,0.326793,0.832727,-0.505935,E,1641852
3439,62,0.241666,0.815063,-0.573397,E,1281
3547,0,0.257032,0.257032,-0.0,,3547
3547,1,0.306637,0.273036,0.033601,O,211247
3547,2,0.356242,0.289039,0.067203,O,97092531
3547,3,0.405847,0.305043,0.100804,O,956706519716
3547,4,0.321047,0.321047,-0.0,E,978113
3547,5,0.370652,0.337051,0.033601,O,967349801
3547,6,0.420257,0.353054,0.067203,O,30086752952307
3547,7,0.469862,0.369058,0.100804,O,165030030512219686468
3547,8,0.385061,0.385062,-0.0,E,12846401461
3547,9,0.434667,0.401065,0.033601,O,1456036409190335
3547,10,0.484272,0.417069,0.067203,O,55559503032787850954341
3547,11,0.533877,0.433073,0.100804,O,13095965690724303907677204983049665
3547,12,0.583482,0.449077,0.134405,O,1498670963261459108188657927649907623936248223120397
3547,13,0.633087,0.46508,0.168007,O,58017557240815092592551198512144056192733558187960623342771002042444561623765
3547,14,0.682692,0.481084,0.201608,O,13974592706636738629809125392480067241528951330629704583136805531900837173578098125147621660954202502275925782458329
3547,15,0.732297,0.497088,0.23521,O,52240670051068181801172697256334675145733603239359071162906890604518261148466363128238825829521647058541076519400388600856893261903581528086685624268685699105839339554506095
3547,16,0.781902,0.513091,0.268811,O,11940241422929292454851506100867573967793006735213126762595375438882097501124885560411709569919871576455688496132435341129138673523402470893783269752679731589167354104009808852977799492013178049882487828549705700237010805417154814080993552091162243224424778292
3547,17,0.697102,0.529095,0.168007,E,3455465442299964957768709053259053047995924366684067727607383868703407028794823621411536574563590443395066108760823520359516733052
3547,18,0.612301,0.545099,0.067203,E,58783207145408159992233632820781957088225720865534888522474033324
3547,19,0.527501,0.561102,-0.033602,E,242452484304467707370515222251392
3547,20,0.4427,0.577106,-0.134406,E,15570885790617941
3547,21,0.492305,0.59311,-0.100804,O,1942987375861319254014139
3547,22,0.541911,0.609114,-0.067203,O,2708351127554949831387517215067589203
3547,23,0.591516,0.625117,-0.033602,O,4457152078046043489627796832345499140109231125658392633
3547,24,0.641121,0.641121,-0.0,O,9409925362323923867747121562482047182090461194325707243351953160946503979042432057
3547,25,0.690726,0.657125,0.033601,O,912807643528497141084620662180547695248161418236269258432702494980854666576521549260930428631622859521200798276551117233216
3547,26,0.605925,0.673128,-0.067203,E,30212706656777660195808441155514638049534782528959727406946315
3547,27,0.65553,0.689132,-0.033602,O,166067424764735106886785691561167965831774126206628806998213123577661579489273807812910499456
3547,28,0.57073,0.705136,-0.134406,E,12886715049411743196201100353109471009748934528
3547,29,0.485929,0.72114,-0.23521,E,113519668117078915269967
3547,30,0.535535,0.737143,-0.201609,O,38247818441429928204687461962754064
3547,31,0.450734,0.753147,-0.302413,E,195570494813072271
3547,32,0.500339,0.769151,-0.268811,O,86487830231258557670330889
3547,33,0.549944,0.785154,-0.23521,O,804326731915892205145126253908273499833
3547,34,0.599549,0.801158,-0.201609,O,22811232665933303114300595499990692375952893287960876329631
3547,35,0.649155,0.817162,-0.168007,O,3445268958849509777630322211912448191165482487504963164425509104394658538732728140921303
3547,36,0.69876,0.833166,-0.134406,O,202224931459232944708085730806968245127311658137512844869041193194907931878901709758421723749304877834419757767562845239856210424287
3547,37,0.748365,0.849169,-0.100804,O,90939391801515923061279395638829388012530336196350836294018991767876394473486689560797079009351111110195347548330282386310784556529614625234207070047513673145281562944532033289400481672206251454049
3547,38,0.79797,0.865173,-0.067203,O,27423827470431461210866748937306226390651715618119885174623923368888823407776108004178877074013176866490181055825570076599828326832347103791743932137099807961416017381720904644004076589557805523827153724046292471289706659252307606262780263190131299905166054812319371764654923743981415676577961848
3547,39,0.713169,0.881177,-0.168007,E,5236776438843982311523916423023458203470938726012841088451191336019709057023511872715567559787392466190221474192724323527799752722640110928077928407
3547,40,0.762774,0.89718,-0.134406,O,378962337917737998354256941848872634113460048631852130034386960575188299659545459907546281420563181180895053372184137391415747212129981594365043592679858820706968854385251576440282862256483784138918589812161367334352426796
3547,41,0.677974,0.913184,-0.23521,E,615599169848155333226976361112915442204110321955984193752718932647450861230785099403257420364699061855961028469
3547,42,0.727579,0.929188,-0.201609,O,15273797845522102828657165611166138233594550937296822634174042129890215527131005951692427015572867752082936944292634386374375399965060185455840386836283217042693166361
3547,43,0.777184,0.945191,-0.168007,O,1887646022898286707758333050150809617724573302318881416444180372450097374295241690935998875979687129972920755329391589103569363866067400431244328520308475890421254138676341425990272690731499530811511855143410322999752631536744438989180532037154212654
3547,44,0.692384,0.961195,-0.268811,E,43447048494670920600393994115659024681220607225612530263933469418701855577510536038014115215042453413087896511331748873798194
3547,45,0.607583,0.977199,-0.369616,E,208439555974078299705556030760073313818683582883560685983100361
3547,46,0.657188,0.993203,-0.336014,O,3009332732785368432579747943037375151282620783318510336043662070551597401395467830788622268931
3547,47,0.706793,1.009206,-0.302413,O,165084125515436036521143421554130247613332939017395208330309268624459887494477327264303676706528987216931137800958698872742780526327572716223
3547,48,0.756399,1.02521,-0.268811,O,2121084499786433571623621214310815423710782568842046938145157439627146265288848773132572157394304007498367830317385691193544760318699560260873278458952150175976404547276257307923070675544054571002490066851844571
3547,49,0.806004,1.041214,-0.23521,O,3089135479231205289429189293947337738781047572991035359574362682051682916345695329160274673610784388987498061826000335116485683274343429594827929859918080173450865646659638360730465490195940706820249295793590376725836410879241292748967576618850182436520200634032433837608186777224634353918212523278031636789414068758
3547,50,0.721203,1.023616,-0.302413,E,55579991716724871147735957461819547696462643811685840155227764389011852522486309930594262856631715918637980156093026977760265276173055454925200635328524041652
3547,51,0.636403,1.006018,-0.369616,E,7455198972309516511965212575860975700651184743137596712018768542935188170767697
3547,52,0.686008,0.988421,-0.302413,O,20355832017569281851264296022472364609652002476068234236097497585299374691264431803108661460276917988781316302942668754
3547,53,0.601207,0.970823,-0.369616,E,142673865923543551575937206036216157901578284976245288596139
3547,54,0.650812,0.953225,-0.302413,O,53891049795275418662942993452297515443425282376354611006406172954518421218548318244228892
3547,55,0.566012,0.935628,-0.369616,E,232144458894188165076442442768809142069770847
3547,56,0.615617,0.91803,-0.302413,O,3537019733329736733702833339533177547535890405289591440460223633963
3547,57,0.665222,0.900432,-0.23521,O,6652061016770801717785549684461712267217109054093742899289206996050463465086525579597844401341119457
3547,58,0.714827,0.882835,-0.168007,O,542543214587195982593035691308271657645571746668915504416299997638324295639029481349856265582535258344553667239475973958564388656637011507055370503648
3547,59,0.630027,0.865237,-0.23521,E,736575328521934667842024090856398899775762356202020789821127233508104381396
3547,60,0.545226,0.847639,-0.302413,E,27139921306480139973729987875411886544
3547,61,0.460426,0.830042,-0.369616,E,5209598958315326979
3547,62,0.510031,0.812444,-0.302413,O,11890673057779315009120129257
3547,63,0.559636,0.794846,-0.23521,O,1296610866811668302196550594654094147188739
3547,64,0.609241,0.777248,-0.168007,O,1476435522493113239620339016579389369531944130460038750658162028
3547,65,0.524441,0.759651,-0.23521,E,38424413105382796980071043860013
3547,66,0.574046,0.742053,-0.168007,O,238183056575687343109286540127499597008795140796
3547,67,0.489245,0.724455,-0.23521,E,488040015342684111662292
3547,68,0.404445,0.706858,-0.302413,E,698598608174
3547,69,0.319644,0.68926,-0.369616,E,835822
3547,70,0.234839,0.671662,-0.436823,E,914
3889,0,0.255524,0.255524,0.0,,3889
3889,1,0.304577,0.271349,0.033227,O,242525
3889,2,0.35363,0.287175,0.066455,O,119435867
3889,3,0.402682,0.303,0.099682,O,1305275389885
3889,4,0.451735,0.318826,0.132909,O,1491259504415506425
3889,5,0.500788,0.334651,0.166136,O,1821083405626235967451743648
3889,6,0.416932,0.350477,0.066455,E,42674153836089
3889,7,0.465984,0.366302,0.099682,O,278770861820314491178
3889,8,0.382128,0.382128,0.0,E,16696432607
3889,9,0.431181,0.397953,0.033227,O,2157424136983861
3889,10,0.480234,0.413779,0.066455,O,100208208938689620612911
3889,11,0.529286,0.429604,0.099682,O,31721590163095410566194732959162048
3889,12,0.44543,0.44543,0.0,E,178105559046020263
3889,13,0.494483,0.461255,0.033227,O,75165095289148973115145607
3889,14,0.543536,0.477081,0.066455,O,651664883361504660893207797306786583124
3889,15,0.459679,0.492906,-0.033227,E,25527727735963979857
3889,16,0.508732,0.508732,0.0,O,128978772352434857497214884192
3889,17,0.424876,0.524557,-0.099681,E,359136147376499
3889,18,0.473929,0.540383,-0.066454,O,6805948824080577725754
3889,19,0.390072,0.556208,-0.166136,E,82498174671
3889,20,0.439125,0.572034,-0.132909,O,23695534492560029
3889,21,0.488178,0.587859,-0.099681,O,3647537487823378572255677
3889,22,0.537231,0.603685,-0.066454,O,6966259464739911733430359899336633901
3889,23,0.586283,0.61951,-0.033227,O,18386517065606899599842528080460781142830602325209556913
3889,24,0.635336,0.635336,0.0,O,78840469845924023777490754693169927210487220110881010988667498715656752810265392201
3889,25,0.684389,0.651161,0.033227,O,22137256932249259775192725216872525871400989822960468533875214093866772917674479324375516860370730069096710028709943898409922
3889,26,0.600533,0.666987,-0.066454,E,148785943328828142948506827765002253187239537888958060392032405
3889,27,0.649585,0.682812,-0.033227,O,1814858852742368588661568769668540895798050355786202966578058476041751488282516499628304471795
3889,28,0.698638,0.698638,0.0,O,77315092776256507400652902872387513125108151760291496599356315281687849926573663269255099290419365779020683874423527401848444896962807066359
3889,29,0.747691,0.714463,0.033227,O,679823889675474504678451507875442077598594842533520841294422753197905525073313385585843148047579923527634239097402136765881471990511095876350480575305480940537670638478653305331479660223948217969623365814043528
3889,30,0.663834,0.730289,-0.066454,E,824514335639759816467689967518072154713383667288301129839934130754531741764305870930925642642669736817429
3889,31,0.712887,0.746114,-0.033227,O,23675399526677712095456724878152505173156437166708369928044596288510130974471064884160830518225982857958317780918108787880632030118292605191552844445541618076
3889,32,0.629031,0.76194,-0.132909,E,4865737305555830363528819553189167235103696353677522638038978476170586541780261
3889,33,0.678084,0.777765,-0.099681,O,10733045919071370132536173334442524718796506494469643265068596251517930241514607776454492673006302273536868656945250639
3889,34,0.727136,0.793591,-0.066454,O,1111948007850411757071037121484346504713703668560435899780808298023781736434239675864017002985327848551121639444056319659622969605100044656941415750618457072431905428348529604003
3889,35,0.776189,0.809416,-0.033227,O,37078889752469917707168575548833405722220554088466590537812615064862060480468856828941414098183340598471777217917222435469975908247442478366058767009934054817543903192924736993064782901305497872309235057262885461363674937913823601790564153522149156916494448718143510
3889,36,0.692333,0.825242,-0.132909,E,6089243775089803194170897759397890894662744866532372244249832165734496463747396066686702095266184899428834386138084672357419157446513
3889,37,0.741386,0.841067,-0.099681,O,15026057320949782002040133401528614739294567360422926501212035229183580821615219920031707215877397196806699207681364587810100307226368985647680372248109697378859717986842427387347290498439516355434863
3889,38,0.790438,0.856893,-0.066454,O,58246195271558165590996999125690741888350641114894592421212872398683481449007368429267198095545381314177212246064911452196911737720236131505587629697143942018657601798487772998554538685069577068577663181243822551454236360933038040451472958231502348160214523521127661917019840439012375377803432689873
3889,39,0.839491,0.872718,-0.033227,O,14057281533441046449362699975748045331616861882286441270390767134957556449692004558135109577291442992324902481090082891059146663422671222913368387476081125581366882346176204436286110789053291584511062175475482143661294487698079034156517631822526035532244302095796314930709925566167120586497467629427353280366567714818026175004767169118002980999644087132196503296145569225739572835168948582770815302668534842105033076621808141457276529964417938415335
3889,40,0.888544,0.888544,0.0,O,1666679194963775488453128405969011814341631921006723667913110120039877527868127796582612560112763519931730684755554318004705930366656628803718681472147585385357462667505823911837694864465560098567797206807407951628247646324551114892968270797423339817436440600058491976416195687112421241473912899533725902225114247866770028770429711206927213708311055335676251174073756500648269526130526636905908886359941495680894949200056700621472487410136863016239375193173401196462863232241226821764905491914463541717955222634025494378975899329026109760916327451520514511094454958472909844997861580532322668320318645175149348465620807800013883866630632100761263155769411001628854741200645
3889,41,0.937597,0.904369,0.033227,O,2151681675548297638219044447832628779588776984335434375876032464839132529163633835909475278137527494975686069531352745183121374618976717224352056011289775378174184584089301635800330863765212021266230163073578201244553542812222906531973860872342368880843019941169957880143785230524842005109055819415503558483106070994006737938905584842419920783370366853850641156441793460621132843103977752019984094677020121677659352797261325694771115914337910370432015306893696570737611771639697616459693909736227587241520703424225507414375324452794347573191812029821977386185374270817757148521969753971707074925376235637704382996256979054025236001563916808492729034904955945173080547117427738217379791469805107647780608889379846642486185312775793072424136504635664452033783937877235322138281954289197663016176650567469033679935200550291147438755113528210209029227115300498325217095072444451475862082593703877526355680274884607945260612126383852949199871900670215791992965926956945110462824531995844399651018333818643452154640
3889,42,0.85374,0.886967,-0.033227,E,1466861164373880899228462197198352329949786409338053077500832946407919747915390450468288425049087332294197319735262656277994721981651880561783257635257784851227626957355151440733290757524254740497607695744699464482807026105879305372343540169534599048131793008363867281822135371898947534474341074634906187982728256982716295442806693928016682707656411220144980777212292461210029897672347585736583920111737697197924931684260391270540205453034383930395922888694085348947883824773411706100618043520285557623126
3889,43,0.769884,0.869566,-0.099681,E,1211140439574982113159321966436789498986468201901838201120056293656560983798114443022353450560904761197576322151583644800380096342070690216439538452304466135196162205516492369406741510970108125127272583853361431721602446531761825325511751844322373905419
3889,44,0.818937,0.852164,-0.033227,O,1332882168616285527517277199415948319476816068759912614339227080309295600549989753099189566766058841616011536720615667607468159067297562476006511004634590993852112995434263254842997489535563517642125823462160366686848241556929072006945966506908903481230954320235098080514467670008863494725383934862911575782074907970907761597337434425557166158729810422351399077820734552772271534
3889,45,0.735081,0.834762,-0.099681,E,1154505161797159539887848915117037460318397375643747050618633626868515737954062250203188289673973711568375072465710070389326066486617832957441537363953787546726047497256992777271510460857001
3889,46,0.784133,0.81736,-0.033227,O,39227787902644900560658239038893473534563426999890914838770453218354561815532083399487346685621811369877271553245570370924202658696926718573980781809496765999093093796379777304275548763256397165213416527977320817668533658175479137369856085573192110860146895232888416391785664511768566
3889,47,0.700277,0.799959,-0.099681,E,6263209073841052973655927399247941042404501949405122159598915561476481082955372590986375864243495025020005664342526944886633230462450029589496
3889,48,0.616421,0.782557,-0.166136,E,79140438928786925029469607519422268952402501666762008904282873086189265
3889,49,0.665474,0.765155,-0.099681,O,22263717461523400567434160426279482158729149562139399981325724115792178766661901540399977761520345136173096
3889,50,0.581618,0.747754,-0.166136,E,149210312852441270415606533007270504038525111761494817
3889,51,0.63067,0.730352,-0.099681,O,57636587751984990242062153227153864408976421459656236645201358693367611784981590
3889,52,0.546814,0.71295,-0.166136,E,7591876431553992979022134785214343601108
3889,53,0.462958,0.695548,-0.23259,E,87131374553337519231
3889,54,0.512011,0.678147,-0.166136,O,813320741725173534492841894953
3889,55,0.561064,0.660745,-0.099681,O,733487592913322714660604686547112982579403703
3889,56,0.610116,0.643343,-0.033227,O,19865026927937038247275572876687238931851778768058307114878908062340
3889,57,0.52626,0.625942,-0.099681,E,4457019960459795635183128151231544
3889,58,0.442404,0.60854,-0.166136,E,66760916414170017
3889,59,0.491457,0.591138,-0.099681,O,17249774985098900364100674
3889,60,0.4076,0.573736,-0.166136,E,4153284842759
3889,61,0.456653,0.556335,-0.099681,O,8464232332975301237
3889,62,0.505706,0.538933,-0.033227,O,24625290561270580468053706936
3889,63,0.42185,0.521531,-0.099681,E,156924474067210
3889,64,0.337994,0.504129,-0.166136,E,12526949
3889,65,0.387046,0.486728,-0.099681,O,44337169481
3889,66,0.436099,0.469326,-0.033227,O,9335808741954312
3889,67,0.352243,0.451924,-0.099681,E,96621988
3889,68,0.268386,0.434523,-0.166137,E,9829
3889,69,0.317439,0.417121,-0.099682,O,974459
3889,70,0.366491,0.399719,-0.033228,O,961934179
3889,71,0.415544,0.382317,0.033227,O,29834449878529
3889,72,0.464597,0.364916,0.099681,O,162958512360253443679
3889,73,0.513649,0.347514,0.166135,O,2080250222042043384654074061388
3889,74,0.429793,0.330112,0.099681,E,1442307256461688
3889,75,0.345937,0.31271,0.033227,E,37977720
3889,76,0.26208,0.295309,-0.033229,E,6162
3889,77,0.178047,0.277907,-0.09986,E,78
3973,0,0.255177,0.255177,-0.0,,3973
3973,1,0.304103,0.270962,0.033141,O,250425
3973,2,0.353029,0.286746,0.066283,O,125318885
3973,3,0.401956,0.302531,0.099424,O,1402893759223
3973,4,0.450882,0.318316,0.132566,O,1661640905430946209
3973,5,0.499808,0.3341,0.165708,O,2141932410333377857029758105
3973,6,0.548734,0.349885,0.198849,O,99130807420955111117997352683339486670053
3973,7,0.59766,0.36567,0.231991,O,31211379570265763897646637880425695878936780069495217998211394
3973,8,0.51402,0.381454,0.132566,E,5586714559583813558703939469435
3973,9,0.562947,0.397239,0.165708,O,13204888059726236590495580463151084596808682033
3973,10,0.611873,0.413024,0.198849,O,1517407009626867962718508671750147894237675012279907602907232455207959
3973,11,0.660799,0.428809,0.231991,O,59108934242661677829922913900313211830895705720303213385473706028595970297074687253323502633052294776091
3973,12,0.709725,0.444593,0.265132,O,454443287979100009082096795242785240816636993287419901144669002158489426245784990187300553855123769215147591747156664823988682616155643237054190606070612694
3973,13,0.626085,0.460378,0.165708,E,674124089451712153456403874081529430711765726303424896431816622023764652438434
3973,14,0.542446,0.476163,0.066283,E,821050601029992641376499227204627633695
3973,15,0.591372,0.491947,0.099424,O,23526367947754383154317836835249877175838682792593825024415
3973,16,0.640298,0.507732,0.132566,O,3608546678680494922028221496254733575071654193917192207380005981267209044552021357122803
3973,17,0.689224,0.523517,0.165708,O,216769657436491236821545479894640603245347271988516594845746424766400708734928590503943504284433923955716038691929677751599385787783
