n,trajectory_step,observed_Z,predicted_Z,vertical_error,branch,exact_state_reference
2555,26,0.345989,0.275976,0.070013,O,3605471
2555,27,0.397668,0.257643,0.140025,O,6846096399
2555,28,0.449347,0.239309,0.210038,O,566453826829442
2555,29,0.361001,0.220976,0.140025,E,23800290
2555,30,0.272653,0.202642,0.070011,E,4878
2555,31,0.183942,0.184309,-0.000367,E,69
2681,0,0.261732,0.261732,-0.0,,2681
2681,1,0.313096,0.278303,0.034793,O,138817
2681,2,0.36446,0.294874,0.069585,O,51720650
2681,3,0.276651,0.311446,-0.034795,E,7191
2681,4,0.328015,0.328017,-2e-06,O,609795
2681,5,0.379379,0.344588,0.034791,O,476185085
2681,6,0.430743,0.361159,0.069584,O,10391151638843
2681,7,0.482107,0.37773,0.104377,O,33496198677403032405
2681,8,0.533471,0.394301,0.13917,O,193862266440176814000739774971
2681,9,0.584835,0.410873,0.173963,O,85357154459746972731761066262612011066679467
2681,10,0.636199,0.427444,0.208756,O,788605665777872333941479874994035776759769384273765832159588845286
2681,11,0.548392,0.444015,0.104377,E,888034721042973822495186607446955
2681,12,0.599756,0.460586,0.13917,O,26463356030971610422085864703771922874040048088677
2681,13,0.65112,0.477157,0.173963,O,136134242643398481765860616637779751344646303632658099373147841507505327119
2681,14,0.702484,0.493729,0.208756,O,1588367781976112247424522832142385725387192827585531883810890396595136891224470087055467097483507581305201397218
2681,15,0.614677,0.5103,0.104377,E,39854332035251980213616686928301336592840441915742885292
2681,16,0.526869,0.526871,-2e-06,E,6313028752924540594327544385
2681,17,0.578233,0.543442,0.034791,O,501598987306740260009543058314478557530544
2681,18,0.490426,0.560013,-0.069587,E,708236533445388045812
2681,19,0.402618,0.576585,-0.173966,E,26612713755
2681,20,0.453982,0.593156,-0.139173,O,4341439408117523
2681,21,0.505347,0.609727,-0.10438,O,286055706682596949458075
2681,22,0.556711,0.626298,-0.069587,O,152994537203709205126693006779762645
2681,23,0.608075,0.642869,-0.034795,O,59843072931645706961502905384542833349021494371242983
2681,24,0.659439,0.65944,-2e-06,O,14639317487373925242410129049160468573832412697310068152690631031549635162709283
2681,25,0.710803,0.676012,0.034791,O,56012021178352641756772833216843754551075188604927209081389380760072043077301032800632726630397085935192232916920877696
2681,26,0.622995,0.692583,-0.069587,E,236668589336127665517520421120577323003128066695245021786800
2681,27,0.535188,0.709154,-0.173966,E,486485960060645188520797786466
2681,28,0.44738,0.725725,-0.278345,E,697485455088953
2681,29,0.498745,0.742296,-0.243552,O,18420555942948204203497
2681,30,0.550109,0.758868,-0.208759,O,2500081117364457597103753228130643
2681,31,0.601473,0.775439,-0.173966,O,125006083851684254032911770636881936002935213167792
2681,32,0.513665,0.79201,-0.278345,E,11180611962307083575217341
2681,33,0.565029,0.808581,-0.243552,O,37385084144258700860882659812109565321
2681,34,0.616393,0.825152,-0.208759,O,228584902940059036992530063196087441033592221326828188706
2681,35,0.528586,0.841724,-0.313138,E,15119024536657748178420491404
2681,36,0.440778,0.858295,-0.417516,E,122959442649427
2681,37,0.492143,0.874866,-0.382723,O,1363461341744035464645
2681,38,0.543507,0.891437,-0.347931,O,50345915589617164834882804641907
2681,39,0.594871,0.908008,-0.313138,O,357228717984469076156265647345820162649030836909
2681,40,0.646235,0.924579,-0.278345,O,213510652364782397843026859707319027062802862458137784399639528250553463
2681,41,0.697599,0.941151,-0.243552,O,98657321694562501675205021287898285557337718595933234431125663931221095309446056660456573695238852474571940
2681,42,0.609791,0.957722,-0.347931,E,314097630832457094601796592567466624850923021672186263
2681,43,0.661155,0.974293,-0.313138,O,176034175683409990063162474576394005899382576861836986485302873395938582149223647
2681,44,0.712519,0.990864,-0.278345,O,2335583972936934175973768741006239202403923962510710150142771378804289023156434308081089859394177107373051341442946539283
2681,45,0.763884,1.007435,-0.243552,O,3569383647019921601196081100446846210429183602931681482531029787343025685554735896593360722019355698911660280681088034640682259704242000578178853662049841907830351031203971614820535
2681,46,0.815248,1.024007,-0.208759,O,6743569603489758391265376070807357156339920158784377929096419715849060516985205368792190354996630779167466266586213526771780967700267133711091446786931423291036091166608223302792047793105565012490585915410391500762927066039966992101729450252321626382793545523711387059090
2681,47,0.72744,1.005785,-0.278345,E,2596838386093704983313619934858270260857283101413188539169861885993119954311353932889478620864296962621529725679291208002594811422120338
2681,48,0.639633,0.987563,-0.34793,E,50959183530485503485198639535818032319035928338337423375592984269127
2681,49,0.690997,0.969341,-0.278345,O,363775705505410141193817546261264729090734465994485660216899878585641144502423869385294960624178882761
2681,50,0.742361,0.95112,-0.208759,O,219407029411112590818010712537639825578231300120939265740051149544966414199665317933423250452736725441455439817095388802129297144510847194532722710242998
2681,51,0.654553,0.932898,-0.278345,E,14812394452319739342096359104262517685112913351551700183034075687474470449139
2681,52,0.705917,0.914676,-0.208759,O,1802759957745100912250875534265884723130360437070372283434311112871903045583343152489910661534609578781170021643695
2681,53,0.757281,0.896455,-0.139173,O,2420509852094485247453733068052725999138323313956887138151517318100148437868969397050378587291323596322888366665628809913964504595366066316880628269846839642308875866131544
2681,54,0.669474,0.878233,-0.208759,E,49198677340905062662939811560682886197562765750845239150698459413028788350877727154825
2681,55,0.720838,0.860011,-0.139173,O,345088225260843137877619283374703743403293839223599864834418840901427746391599004573983685511371207210786222453943968256472002282
2681,56,0.633031,0.84179,-0.208759,E,18576550413379851667686344304414416320877109761453842042916361298
2681,57,0.545223,0.823568,-0.278345,E,136295819500745699385467168480691
2681,58,0.596587,0.805346,-0.208759,O,1591196456157605691034253297154147179610666669563
2681,59,0.647951,0.787125,-0.139173,O,2007177150238329722598563216939402100834479264717426750198386462141848998
2681,60,0.560144,0.768903,-0.208759,E,1416748795742678484878115560718916573
2681,61,0.611508,0.750681,-0.139173,O,1686317233038426516253154650348709619736921072620208505
2681,62,0.662872,0.732459,-0.069587,O,2189822518185243314687481797556162050937304910769750430403579637086599568222830164
2681,63,0.575065,0.714238,-0.139173,E,46795539511637680387807540852770826335698
2681,64,0.487257,0.696016,-0.208759,E,216322766974809381453
2681,65,0.538621,0.677794,-0.139173,O,3181656893701217924800282348016
2681,66,0.450814,0.659573,-0.208759,E,1783719959439042
2681,67,0.363006,0.641351,-0.278345,E,42234108
2681,68,0.275197,0.623129,-0.347932,E,6498
2681,69,0.18717,0.604908,-0.417737,E,80
3085,0,0.259353,0.259353,-0.0,,3085
3085,1,0.30982,0.275635,0.034185,O,171349
3085,2,0.360286,0.291916,0.06837,O,70928759
3085,3,0.410753,0.308198,0.102555,O,597356428801
3085,4,0.46122,0.32448,0.13674,O,461689835142812072
3085,5,0.374946,0.340761,0.034185,E,679477619
3085,6,0.425413,0.357043,0.06837,O,17711801422027
3085,7,0.47588,0.373325,0.102555,O,74540808954493358803
3085,8,0.526346,0.389606,0.13674,O,643563125868285529211949593715
3085,9,0.576813,0.405888,0.170925,O,516281696718514211519111993927679454252546731
3085,10,0.62728,0.42217,0.20511,O,11730866514683195480919716324812149742645852668299344701757553682655
3085,11,0.677747,0.438452,0.239295,O,40178631413071319197387513284885824074477037516630147419704861537057484081687361602020424514779837466
3085,12,0.591473,0.454733,0.13674,E,200446081061893847137766352666612214653642424531516
3085,13,0.5052,0.471015,0.034185,E,14157898186591604640792702
3085,14,0.418926,0.487297,-0.06837,E,3762698258775
3085,15,0.469393,0.503578,-0.034185,O,7298760090220116708
3085,16,0.38312,0.51986,-0.13674,E,2701621751
3085,17,0.433586,0.536142,-0.102555,O,140422537372935
3085,18,0.484053,0.552423,-0.06837,O,1664007289303963825512
3085,19,0.39778,0.568705,-0.170925,E,40792245455
3085,20,0.448246,0.584987,-0.13674,O,8238846629379782
3085,21,0.361973,0.601268,-0.239295,E,90768092
3085,22,0.275699,0.61755,-0.341851,E,9527
3085,23,0.326166,0.633832,-0.307666,O,929895
3085,24,0.376633,0.650113,-0.273481,O,896707637
3085,25,0.427099,0.666395,-0.239296,O,26851979243401
3085,26,0.477566,0.682677,-0.205111,O,139143990469789795513
3085,27,0.528033,0.698958,-0.170926,O,1641332924288462218900770373760
3085,28,0.441759,0.71524,-0.273481,E,1281145161286753
3085,29,0.492226,0.731522,-0.239296,O,45856141726194076908907
3085,30,0.542693,0.747803,-0.205111,O,9819655830970344288961622121750690
3085,31,0.456419,0.764085,-0.307666,E,99094176574460440
3085,32,0.370146,0.780367,-0.410221,E,314792275
3085,33,0.420613,0.796649,-0.376036,O,5585166177304
3085,34,0.334339,0.81293,-0.478591,E,2363295
3085,35,0.384806,0.829212,-0.444406,O,3633096255
3085,36,0.435273,0.845494,-0.410221,O,218985498509397
3085,37,0.485739,0.861775,-0.376036,O,3240582142175564557625
3085,38,0.536206,0.878057,-0.341851,O,184473739543898127074726136258407
3085,39,0.586673,0.894339,-0.307666,O,2505542809294908188078777079745217277876822165121
3085,40,0.63714,0.91062,-0.273481,O,3966000285562443941177657149130186884077172407787151689286495335294729864
3085,41,0.550866,0.926902,-0.376036,E,1991481932020083365028805545693323075
3085,42,0.601333,0.943184,-0.341851,O,2810376827239382536902793891777558051948409441168451851
3085,43,0.6518,0.959465,-0.307666,O,4711365894705885764099953339828325217966089660820495527742097998688700700653786205
3085,44,0.702266,0.975747,-0.273481,O,323385282285197046620604676489866536776772256139099906337691142270678209303027408188586208743328867194780715285035141574134
3085,45,0.615993,0.957844,-0.341851,E,17982916400995613998951066392516822319905616292354315030799425
3085,46,0.66646,0.93994,-0.273481,O,76258838809983635634007633984019158572071712549071829981011836005356016327774845994733377394
3085,47,0.580186,0.922037,-0.341851,E,8732630692407851712792968467627887665931012924
3085,48,0.493913,0.904134,-0.410221,E,93448545694450760204619
3085,49,0.544379,0.88623,-0.341851,O,28566617550774860892910999195528416
3085,50,0.458106,0.868327,-0.410221,E,169016619155557779
3085,51,0.508573,0.850424,-0.341851,O,69485488550788699012156566
3085,52,0.422299,0.83252,-0.410221,E,8335795615943
3085,53,0.472766,0.814617,-0.341851,O,24066924000237419636
3085,54,0.386493,0.796714,-0.410221,E,4905805132
3085,55,0.300219,0.77881,-0.478591,E,70041
3085,56,0.350686,0.760907,-0.410221,O,18536532
3085,57,0.264411,0.743004,-0.478593,E,4305
3085,58,0.314878,0.7251,-0.410222,O,282461
3085,59,0.365344,0.707197,-0.341852,O,150119717
3085,60,0.415811,0.689293,-0.273482,O,1839317087586
3085,61,0.329538,0.67139,-0.341852,E,1356214
3085,62,0.243256,0.653487,-0.410231,E,1164
3151,0,0.258998,0.258998,0.0,,3151
3151,1,0.309332,0.275237,0.034095,O,176877
3151,2,0.359666,0.291476,0.06819,O,74388713
3151,3,0.41,0.307715,0.102286,O,641594404283
3151,4,0.460334,0.323954,0.136381,O,513914476266391333
3151,5,0.510668,0.340192,0.170476,O,368414128655600721668572473
3151,6,0.561003,0.356431,0.204571,O,7071383901825740666007597051085142304112
3151,7,0.474956,0.37267,0.102286,E,84091520986516474507
3151,8,0.52529,0.388909,0.136381,O,771131264950458369388167774135
3151,9,0.575624,0.405148,0.170476,O,677161826051664674681165134491934105979410057
3151,10,0.625958,0.421387,0.204571,O,17621330679284635089764789371566948080043255251087701303466447513367
3151,11,0.676292,0.437626,0.238666,O,73970414404943259071329892211016503078335199169910390118259225903773483353707265311677644322085472401
3151,12,0.726626,0.453865,0.272762,O,20118105331684738645456491227183042678454674164637439698970593487029695091969433188659011107564936225564203914610136204136152458907003254122730806276911
3151,13,0.77696,0.470104,0.306857,O,90236162250063981498625252980524198318000583067314999252123006879825206384952776770828253814545753134995905263630887696481028278614257265185712177047623244899901399566193089462641844698656115338536273111214058072855794468867981
3151,14,0.827295,0.486343,0.340952,O,27106342697829881856683412447198400159908379101498006011244920973302853245767841011261689822017224430504681627363121768585802744216000032103571374089397134101968116569125713101419321817663232717814799681984867820027729318411551521369832578470690016171548441654374614596119901368563736227579387814776849010054172028532018507290255731254534261
3151,15,0.877629,0.502581,0.375047,O,4462789339984458369349217433244999118794542676646214109824795596510841917996124292030176427054593080788779862826930539999353146096056634816451937224726747939909279293513140546310444709418234681222233120947067742387875491312492705122604749242612153975820672480967794704420031651692852753061990467214374353933296470402538105432317833260153140807491431848109767389928741453232143487051167131371133934418568338956389739664331215232758259075340828153845027902581431817981874849113965344975196072187306608611012528311
3151,16,0.927963,0.51882,0.409142,O,9427783060157546408491048269978176643757388674167953825959125918737445925783033281524641164683012710092137247171624595492252147664143723024909352005545909840771102983008000914511099210225208403497645489728326937663479288020013965732703636559573788898203890176812672167720245412206820700171322663924988769520149305950834330920440613679568319561983875944407272378329822191494374254019628011636827154385995891616321910065019250806472747330530746963492495631701273592903366362145293514321229345310989560397533711669147322557168651933746677913759892262482162954463602675315397284732927151039933110115651849797088483891075503186632883963171000694600258185038799645246584232779152153561808580041906734723816669757195484289379207571594289794301953217464022424226640079232504
3151,17,0.841916,0.500964,0.340952,E,97096771625824647746702918383832694412300937257537795781907621117045280669391781265050070862106203338044525049058945754591051071573149339782922087191752768409863352382237678022434733498212373956141292043019709104489894640394336902711244069028137092681147170897447047068083442493922430507102098756919401034266883824103713357066793974640989064340649117324673304464951128279923379554437
3151,18,0.89225,0.483108,0.409142,O,30255698615796917674758541714621775147809545277281938529360139226540571664630061640757516558182450886837167984120026339897789086042819000945996214826023579290402900639838345344609308285805678916758831987953547882339966498324570854335973221584302764465258396757379933565758723301145219202960919762560057615548726199230392641413807597878652535019910014242822197528356125993768302915114371893264589750436136195164070278835154157943988374217623864045638147338438377940977271760501981482755279484120674174340094344263032158058267065941941890159733379801506142441586959893057295892
3151,19,0.806203,0.465252,0.340952,E,173941652906360866496969114095470088001650960621842387201745834543305504265316409447201104448844410997637321681070575233387803993247396043700375716874213906885646375619368865084599366939419643589284166418236600512446183987341699233185244636265293742512020482379771384240515026990608466556
3151,20,0.720157,0.447395,0.272762,E,417063128202866749773926545637514570511401376939593583973584528765636989392680611959498442583567011526937357799760877244322961286658388769082967
3151,21,0.770491,0.429539,0.340952,O,269341140351607132370878542159091802583258843415897753349063471267337600458308387686903060788292592829134075155248757077695825494348032634069682237835196042615346933185369368055729614082686784224202720578704627957203
3151,22,0.820825,0.411683,0.409142,O,139782898548704823741275699492059524666070511855387986260637619128328663162192992167126036091894471233677035684620782541097323745648678200811218269771466903875302129813632235424053962536832233279355452855369886911302915113744486045614769706675226790173944726156625748002728044433891656046629109165145543223019737148530428452
3151,23,0.734778,0.393826,0.340952,E,373875512100892780229875481106055391945505337598714238266039652500675175881821709889868972550116564031455703594583553667961049467357262405003621133314675913110544
3151,24,0.648732,0.37597,0.272762,E,611453605845032841466193480002155281269764571829703902920130599011311582508223879
3151,25,0.699066,0.358114,0.340952,O,15119772816125548535862999437031126088745314562133685025440158007705799836738873231687733638178532983524766855699371658379
3151,26,0.7494,0.340257,0.409142,O,58791954533130548620051819273225011775599650137778994731867863666316791612299252612916244367565296881854169060288004258901844301761690248563923648034704982825043301585668450922864508
3151,27,0.663353,0.322401,0.340952,E,7667591181924773734242509871607105933191569778243361895608653614258932059147173667517475131
3151,28,0.713687,0.304545,0.409142,O,21231878676799988305311378311776321631384087691797712565322205005141695220434561753557273157566554106283926810632487286096029683034459976
3151,29,0.62764,0.286688,0.340952,E,145711628488600690353211700092120516093812661116673826688025721740076
3151,30,0.541594,0.268832,0.272762,E,12071107177413374716904844421113549
3151,31,0.591928,0.250976,0.340952,O,1326235531299527112464426614966981055486867519163588
3151,32,0.505881,0.23312,0.272762,E,36417516819513204042562032
3151,33,0.419834,0.215263,0.204571,E,6034692769272
3151,34,0.333788,0.197407,0.136381,E,2456561
3151,35,0.384122,0.179551,0.204571,O,3850271273
3151,36,0.434456,0.161694,0.272762,O,238911466200559
3151,37,0.48479,0.143838,0.340952,O,3692797476418922932522
3151,38,0.398743,0.125982,0.272762,E,60768392083
3151,39,0.449077,0.108125,0.340952,O,14980165717579536
3151,40,0.363031,0.090269,0.272762,E,122393487
3151,41,0.413365,0.072413,0.340952,O,1354058606917
3151,42,0.463699,0.054556,0.409142,O,1575637081611174916
3151,43,0.377652,0.0367,0.340952,E,1255243833
3151,44,0.427986,0.018844,0.409142,O,44472561519135
3151,45,0.47832,0.000988,0.477333,O,296577511508070401914
3151,46,0.392274,-0.016869,0.409142,E,17221425942
3151,47,0.306227,-0.034725,0.340952,E,131230
3151,48,0.220165,-0.052581,0.272747,E,362
3271,0,0.258374,0.258374,-0.0,,3271
3271,1,0.308475,0.274538,0.033938,O,187077
3271,2,0.358577,0.290702,0.067875,O,80915290
3271,3,0.272927,0.306866,-0.033938,E,8995
3271,4,0.323029,0.32303,-1e-06,O,853103
3271,5,0.373131,0.339194,0.033937,O,787956429
3271,6,0.423232,0.355357,0.067875,O,22118379484825
3271,7,0.473334,0.371521,0.101813,O,104023139614515502225
3271,8,0.523436,0.387685,0.13575,O,1060950046553567963526639854477
3271,9,0.573537,0.403849,0.169688,O,1092804322837145209496485279175271408818308185
3271,10,0.623639,0.420013,0.203626,O,36125478349264344176827762981547073956506099717866212721436927866280
3271,11,0.53799,0.436177,0.101813,E,6010447433366699379441465164766903
3271,12,0.588091,0.452341,0.13575,O,465972411869501288599585948005254008823253404900364
3271,13,0.502442,0.468505,0.033937,E,21586394137731787662856997
3271,14,0.552543,0.484669,0.067875,O,100292891771673154242300235535101593625
3271,15,0.602645,0.500833,0.101813,O,1004396591966073027502970888801314112605626037241212022839
3271,16,0.652747,0.516996,0.13575,O,31831554328169118799503706942641106596344694873717396548034514441278297754146911345923
3271,17,0.702848,0.53316,0.169688,O,179591909660000649060563199385884555819145293020210459311399297835572356986271983104901825835882085337232494605063530495637863057
3271,18,0.75295,0.549324,0.203626,O,2406745412660310951382432799808408089569540145346235033025591147461244079382098890728010942782144154010471801869519721204144680213676799071343673392125300335457795058244039593794960157719018723
3271,19,0.803052,0.565488,0.237564,O,3733749943682964294897399836621821149437903239086181497244477209614834381894180331548752383855207548798907281976766007711026088114099343851276318077158364195164486896896651160638786233298399976510758151841757972417152021098590526561874631411254331559551737157016372134032212655513536069972
3271,20,0.717402,0.581652,0.13575,E,1932291371321355431285557017426926860590879087536716417598363746102792306359087495776525607569568780071668434906758098107371005104054667952911470
3271,21,0.631753,0.597816,0.033937,E,1390068836900300931023467405834715312237972621143094347660908903010539526
3271,22,0.546104,0.61398,-0.067876,E,1179011805242127730843560793605142694
3271,23,0.460454,0.630144,-0.169689,E,1085823100344677567
3271,24,0.510556,0.646308,-0.135752,O,1131458463095743652800907346
3271,25,0.424907,0.662472,-0.237565,E,33637158962905
3271,26,0.475008,0.678635,-0.203627,O,195087283499144538183
3271,27,0.52511,0.694799,-0.169689,O,2724855284707661316786395773699
3271,28,0.575212,0.710963,-0.135752,O,4497955590234747855615324465836570743585884855
3271,29,0.625313,0.727127,-0.101814,O,301663485564574894214727723989858892224805016487655364870060666918479
3271,30,0.675415,0.743291,-0.067876,O,5239430901482280831121750848677439151486668624244827688649699829485143526971668758970535298983862236639
3271,31,0.725517,0.759455,-0.033938,O,11992954217069320499829345748466650376112060919911220999102671405095940080812029296042177954266780132519163014170581920699322531512199976054761029906178808
3271,32,0.639867,0.775619,-0.135752,E,109512347326999253302921332184573409791454844705763226266100756123124084064748
3271,33,0.554218,0.791783,-0.237565,E,330926498375393404069445542504921132969
3271,34,0.60432,0.807947,-0.203627,O,6020011431035138540741680369596860346354790503104141618649
3271,35,0.654421,0.824111,-0.169689,O,467085057348463439454335649586729524819347820483922421016234448800622621986375846936065
3271,36,0.704523,0.840274,-0.135752,O,10094712643394599829228991401067006850288229146406819481925216235296337149868477863563367825046955398390859088843477104386944620532
3271,37,0.618874,0.856438,-0.237565,E,100472447185258704781561673837431194728755633301127016023169401521
3271,38,0.668975,0.872602,-0.203627,O,31847142460726789999187087210103019086922752492458412735511853276392514043739855098119980788136969
3271,39,0.719077,0.888766,-0.169689,O,179723846911846929916195490184653040386528940130268366964306860038166553202218364802742880725330020281452312873864496948597000929084416504109741169
3271,40,0.769178,0.90493,-0.135752,O,2409398074095916875784601109538546621659797865914867278232097051530509953229671606372911126582396382423712265985630465242837912012175476585808061789860458919913474065893026635310044056505929374887906492889372510055920053
3271,41,0.81928,0.921094,-0.101814,O,118266797884221750938226773012600757460080202425995022875405328873504318269624481130767819266428458290201122351455714994365684065785883451726606410649824081460271080820933503406024156530431473425570742263670680078254857246781940777500098269547306333507381437993758713779132902962615567167271082668813961847105702543462060481508315
3271,42,0.869382,0.937258,-0.067876,O,40671880929260988876601474358651686912182526882557836590533021660699174193981607734109951256947056698020804792166673322042074663583167129498991627675127974636499138729758086926939948812933677447745446101963959948478062523452664804306834982955668968259360462523732623327913654611133528601462470128042706702585451906356384294686605238991025357271663112422633105053741946808183524265505587459048259421366083493587085983922897048314960602674161709420765543370855437827967909597039552486606718809459
3271,43,0.919483,0.953422,-0.033938,O,259382926657848008064046703356571391718844249507684227376704539395045892715161968993969683698428786662551773891060606925822030550246666143302082324926022756474406153571614131698198927088369391306779301778363031488623900436474919629185284214467890922328557824657642810245941751723363215957591151557192020825401158750181862081820217697917250457871484500949698140850701007876351387934154597025822719270283481002839332836792125822342371816794816281811777004483438793566396350931400998196908189120284791632080337752326721959589261170052777846372214380484141359048686283665671901803960639597311539500413296802599862965496629670628420006288463215625964133248674188581085769241048122767170399592861759367391057541589368224630547706120197585878429868
3271,44,0.833834,0.935648,-0.101814,E,16105369497712494521122723140275602866155608624541127071589643270568124453424468357306991318884637788980535475654748461223244317666278574316229160333878752025799345900902634994908957920630302586472259610868666715333921006845652010870107177950407240361490735777746269515583840874226360832244851662825021173936860981939458538843879460014584247976867789041141219976778708230
3271,45,0.748185,0.917874,-0.169689,E,126906932425744554047939232503063554249421322140263271187219665559649042056284425199405167383094971708661376993052608434256367169586425380589278486266926238046349723907519500170403464017
3271,46,0.798286,0.9001,-0.101814,O,45209324685708888083868538324349404016731912680477907950826497246214449662644124308193556696909751502193574813050186080354907471631449458215323530129091568530799199773183157650214671310880404950971338961548943216247770377849521128967666625250002175741085606130575310357121871176
3271,47,0.712637,0.882326,-0.169689,E,6723787971501546990454392255308339331084702799589917100723229541919861610069413794220710440545418746912962046425736964195959516689852354155
3271,48,0.762739,0.864552,-0.101814,O,17434962389448317305558263357254190738318544215010207105416757822498080272740096630622879025817030100811927655333483617059684297760049662012323139415321227975922962824066721887946917973614699728647646678334151
3271,49,0.81284,0.846779,-0.033938,O,2302138894478335160085058415550549575575964204938685828433985103796597345856033311121000532224279363431293931580215012766371809925250239604537874796888865787264013601672718691954258887178603289019509295356017491014462593737412688441211547654416218510023635316665328046174974432014422319786549955564735966493912327
3271,50,0.862942,0.829005,0.033937,O,3492989526430978223543107438561203978487391774542068731886796074530405820841199609347021997308389058366567763542525483895509525678397137006445332966094398691512794704791726958603078540812560877456719413970707856847460361501658456469488324723900532195085948118460207924994733070230146424058137266144422484623062322152169974461898706185454594836368237875754127857764686803775364733737025482664781799080564282394119511773806446578579280225171478295427633759806414527984725
3271,51,0.913044,0.811231,0.101813,O,6528237188748811140824510050403497925438632894317505123292005522119094511585549430138700504097691191695212973695458321252759555690720352408341359626431933101763183764936772134455677626305133729312096396278877789512016571331814234809198643871563657298637613212158407543644781341612281195162560201162255141157508580266262201490445323829041740920242717980156296440592850250744729865445402086986932296918500985885273492523850198859395638414236425838706191026038747538733299342846585598505478024200322453108470457561894327646981039553777509633071969385144396661994731264625392925827790593022184939977279333689624472675373961703339102817598357697603847716707685096469743384935155798197763263069642826805404674
3271,52,0.827394,0.793457,0.033937,E,2555041523879565277235393675730357785889411955602453364706956308016388668149681479294982430166334022726108603249178047731015741825683768083323964801339238839197895679378988518909835791141931013413541343601919373875716716623829638798327628600603873698970002091390276708199279218463729901345390660374234122949500135181396287387406975633542025144315625350
3271,53,0.741745,0.775683,-0.033938,E,50547418567910718552556031930749141553836647176532108580191430991863039446683037755598327928685679401631275019839967639700421429423158229960044807183994070886005142113960094914
3271,54,0.656096,0.757909,-0.101814,E,7109670777744263353040074530027052400084669547040250537173279352355131175539468677144790
3271,55,0.570446,0.740136,-0.169689,E,84318863712364289385503180577246001130109243
3271,56,0.620548,0.722362,-0.101814,O,774260525500556280331494346184382395202900261095785647812887680350
3271,57,0.534899,0.704588,-0.169689,E,879920749556774732346660598865300
3271,58,0.449249,0.686814,-0.237565,E,29663458152359355
3271,59,0.499351,0.66904,-0.169689,O,5108961962264943518758892
3271,60,0.413702,0.651266,-0.237565,E,2260301299000
3271,61,0.328052,0.633492,-0.30544,E,1503429
3271,62,0.378154,0.615719,-0.237565,O,1843420381
3271,63,0.428256,0.597945,-0.169689,O,79147386212495
3271,64,0.478357,0.580171,-0.101814,O,704133271147610868146
3271,65,0.392708,0.562397,-0.169689,E,26535509626
3271,66,0.307059,0.544623,-0.237565,E,162897
3271,67,0.35716,0.526849,-0.169689,O,65746044
3271,68,0.27151,0.509076,-0.237565,E,8108
3271,69,0.185847,0.491302,-0.305454,E,90
3431,0,0.257581,0.257581,-0.0,,3431
3431,1,0.307389,0.27365,0.033738,O,200969
3431,2,0.357196,0.289719,0.067477,O,90093530
3431,3,0.272048,0.305788,-0.03374,E,9491
3431,4,0.321856,0.321857,-1e-06,O,924629
3431,5,0.371664,0.337926,0.033737,O,889101341
3431,6,0.421472,0.353995,0.067476,O,26511048114937
3431,7,0.471279,0.370065,0.101215,O,136502418738017745216
3431,8,0.386132,0.386134,-1e-06,E,11683424957
3431,9,0.43594,0.402203,0.033737,O,1262860152840553
3431,10,0.485748,0.418272,0.067476,O,44877937581167187088755
3431,11,0.535556,0.434341,0.101215,O,9507127872473181236175705700700551
3431,12,0.585363,0.45041,0.134953,O,926987766813234364400360368810338034281832976600885
3431,13,0.635171,0.466479,0.168692,O,28223508754577748744285756257808879002281094115228101229454418330549939293638
3431,14,0.550024,0.482548,0.067476,E,167998537953690980162402457750822439609
3431,15,0.599832,0.498617,0.101215,O,2177500449297831848685944915133684844233183819985722495034
3431,16,0.514685,0.514686,-1e-06,E,46663695195492521653810514711
3431,17,0.564493,0.530755,0.033737,O,10080189346142365161475079594123508235548563
3431,18,0.6143,0.546824,0.067476,O,32003909595919823225137837012342431453451988591805170801918643681
3431,19,0.664108,0.562893,0.101215,O,5725383109109792968207072297948063949516001519629447246736018461903109750702377990123207713182813
3431,20,0.713916,0.578963,0.134953,O,13699566619693684227516974045545653869433313055052105477001743082788778544074436499577749971098009020004458053653424140332432015006499536229341457
3431,21,0.763724,0.595032,0.168692,O,50706104013917114554357305639677173526607409495500104961413306013572943748468989456591743729101788830276923873922109669065753625325730612577963446841616230989842276212343001172697753674498158055753934388123850064308980
3431,22,0.678577,0.611101,0.067476,E,7120821863655705476459786280137269190597406410093201301544513213264308038570810313042140104440196186926413233
3431,23,0.728384,0.62717,0.101215,O,19001819230881587241045204149577537891893083122497092217880727101823170218036466517322450968045983433763522430970747854128983887586959412368612600216172716129188693
3431,24,0.778192,0.643239,0.134953,O,82830974977347918092018491664447377754841081286634585294959855883155872074644733521618871624162263167236226649840476108583414726514126052946041544725315322245950848724987151959178383007766766733629662559858484213755647243282119253718151270649728
3431,25,0.693045,0.659308,0.033737,E,287803709109781832380705074484606716018158691242492335135767269233653581486236242467526552628647539291821393698020721567171
3431,26,0.742853,0.675377,0.067476,O,4882526172757321535626493999385512825401754145594536229672151696649196770190319826078264156229476831281118493152162226555844728930669603866414086599288709983843839726678569749778838257
3431,27,0.792661,0.691446,0.101215,O,341166884834286339362277957638874368862381559650338981959631339459617342287970770116373966889040710017202383096643538434675574896563759562007787334530344881990652142425645596629040995747046777774132378214875599335729476108825615410048943085019226476035398549419249067071703219
