n,parity,word2,T,T2,one_step,two_step,leftover,odd_odd
2002,even,EE,44,6,1,1,0,0
2003,odd,OE,89644,299,0,1,0,0
2004,even,EE,44,6,1,1,0,0
2005,odd,OE,89778,299,0,1,0,0
2006,even,EE,44,6,1,1,0,0
2007,odd,OE,89912,299,0,1,0,0
2008,even,EE,44,6,1,1,0,0
2009,odd,OO,90047,27021152,0,0,1,1
2010,even,EE,44,6,1,1,0,0
2011,odd,OO,90181,27081490,0,0,1,1
2012,even,EE,44,6,1,1,0,0
2013,odd,OE,90316,300,0,1,0,0
2014,even,EE,44,6,1,1,0,0
2015,odd,OE,90450,300,0,1,0,0
2016,even,EE,44,6,1,1,0,0
2017,odd,OO,90585,27263677,0,0,1,1
2018,even,EE,44,6,1,1,0,0
2019,odd,OE,90720,301,0,1,0,0
2020,even,EE,44,6,1,1,0,0
2021,odd,OO,90855,27385662,0,0,1,1
2022,even,EE,44,6,1,1,0,0
2023,odd,OE,90990,301,0,1,0,0
2024,even,EE,44,6,1,1,0,0
2025,odd,OO,91125,27507828,0,0,1,1
2026,even,EO,45,301,1,1,0,0
2027,odd,OE,91260,302,0,1,0,0
2028,even,EO,45,301,1,1,0,0
2029,odd,OO,91395,27630176,0,0,1,1
2030,even,EO,45,301,1,1,0,0
2031,odd,OE,91530,302,0,1,0,0
2032,even,EO,45,301,1,1,0,0
2033,odd,OO,91665,27752704,0,0,1,1
2034,even,EO,45,301,1,1,0,0
2035,odd,OE,91800,302,0,1,0,0
2036,even,EO,45,301,1,1,0,0
2037,odd,OE,91936,303,0,1,0,0
2038,even,EO,45,301,1,1,0,0
2039,odd,OO,92071,27937290,0,0,1,1
2040,even,EO,45,301,1,1,0,0
2041,odd,OO,92207,27999213,0,0,1,1
2042,even,EO,45,301,1,1,0,0
2043,odd,OE,92342,303,0,1,0,0
2044,even,EO,45,301,1,1,0,0
2045,odd,OE,92478,304,0,1,0,0
2046,even,EO,45,301,1,1,0,0
2047,odd,OE,92614,304,0,1,0,0
2048,even,EO,45,301,1,1,0,0
2049,odd,OO,92749,28246448,0,0,1,1
2050,even,EO,45,301,1,1,0,0
2051,odd,OO,92885,28308599,0,0,1,1
2052,even,EO,45,301,1,1,0,0
2053,odd,OO,93021,28370795,0,0,1,1
2054,even,EO,45,301,1,1,0,0
2055,odd,OO,93157,28433036,0,0,1,1
2056,even,EO,45,301,1,1,0,0
2057,odd,OO,93293,28495323,0,0,1,1
2058,even,EO,45,301,1,1,0,0
2059,odd,OO,93429,28557655,0,0,1,1
2060,even,EO,45,301,1,1,0,0
2061,odd,OO,93565,28620033,0,0,1,1
2062,even,EO,45,301,1,1,0,0
2063,odd,OO,93701,28682456,0,0,1,1
2064,even,EO,45,301,1,1,0,0
2065,odd,OE,93838,306,0,1,0,0
2066,even,EO,45,301,1,1,0,0
2067,odd,OE,93974,306,0,1,0,0
2068,even,EO,45,301,1,1,0,0
2069,odd,OO,94111,28870917,0,0,1,1
2070,even,EO,45,301,1,1,0,0
2071,odd,OO,94247,28933522,0,0,1,1
2072,even,EO,45,301,1,1,0,0
2073,odd,OE,94384,307,0,1,0,0
2074,even,EO,45,301,1,1,0,0
2075,odd,OE,94520,307,0,1,0,0
2076,even,EO,45,301,1,1,0,0
2077,odd,OO,94657,29122530,0,0,1,1
2078,even,EO,45,301,1,1,0,0
2079,odd,OE,94794,307,0,1,0,0
2080,even,EO,45,301,1,1,0,0
2081,odd,OO,94931,29249071,0,0,1,1
2082,even,EO,45,301,1,1,0,0
2083,odd,OO,95067,29311948,0,0,1,1
2084,even,EO,45,301,1,1,0,0
2085,odd,OE,95204,308,0,1,0,0
2086,even,EO,45,301,1,1,0,0
2087,odd,OO,95341,29438762,0,0,1,1
2088,even,EO,45,301,1,1,0,0
2089,odd,OE,95478,308,0,1,0,0
2090,even,EO,45,301,1,1,0,0
2091,odd,OE,95616,309,0,1,0,0
2092,even,EO,45,301,1,1,0,0
2093,odd,OO,95753,29629790,0,0,1,1
2094,even,EO,45,301,1,1,0,0
2095,odd,OE,95890,309,0,1,0,0
2096,even,EO,45,301,1,1,0,0
2097,odd,OO,96027,29757061,0,0,1,1
2098,even,EO,45,301,1,1,0,0
2099,odd,OO,96165,29821230,0,0,1,1
2100,even,EO,45,301,1,1,0,0
2101,odd,OE,96302,310,0,1,0,0
2102,even,EO,45,301,1,1,0,0
2103,odd,OE,96440,310,0,1,0,0
2104,even,EO,45,301,1,1,0,0
2105,odd,OO,96577,30013080,0,0,1,1
2106,even,EO,45,301,1,1,0,0
2107,odd,OO,96715,30077432,0,0,1,1
2108,even,EO,45,301,1,1,0,0
2109,odd,OO,96853,30141830,0,0,1,1
2110,even,EO,45,301,1,1,0,0
2111,odd,OO,96991,30206273,0,0,1,1
2112,even,EO,45,301,1,1,0,0
2113,odd,OO,97129,30270763,0,0,1,1
2114,even,EO,45,301,1,1,0,0
2115,odd,OO,97267,30335299,0,0,1,1
2116,even,EE,46,6,1,1,0,0
2117,odd,OO,97405,30399880,0,0,1,1
2118,even,EE,46,6,1,1,0,0
2119,odd,OO,97543,30464507,0,0,1,1
2120,even,EE,46,6,1,1,0,0
2121,odd,OO,97681,30529180,0,0,1,1
2122,even,EE,46,6,1,1,0,0
2123,odd,OO,97819,30593898,0,0,1,1
2124,even,EE,46,6,1,1,0,0
2125,odd,OO,97957,30658663,0,0,1,1
2126,even,EE,46,6,1,1,0,0
2127,odd,OO,98095,30723473,0,0,1,1
2128,even,EE,46,6,1,1,0,0
2129,odd,OE,98234,313,0,1,0,0
2130,even,EE,46,6,1,1,0,0
2131,odd,OE,98372,313,0,1,0,0
2132,even,EE,46,6,1,1,0,0
2133,odd,OO,98511,30919117,0,0,1,1
2134,even,EE,46,6,1,1,0,0
2135,odd,OO,98649,30984110,0,0,1,1
2136,even,EE,46,6,1,1,0,0
2137,odd,OE,98788,314,0,1,0,0
2138,even,EE,46,6,1,1,0,0
2139,odd,OO,98927,31115175,0,0,1,1
2140,even,EE,46,6,1,1,0,0
2141,odd,OE,99066,314,0,1,0,0
2142,even,EE,46,6,1,1,0,0
2143,odd,OE,99204,314,0,1,0,0
2144,even,EE,46,6,1,1,0,0
2145,odd,OO,99343,31311646,0,0,1,1
2146,even,EE,46,6,1,1,0,0
2147,odd,OE,99482,315,0,1,0,0
2148,even,EE,46,6,1,1,0,0
2149,odd,OO,99621,31443171,0,0,1,1
2150,even,EE,46,6,1,1,0,0
2151,odd,OE,99760,315,0,1,0,0
2152,even,EE,46,6,1,1,0,0
2153,odd,OE,99900,316,0,1,0,0
2154,even,EE,46,6,1,1,0,0
2155,odd,OO,100039,31641277,0,0,1,1
2156,even,EE,46,6,1,1,0,0
2157,odd,OE,100178,316,0,1,0,0
2158,even,EE,46,6,1,1,0,0
2159,odd,OE,100318,316,0,1,0,0
2160,even,EE,46,6,1,1,0,0
2161,odd,OO,100457,31839798,0,0,1,1
2162,even,EE,46,6,1,1,0,0
2163,odd,OE,100596,317,0,1,0,0
2164,even,EE,46,6,1,1,0,0
2165,odd,OE,100736,317,0,1,0,0
2166,even,EE,46,6,1,1,0,0
2167,odd,OE,100876,317,0,1,0,0
2168,even,EE,46,6,1,1,0,0
2169,odd,OO,101015,32105453,0,0,1,1
2170,even,EE,46,6,1,1,0,0
2171,odd,OO,101155,32172220,0,0,1,1
2172,even,EE,46,6,1,1,0,0
2173,odd,OO,101295,32239033,0,0,1,1
2174,even,EE,46,6,1,1,0,0
2175,odd,OO,101435,32305892,0,0,1,1
2176,even,EE,46,6,1,1,0,0
2177,odd,OO,101575,32372798,0,0,1,1
2178,even,EE,46,6,1,1,0,0
2179,odd,OO,101715,32439750,0,0,1,1
2180,even,EE,46,6,1,1,0,0
2181,odd,OO,101855,32506748,0,0,1,1
2182,even,EE,46,6,1,1,0,0
2183,odd,OO,101995,32573792,0,0,1,1
2184,even,EE,46,6,1,1,0,0
2185,odd,OO,102135,32640882,0,0,1,1
2186,even,EE,46,6,1,1,0,0
2187,odd,OO,102275,32708018,0,0,1,1
2188,even,EE,46,6,1,1,0,0
2189,odd,OE,102416,320,0,1,0,0
2190,even,EE,46,6,1,1,0,0
2191,odd,OE,102556,320,0,1,0,0
2192,even,EE,46,6,1,1,0,0
2193,odd,OO,102697,32910663,0,0,1,1
2194,even,EE,46,6,1,1,0,0
2195,odd,OO,102837,32977983,0,0,1,1
2196,even,EE,46,6,1,1,0,0
2197,odd,OE,102978,320,0,1,0,0
2198,even,EE,46,6,1,1,0,0
2199,odd,OE,103118,321,0,1,0,0
2200,even,EE,46,6,1,1,0,0
2201,odd,OO,103259,33181183,0,0,1,1
2202,even,EE,46,6,1,1,0,0
2203,odd,OE,103400,321,0,1,0,0
2204,even,EE,46,6,1,1,0,0
2205,odd,OO,103541,33317202,0,0,1,1
2206,even,EE,46,6,1,1,0,0
2207,odd,OE,103682,321,0,1,0,0
2208,even,EE,46,6,1,1,0,0
2209,odd,OO,103823,33453407,0,0,1,1
2210,even,EO,47,322,1,1,0,0
2211,odd,OE,103964,322,0,1,0,0
2212,even,EO,47,322,1,1,0,0
2213,odd,OO,104105,33589797,0,0,1,1
2214,even,EO,47,322,1,1,0,0
2215,odd,OE,104246,322,0,1,0,0
2216,even,EO,47,322,1,1,0,0
2217,odd,OO,104387,33726371,0,0,1,1
2218,even,EO,47,322,1,1,0,0
2219,odd,OE,104528,323,0,1,0,0
2220,even,EO,47,322,1,1,0,0
2221,odd,OE,104670,323,0,1,0,0
2222,even,EO,47,322,1,1,0,0
2223,odd,OO,104811,33932065,0,0,1,1
2224,even,EO,47,322,1,1,0,0
2225,odd,OO,104953,34001046,0,0,1,1
2226,even,EO,47,322,1,1,0,0
2227,odd,OE,105094,324,0,1,0,0
2228,even,EO,47,322,1,1,0,0
2229,odd,OE,105236,324,0,1,0,0
2230,even,EO,47,322,1,1,0,0
2231,odd,OO,105377,34207295,0,0,1,1
2232,even,EO,47,322,1,1,0,0
2233,odd,OO,105519,34276462,0,0,1,1
2234,even,EO,47,322,1,1,0,0
2235,odd,OO,105661,34345676,0,0,1,1
2236,even,EO,47,322,1,1,0,0
2237,odd,OO,105803,34414936,0,0,1,1
2238,even,EO,47,322,1,1,0,0
2239,odd,OO,105945,34484243,0,0,1,1
2240,even,EO,47,322,1,1,0,0
2241,odd,OO,106087,34553596,0,0,1,1
2242,even,EO,47,322,1,1,0,0
2243,odd,OO,106229,34622995,0,0,1,1
2244,even,EO,47,322,1,1,0,0
2245,odd,OO,106371,34692441,0,0,1,1
2246,even,EO,47,322,1,1,0,0
2247,odd,OO,106513,34761933,0,0,1,1
2248,even,EO,47,322,1,1,0,0
2249,odd,OO,106655,34831472,0,0,1,1
2250,even,EO,47,322,1,1,0,0
2251,odd,OE,106798,326,0,1,0,0
2252,even,EO,47,322,1,1,0,0
2253,odd,OE,106940,327,0,1,0,0
2254,even,EO,47,322,1,1,0,0
2255,odd,OE,107082,327,0,1,0,0
2256,even,EO,47,322,1,1,0,0
2257,odd,OO,107225,35111071,0,0,1,1
2258,even,EO,47,322,1,1,0,0
2259,odd,OO,107367,35180841,0,0,1,1
2260,even,EO,47,322,1,1,0,0
2261,odd,OE,107510,327,0,1,0,0
2262,even,EO,47,322,1,1,0,0
2263,odd,OO,107653,35321505,0,0,1,1
2264,even,EO,47,322,1,1,0,0
2265,odd,OO,107795,35391414,0,0,1,1
2266,even,EO,47,322,1,1,0,0
2267,odd,OE,107938,328,0,1,0,0
2268,even,EO,47,322,1,1,0,0
2269,odd,OO,108081,35532358,0,0,1,1
2270,even,EO,47,322,1,1,0,0
2271,odd,OE,108224,328,0,1,0,0
2272,even,EO,47,322,1,1,0,0
2273,odd,OO,108367,35673488,0,0,1,1
2274,even,EO,47,322,1,1,0,0
2275,odd,OE,108510,329,0,1,0,0
2276,even,EO,47,322,1,1,0,0
2277,odd,OO,108653,35814804,0,0,1,1
2278,even,EO,47,322,1,1,0,0
2279,odd,OE,108796,329,0,1,0,0
2280,even,EO,47,322,1,1,0,0
2281,odd,OE,108940,330,0,1,0,0
2282,even,EO,47,322,1,1,0,0
2283,odd,OO,109083,36027623,0,0,1,1
2284,even,EO,47,322,1,1,0,0
2285,odd,OE,109226,330,0,1,0,0
2286,even,EO,47,322,1,1,0,0
2287,odd,OE,109370,330,0,1,0,0
2288,even,EO,47,322,1,1,0,0
2289,odd,OO,109513,36240861,0,0,1,1
2290,even,EO,47,322,1,1,0,0
2291,odd,OO,109657,36312365,0,0,1,1
2292,even,EO,47,322,1,1,0,0
2293,odd,OE,109800,331,0,1,0,0
2294,even,EO,47,322,1,1,0,0
2295,odd,OE,109944,331,0,1,0,0
2296,even,EO,47,322,1,1,0,0
2297,odd,OE,110088,331,0,1,0,0
2298,even,EO,47,322,1,1,0,0
2299,odd,OE,110232,332,0,1,0,0
2300,even,EO,47,322,1,1,0,0
2301,odd,OE,110376,332,0,1,0,0
2302,even,EO,47,322,1,1,0,0
2303,odd,OE,110520,332,0,1,0,0
2304,even,EE,48,6,1,1,0,0
2305,odd,OE,110664,332,0,1,0,0
2306,even,EE,48,6,1,1,0,0
2307,odd,OE,110808,332,0,1,0,0
2308,even,EE,48,6,1,1,0,0
2309,odd,OE,110952,333,0,1,0,0
2310,even,EE,48,6,1,1,0,0
2311,odd,OE,111096,333,0,1,0,0
2312,even,EE,48,6,1,1,0,0
2313,odd,OE,111240,333,0,1,0,0
2314,even,EE,48,6,1,1,0,0
2315,odd,OE,111384,333,0,1,0,0
2316,even,EE,48,6,1,1,0,0
2317,odd,OO,111529,37246177,0,0,1,1
2318,even,EE,48,6,1,1,0,0
2319,odd,OO,111673,37318336,0,0,1,1
2320,even,EE,48,6,1,1,0,0
2321,odd,OE,111818,334,0,1,0,0
2322,even,EE,48,6,1,1,0,0
2323,odd,OE,111962,334,0,1,0,0
2324,even,EE,48,6,1,1,0,0
2325,odd,OO,112107,37536095,0,0,1,1
2326,even,EE,48,6,1,1,0,0
2327,odd,OE,112252,335,0,1,0,0
2328,even,EE,48,6,1,1,0,0
2329,odd,OE,112396,335,0,1,0,0
2330,even,EE,48,6,1,1,0,0
2331,odd,OO,112541,37754276,0,0,1,1
2332,even,EE,48,6,1,1,0,0
2333,odd,OE,112686,335,0,1,0,0
2334,even,EE,48,6,1,1,0,0
2335,odd,OO,112831,37900300,0,0,1,1
2336,even,EE,48,6,1,1,0,0
2337,odd,OE,112976,336,0,1,0,0
2338,even,EE,48,6,1,1,0,0
2339,odd,OO,113121,38046512,0,0,1,1
2340,even,EE,48,6,1,1,0,0
2341,odd,OE,113266,336,0,1,0,0
2342,even,EE,48,6,1,1,0,0
2343,odd,OO,113411,38192911,0,0,1,1
2344,even,EE,48,6,1,1,0,0
2345,odd,OO,113557,38266687,0,0,1,1
2346,even,EE,48,6,1,1,0,0
2347,odd,OE,113702,337,0,1,0,0
2348,even,EE,48,6,1,1,0,0
2349,odd,OO,113847,38413367,0,0,1,1
2350,even,EE,48,6,1,1,0,0
2351,odd,OO,113993,38487284,0,0,1,1
2352,even,EE,48,6,1,1,0,0
2353,odd,OE,114138,337,0,1,0,0
2354,even,EE,48,6,1,1,0,0
2355,odd,OE,114284,338,0,1,0,0
2356,even,EE,48,6,1,1,0,0
2357,odd,OO,114429,38708304,0,0,1,1
2358,even,EE,48,6,1,1,0,0
2359,odd,OO,114575,38782410,0,0,1,1
2360,even,EE,48,6,1,1,0,0
2361,odd,OO,114721,38856563,0,0,1,1
2362,even,EE,48,6,1,1,0,0
2363,odd,OO,114867,38930763,0,0,1,1
2364,even,EE,48,6,1,1,0,0
2365,odd,OE,115012,339,0,1,0,0
2366,even,EE,48,6,1,1,0,0
2367,odd,OE,115158,339,0,1,0,0
2368,even,EE,48,6,1,1,0,0
2369,odd,OE,115304,339,0,1,0,0
2370,even,EE,48,6,1,1,0,0
2371,odd,OE,115450,339,0,1,0,0
2372,even,EE,48,6,1,1,0,0
2373,odd,OO,115597,39302470,0,0,1,1
2374,even,EE,48,6,1,1,0,0
2375,odd,OO,115743,39376952,0,0,1,1
2376,even,EE,48,6,1,1,0,0
2377,odd,OO,115889,39451482,0,0,1,1
2378,even,EE,48,6,1,1,0,0
2379,odd,OO,116035,39526058,0,0,1,1
2380,even,EE,48,6,1,1,0,0
2381,odd,OE,116182,340,0,1,0,0
2382,even,EE,48,6,1,1,0,0
2383,odd,OE,116328,341,0,1,0,0
2384,even,EE,48,6,1,1,0,0
2385,odd,OE,116474,341,0,1,0,0
2386,even,EE,48,6,1,1,0,0
2387,odd,OO,116621,39825858,0,0,1,1
2388,even,EE,48,6,1,1,0,0
2389,odd,OE,116768,341,0,1,0,0
2390,even,EE,48,6,1,1,0,0
2391,odd,OE,116914,341,0,1,0,0
2392,even,EE,48,6,1,1,0,0
2393,odd,OO,117061,40051459,0,0,1,1
2394,even,EE,48,6,1,1,0,0
2395,odd,OE,117208,342,0,1,0,0
2396,even,EE,48,6,1,1,0,0
2397,odd,OO,117355,40202438,0,0,1,1
2398,even,EE,48,6,1,1,0,0
2399,odd,OE,117502,342,0,1,0,0
2400,even,EE,48,6,1,1,0,0
2401,odd,OO,117649,40353607,0,0,1,1
2402,even,EO,49,343,1,1,0,0
2403,odd,OE,117796,343,0,1,0,0
2404,even,EO,49,343,1,1,0,0
2405,odd,OO,117943,40504964,0,0,1,1
2406,even,EO,49,343,1,1,0,0
2407,odd,OE,118090,343,0,1,0,0
2408,even,EO,49,343,1,1,0,0
2409,odd,OO,118237,40656510,0,0,1,1
2410,even,EO,49,343,1,1,0,0
2411,odd,OE,118384,344,0,1,0,0
2412,even,EO,49,343,1,1,0,0
2413,odd,OE,118532,344,0,1,0,0
2414,even,EO,49,343,1,1,0,0
2415,odd,OO,118679,40884700,0,0,1,1
2416,even,EO,49,343,1,1,0,0
2417,odd,OE,118826,344,0,1,0,0
2418,even,EO,49,343,1,1,0,0
2419,odd,OE,118974,344,0,1,0,0
2420,even,EO,49,343,1,1,0,0
2421,odd,OE,119122,345,0,1,0,0
2422,even,EO,49,343,1,1,0,0
2423,odd,OO,119269,41189959,0,0,1,1
2424,even,EO,49,343,1,1,0,0
2425,odd,OO,119417,41266651,0,0,1,1
2426,even,EO,49,343,1,1,0,0
2427,odd,OO,119565,41343391,0,0,1,1
2428,even,EO,49,343,1,1,0,0
2429,odd,OE,119712,345,0,1,0,0
2430,even,EO,49,343,1,1,0,0
2431,odd,OE,119860,346,0,1,0,0
2432,even,EO,49,343,1,1,0,0
2433,odd,OE,120008,346,0,1,0,0
2434,even,EO,49,343,1,1,0,0
2435,odd,OE,120156,346,0,1,0,0
2436,even,EO,49,343,1,1,0,0
2437,odd,OE,120304,346,0,1,0,0
2438,even,EO,49,343,1,1,0,0
2439,odd,OO,120453,41804827,0,0,1,1
2440,even,EO,49,343,1,1,0,0
2441,odd,OO,120601,41881898,0,0,1,1
2442,even,EO,49,343,1,1,0,0
2443,odd,OO,120749,41959017,0,0,1,1
2444,even,EO,49,343,1,1,0,0
2445,odd,OO,120897,42036184,0,0,1,1
2446,even,EO,49,343,1,1,0,0
2447,odd,OE,121046,347,0,1,0,0
2448,even,EO,49,343,1,1,0,0
2449,odd,OE,121194,348,0,1,0,0
2450,even,EO,49,343,1,1,0,0
2451,odd,OO,121343,42269011,0,0,1,1
2452,even,EO,49,343,1,1,0,0
2453,odd,OO,121491,42346367,0,0,1,1
2454,even,EO,49,343,1,1,0,0
2455,odd,OE,121640,348,0,1,0,0
2456,even,EO,49,343,1,1,0,0
2457,odd,OE,121788,348,0,1,0,0
2458,even,EO,49,343,1,1,0,0
2459,odd,OO,121937,42579764,0,0,1,1
2460,even,EO,49,343,1,1,0,0
2461,odd,OE,122086,349,0,1,0,0
2462,even,EO,49,343,1,1,0,0
2463,odd,OO,122235,42735950,0,0,1,1
2464,even,EO,49,343,1,1,0,0
2465,odd,OE,122384,349,0,1,0,0
2466,even,EO,49,343,1,1,0,0
2467,odd,OO,122533,42892326,0,0,1,1
2468,even,EO,49,343,1,1,0,0
2469,odd,OE,122682,350,0,1,0,0
2470,even,EO,49,343,1,1,0,0
2471,odd,OO,122831,43048892,0,0,1,1
2472,even,EO,49,343,1,1,0,0
2473,odd,OE,122980,350,0,1,0,0
2474,even,EO,49,343,1,1,0,0
2475,odd,OO,123129,43205648,0,0,1,1
2476,even,EO,49,343,1,1,0,0
2477,odd,OE,123278,351,0,1,0,0
2478,even,EO,49,343,1,1,0,0
2479,odd,OE,123428,351,0,1,0,0
2480,even,EO,49,343,1,1,0,0
2481,odd,OO,123577,43441665,0,0,1,1
2482,even,EO,49,343,1,1,0,0
2483,odd,OO,123727,43520785,0,0,1,1
2484,even,EO,49,343,1,1,0,0
2485,odd,OE,123876,351,0,1,0,0
2486,even,EO,49,343,1,1,0,0
2487,odd,OE,124026,352,0,1,0,0
2488,even,EO,49,343,1,1,0,0
2489,odd,OO,124175,43757374,0,0,1,1
2490,even,EO,49,343,1,1,0,0
2491,odd,OO,124325,43836684,0,0,1,1
2492,even,EO,49,343,1,1,0,0
2493,odd,OO,124475,43916043,0,0,1,1
2494,even,EO,49,343,1,1,0,0
2495,odd,OO,124625,43995449,0,0,1,1
2496,even,EO,49,343,1,1,0,0
2497,odd,OO,124775,44074903,0,0,1,1
2498,even,EO,49,343,1,1,0,0
2499,odd,OO,124925,44154405,0,0,1,1
2500,even,EE,50,7,1,1,0,0
2501,odd,OO,125075,44233954,0,0,1,1
2502,even,EE,50,7,1,1,0,0
2503,odd,OO,125225,44313551,0,0,1,1
2504,even,EE,50,7,1,1,0,0
2505,odd,OO,125375,44393196,0,0,1,1
2506,even,EE,50,7,1,1,0,0
2507,odd,OO,125525,44472889,0,0,1,1
2508,even,EE,50,7,1,1,0,0
2509,odd,OO,125675,44552629,0,0,1,1
2510,even,EE,50,7,1,1,0,0
2511,odd,OO,125825,44632417,0,0,1,1
2512,even,EE,50,7,1,1,0,0
2513,odd,OE,125976,354,0,1,0,0
2514,even,EE,50,7,1,1,0,0
2515,odd,OE,126126,355,0,1,0,0
2516,even,EE,50,7,1,1,0,0
2517,odd,OO,126277,44873132,0,0,1,1
2518,even,EE,50,7,1,1,0,0
2519,odd,OO,126427,44953110,0,0,1,1
2520,even,EE,50,7,1,1,0,0
2521,odd,OE,126578,355,0,1,0,0
2522,even,EE,50,7,1,1,0,0
2523,odd,OE,126728,355,0,1,0,0
2524,even,EE,50,7,1,1,0,0
2525,odd,OO,126879,45194399,0,0,1,1
2526,even,EE,50,7,1,1,0,0
2527,odd,OE,127030,356,0,1,0,0
2528,even,EE,50,7,1,1,0,0
2529,odd,OO,127181,45355854,0,0,1,1
2530,even,EE,50,7,1,1,0,0
2531,odd,OE,127332,356,0,1,0,0
2532,even,EE,50,7,1,1,0,0
2533,odd,OO,127483,45517501,0,0,1,1
2534,even,EE,50,7,1,1,0,0
2535,odd,OE,127634,357,0,1,0,0
2536,even,EE,50,7,1,1,0,0
2537,odd,OO,127785,45679339,0,0,1,1
2538,even,EE,50,7,1,1,0,0
2539,odd,OE,127936,357,0,1,0,0
2540,even,EE,50,7,1,1,0,0
2541,odd,OO,128087,45841369,0,0,1,1
2542,even,EE,50,7,1,1,0,0
2543,odd,OE,128238,358,0,1,0,0
2544,even,EE,50,7,1,1,0,0
2545,odd,OE,128390,358,0,1,0,0
2546,even,EE,50,7,1,1,0,0
2547,odd,OO,128541,46085309,0,0,1,1
2548,even,EE,50,7,1,1,0,0
2549,odd,OE,128692,358,0,1,0,0
2550,even,EE,50,7,1,1,0,0
2551,odd,OE,128844,358,0,1,0,0
2552,even,EE,50,7,1,1,0,0
2553,odd,OO,128995,46329681,0,0,1,1
2554,even,EE,50,7,1,1,0,0
2555,odd,OO,129147,46411593,0,0,1,1
2556,even,EE,50,7,1,1,0,0
2557,odd,OO,129299,46493554,0,0,1,1
2558,even,EE,50,7,1,1,0,0
2559,odd,OO,129451,46575563,0,0,1,1
2560,even,EE,50,7,1,1,0,0
2561,odd,OE,129602,360,0,1,0,0
2562,even,EE,50,7,1,1,0,0
2563,odd,OE,129754,360,0,1,0,0
2564,even,EE,50,7,1,1,0,0
2565,odd,OE,129906,360,0,1,0,0
2566,even,EE,50,7,1,1,0,0
2567,odd,OE,130058,360,0,1,0,0
2568,even,EE,50,7,1,1,0,0
2569,odd,OE,130210,360,0,1,0,0
2570,even,EE,50,7,1,1,0,0
2571,odd,OE,130362,361,0,1,0,0
2572,even,EE,50,7,1,1,0,0
2573,odd,OE,130514,361,0,1,0,0
2574,even,EE,50,7,1,1,0,0
2575,odd,OE,130666,361,0,1,0,0
2576,even,EE,50,7,1,1,0,0
2577,odd,OO,130819,47315805,0,0,1,1
2578,even,EE,50,7,1,1,0,0
2579,odd,OO,130971,47398294,0,0,1,1
2580,even,EE,50,7,1,1,0,0
2581,odd,OO,131123,47480831,0,0,1,1
2582,even,EE,50,7,1,1,0,0
2583,odd,OE,131276,362,0,1,0,0
2584,even,EE,50,7,1,1,0,0
2585,odd,OE,131428,362,0,1,0,0
2586,even,EE,50,7,1,1,0,0
2587,odd,OO,131581,47729817,0,0,1,1
2588,even,EE,50,7,1,1,0,0
2589,odd,OE,131734,362,0,1,0,0
2590,even,EE,50,7,1,1,0,0
2591,odd,OE,131886,363,0,1,0,0
2592,even,EE,50,7,1,1,0,0
2593,odd,OO,132039,47979237,0,0,1,1
2594,even,EE,50,7,1,1,0,0
2595,odd,OE,132192,363,0,1,0,0
2596,even,EE,50,7,1,1,0,0
2597,odd,OO,132345,48146121,0,0,1,1
2598,even,EE,50,7,1,1,0,0
2599,odd,OE,132498,364,0,1,0,0
2600,even,EE,50,7,1,1,0,0
2601,odd,OO,132651,48313198,0,0,1,1
2602,even,EO,51,364,1,1,0,0
2603,odd,OE,132804,364,0,1,0,0
2604,even,EO,51,364,1,1,0,0
2605,odd,OO,132957,48480468,0,0,1,1
2606,even,EO,51,364,1,1,0,0
2607,odd,OE,133110,364,0,1,0,0
2608,even,EO,51,364,1,1,0,0
2609,odd,OO,133263,48647931,0,0,1,1
2610,even,EO,51,364,1,1,0,0
2611,odd,OE,133416,365,0,1,0,0
2612,even,EO,51,364,1,1,0,0
2613,odd,OE,133570,365,0,1,0,0
2614,even,EO,51,364,1,1,0,0
2615,odd,OO,133723,48900034,0,0,1,1
2616,even,EO,51,364,1,1,0,0
2617,odd,OE,133876,365,0,1,0,0
2618,even,EO,51,364,1,1,0,0
2619,odd,OE,134030,366,0,1,0,0
2620,even,EO,51,364,1,1,0,0
2621,odd,OO,134183,49152571,0,0,1,1
2622,even,EO,51,364,1,1,0,0
2623,odd,OO,134337,49237213,0,0,1,1
2624,even,EO,51,364,1,1,0,0
2625,odd,OO,134491,49321904,0,0,1,1
2626,even,EO,51,364,1,1,0,0
2627,odd,OE,134644,366,0,1,0,0
2628,even,EO,51,364,1,1,0,0
2629,odd,OE,134798,367,0,1,0,0
2630,even,EO,51,364,1,1,0,0
2631,odd,OE,134952,367,0,1,0,0
2632,even,EO,51,364,1,1,0,0
2633,odd,OE,135106,367,0,1,0,0
2634,even,EO,51,364,1,1,0,0
2635,odd,OE,135260,367,0,1,0,0
2636,even,EO,51,364,1,1,0,0
2637,odd,OE,135414,367,0,1,0,0
2638,even,EO,51,364,1,1,0,0
2639,odd,OE,135568,368,0,1,0,0
2640,even,EO,51,364,1,1,0,0
2641,odd,OE,135722,368,0,1,0,0
2642,even,EO,51,364,1,1,0,0
2643,odd,OE,135876,368,0,1,0,0
2644,even,EO,51,364,1,1,0,0
2645,odd,OO,136031,50171471,0,0,1,1
2646,even,EO,51,364,1,1,0,0
2647,odd,OO,136185,50256693,0,0,1,1
2648,even,EO,51,364,1,1,0,0
2649,odd,OO,136339,50341964,0,0,1,1
2650,even,EO,51,364,1,1,0,0
