k,n,word,o,peak,peak_position,peak_ratio,search_limit
54,2183,OOEOOOOEOOOOOOOOEOOOEOOOOOOOEOOOEEEOOOEEEEEEOEEOEEOOEE,34,19694,32,bits=19694,4000
