round,target,predecessor,branch,validation_status
7,32,1056,E,ok
7,32,1058,E,ok
7,32,1060,E,ok
7,32,1062,E,ok
7,32,1064,E,ok
7,32,1066,E,ok
7,32,1068,E,ok
7,32,1070,E,ok
7,32,1072,E,ok
7,32,1074,E,ok
7,32,1076,E,ok
7,32,1078,E,ok
7,32,1080,E,ok
7,32,1082,E,ok
7,32,1084,E,ok
7,32,1086,E,ok
7,32,1088,E,ok
7,34,1156,E,ok
7,34,1158,E,ok
7,34,1160,E,ok
7,34,1162,E,ok
7,34,1164,E,ok
7,34,1166,E,ok
7,34,1168,E,ok
7,34,1170,E,ok
7,34,1172,E,ok
7,34,1174,E,ok
7,34,1176,E,ok
7,34,1178,E,ok
7,34,1180,E,ok
7,34,1182,E,ok
7,34,1184,E,ok
7,34,1186,E,ok
7,34,1188,E,ok
7,34,1190,E,ok
7,34,1192,E,ok
7,34,1194,E,ok
7,34,1196,E,ok
7,34,1198,E,ok
7,34,1200,E,ok
7,34,1202,E,ok
7,34,1204,E,ok
7,34,1206,E,ok
7,34,1208,E,ok
7,34,1210,E,ok
7,34,1212,E,ok
7,34,1214,E,ok
7,34,1216,E,ok
7,34,1218,E,ok
7,34,1220,E,ok
7,34,1222,E,ok
7,34,1224,E,ok
7,3,10,E,ok
7,3,12,E,ok
7,3,14,E,ok
7,31,962,E,ok
7,31,964,E,ok
7,31,966,E,ok
7,31,968,E,ok
7,31,970,E,ok
7,31,972,E,ok
7,31,974,E,ok
7,31,976,E,ok
7,31,978,E,ok
7,31,980,E,ok
7,31,982,E,ok
7,31,984,E,ok
7,31,986,E,ok
7,31,988,E,ok
7,31,990,E,ok
7,31,992,E,ok
7,31,994,E,ok
7,31,996,E,ok
7,31,998,E,ok
7,31,1000,E,ok
7,31,1002,E,ok
7,31,1004,E,ok
7,31,1006,E,ok
7,31,1008,E,ok
7,31,1010,E,ok
7,31,1012,E,ok
7,31,1014,E,ok
7,31,1016,E,ok
7,31,1018,E,ok
7,31,1020,E,ok
7,31,1022,E,ok
7,47,2210,E,ok
7,47,2212,E,ok
7,47,2214,E,ok
7,47,2216,E,ok
7,47,2218,E,ok
7,47,2220,E,ok
7,47,2222,E,ok
7,47,2224,E,ok
7,47,2226,E,ok
7,47,2228,E,ok
7,47,2230,E,ok
7,47,2232,E,ok
7,47,2234,E,ok
7,47,2236,E,ok
7,47,2238,E,ok
7,47,2240,E,ok
7,47,2242,E,ok
7,47,2244,E,ok
7,47,2246,E,ok
7,47,2248,E,ok
7,47,2250,E,ok
7,47,2252,E,ok
7,47,2254,E,ok
7,47,2256,E,ok
7,47,2258,E,ok
7,47,2260,E,ok
7,47,2262,E,ok
7,47,2264,E,ok
7,47,2266,E,ok
7,47,2268,E,ok
7,47,2270,E,ok
7,47,2272,E,ok
7,47,2274,E,ok
7,47,2276,E,ok
7,47,2278,E,ok
7,47,2280,E,ok
7,47,2282,E,ok
7,47,2284,E,ok
7,47,2286,E,ok
7,47,2288,E,ok
7,47,2290,E,ok
7,47,2292,E,ok
7,47,2294,E,ok
7,47,2296,E,ok
7,47,2298,E,ok
7,47,2300,E,ok
7,47,2302,E,ok
8,189,33,O,ok
8,207,35,O,ok
8,756,83,O,ok
8,9,82,E,ok
8,9,84,E,ok
8,9,86,E,ok
8,9,88,E,ok
8,9,90,E,ok
8,9,92,E,ok
8,9,94,E,ok
8,9,96,E,ok
8,9,98,E,ok
8,702,79,O,ok
8,10,100,E,ok
8,10,102,E,ok
8,10,104,E,ok
8,10,106,E,ok
8,10,108,E,ok
8,10,110,E,ok
8,10,112,E,ok
8,10,114,E,ok
8,10,116,E,ok
8,10,118,E,ok
8,10,120,E,ok
8,12,144,E,ok
8,12,146,E,ok
8,12,148,E,ok
8,12,150,E,ok
8,12,152,E,ok
8,12,154,E,ok
8,12,156,E,ok
8,12,158,E,ok
8,12,160,E,ok
8,12,162,E,ok
8,12,164,E,ok
8,12,166,E,ok
8,12,168,E,ok
8,14,196,E,ok
8,14,198,E,ok
8,14,200,E,ok
8,14,202,E,ok
8,14,204,E,ok
8,14,206,E,ok
8,14,208,E,ok
8,14,210,E,ok
8,14,212,E,ok
8,14,214,E,ok
8,14,216,E,ok
8,14,218,E,ok
8,14,220,E,ok
8,14,222,E,ok
8,14,224,E,ok
8,2236,171,O,ok
9,33,1090,E,ok
9,33,1092,E,ok
9,33,1094,E,ok
9,33,1096,E,ok
9,33,1098,E,ok
9,33,1100,E,ok
9,33,1102,E,ok
9,33,1104,E,ok
9,33,1106,E,ok
9,33,1108,E,ok
9,33,1110,E,ok
9,33,1112,E,ok
9,33,1114,E,ok
9,33,1116,E,ok
9,33,1118,E,ok
9,33,1120,E,ok
9,33,1122,E,ok
9,33,1124,E,ok
9,33,1126,E,ok
9,33,1128,E,ok
9,33,1130,E,ok
9,33,1132,E,ok
9,33,1134,E,ok
9,33,1136,E,ok
9,33,1138,E,ok
9,33,1140,E,ok
9,33,1142,E,ok
9,33,1144,E,ok
9,33,1146,E,ok
9,33,1148,E,ok
9,33,1150,E,ok
9,33,1152,E,ok
9,33,1154,E,ok
9,35,1226,E,ok
9,35,1228,E,ok
9,35,1230,E,ok
9,35,1232,E,ok
9,35,1234,E,ok
9,35,1236,E,ok
9,35,1238,E,ok
9,35,1240,E,ok
9,35,1242,E,ok
9,35,1244,E,ok
9,35,1246,E,ok
9,35,1248,E,ok
9,35,1250,E,ok
9,35,1252,E,ok
9,35,1254,E,ok
9,35,1256,E,ok
9,35,1258,E,ok
9,35,1260,E,ok
9,35,1262,E,ok
9,35,1264,E,ok
9,35,1266,E,ok
9,35,1268,E,ok
9,35,1270,E,ok
9,35,1272,E,ok
9,35,1274,E,ok
9,35,1276,E,ok
9,35,1278,E,ok
9,35,1280,E,ok
9,35,1282,E,ok
9,35,1284,E,ok
9,35,1286,E,ok
9,35,1288,E,ok
9,35,1290,E,ok
9,35,1292,E,ok
9,35,1294,E,ok
9,82,19,O,ok
9,96,21,O,ok
9,110,23,O,ok
9,156,29,O,ok
10,1106,107,O,ok
10,19,362,E,ok
10,19,364,E,ok
10,19,366,E,ok
10,19,368,E,ok
10,19,370,E,ok
10,19,372,E,ok
10,19,374,E,ok
10,19,376,E,ok
10,19,378,E,ok
10,19,380,E,ok
10,19,382,E,ok
10,19,384,E,ok
10,19,386,E,ok
10,19,388,E,ok
10,19,390,E,ok
10,19,392,E,ok
10,19,394,E,ok
10,19,396,E,ok
10,19,398,E,ok
10,21,442,E,ok
10,21,444,E,ok
10,21,446,E,ok
10,21,448,E,ok
10,21,450,E,ok
10,21,452,E,ok
10,21,454,E,ok
10,21,456,E,ok
10,21,458,E,ok
10,21,460,E,ok
10,21,462,E,ok
10,21,464,E,ok
10,21,466,E,ok
10,21,468,E,ok
10,21,470,E,ok
10,21,472,E,ok
10,21,474,E,ok
10,21,476,E,ok
10,21,478,E,ok
10,21,480,E,ok
10,21,482,E,ok
10,23,530,E,ok
10,23,532,E,ok
10,23,534,E,ok
10,23,536,E,ok
10,23,538,E,ok
10,23,540,E,ok
10,23,542,E,ok
10,23,544,E,ok
10,23,546,E,ok
10,23,548,E,ok
10,23,550,E,ok
10,23,552,E,ok
10,23,554,E,ok
10,23,556,E,ok
10,23,558,E,ok
10,23,560,E,ok
10,23,562,E,ok
10,23,564,E,ok
10,23,566,E,ok
10,23,568,E,ok
10,23,570,E,ok
10,23,572,E,ok
10,23,574,E,ok
10,29,842,E,ok
10,29,844,E,ok
10,29,846,E,ok
10,29,848,E,ok
10,29,850,E,ok
10,29,852,E,ok
10,29,854,E,ok
10,29,856,E,ok
10,29,858,E,ok
10,29,860,E,ok
10,29,862,E,ok
10,29,864,E,ok
10,29,866,E,ok
10,29,868,E,ok
10,29,870,E,ok
10,29,872,E,ok
10,29,874,E,ok
10,29,876,E,ok
10,29,878,E,ok
10,29,880,E,ok
10,29,882,E,ok
10,29,884,E,ok
10,29,886,E,ok
10,29,888,E,ok
10,29,890,E,ok
10,29,892,E,ok
10,29,894,E,ok
10,29,896,E,ok
10,29,898,E,ok
11,364,51,O,ok
11,476,61,O,ok
11,548,67,O,ok
11,868,91,O,ok
11,896,93,O,ok
12,51,2602,E,ok
12,51,2604,E,ok
12,51,2606,E,ok
12,51,2608,E,ok
12,51,2610,E,ok
12,51,2612,E,ok
12,51,2614,E,ok
12,51,2616,E,ok
12,51,2618,E,ok
12,51,2620,E,ok
12,51,2622,E,ok
12,51,2624,E,ok
12,51,2626,E,ok
12,51,2628,E,ok
12,51,2630,E,ok
12,51,2632,E,ok
12,51,2634,E,ok
12,51,2636,E,ok
12,51,2638,E,ok
12,51,2640,E,ok
12,51,2642,E,ok
12,51,2644,E,ok
12,51,2646,E,ok
12,51,2648,E,ok
12,51,2650,E,ok
12,51,2652,E,ok
12,51,2654,E,ok
12,51,2656,E,ok
12,51,2658,E,ok
12,51,2660,E,ok
12,51,2662,E,ok
12,51,2664,E,ok
12,51,2666,E,ok
12,51,2668,E,ok
12,51,2670,E,ok
12,51,2672,E,ok
12,51,2674,E,ok
12,51,2676,E,ok
12,51,2678,E,ok
12,51,2680,E,ok
12,51,2682,E,ok
12,51,2684,E,ok
12,51,2686,E,ok
12,51,2688,E,ok
12,51,2690,E,ok
12,51,2692,E,ok
12,51,2694,E,ok
12,51,2696,E,ok
12,51,2698,E,ok
12,51,2700,E,ok
12,51,2702,E,ok
12,61,3722,E,ok
12,61,3724,E,ok
12,61,3726,E,ok
12,61,3728,E,ok
12,61,3730,E,ok
12,61,3732,E,ok
12,61,3734,E,ok
12,61,3736,E,ok
12,61,3738,E,ok
12,61,3740,E,ok
12,61,3742,E,ok
12,61,3744,E,ok
12,61,3746,E,ok
12,61,3748,E,ok
12,61,3750,E,ok
12,61,3752,E,ok
12,61,3754,E,ok
12,61,3756,E,ok
12,61,3758,E,ok
12,61,3760,E,ok
12,61,3762,E,ok
12,61,3764,E,ok
12,61,3766,E,ok
12,61,3768,E,ok
12,61,3770,E,ok
12,61,3772,E,ok
12,61,3774,E,ok
12,61,3776,E,ok
12,61,3778,E,ok
12,61,3780,E,ok
12,61,3782,E,ok
12,61,3784,E,ok
12,61,3786,E,ok
12,61,3788,E,ok
12,61,3790,E,ok
12,61,3792,E,ok
12,61,3794,E,ok
12,61,3796,E,ok
12,61,3798,E,ok
12,61,3800,E,ok
12,61,3802,E,ok
12,61,3804,E,ok
12,61,3806,E,ok
12,61,3808,E,ok
12,61,3810,E,ok
12,61,3812,E,ok
12,61,3814,E,ok
12,61,3816,E,ok
12,61,3818,E,ok
12,61,3820,E,ok
12,61,3822,E,ok
12,61,3824,E,ok
12,61,3826,E,ok
12,61,3828,E,ok
12,61,3830,E,ok
12,61,3832,E,ok
12,61,3834,E,ok
12,61,3836,E,ok
12,61,3838,E,ok
12,61,3840,E,ok
12,61,3842,E,ok
