n,target,a,b,r,peak,peak_position,beta_num,beta_den,validation_status
2479,351,1,1,2,123428,1,3,4,OK
2481,123577,1,0,1,123577,1,3,2,OK
2483,123727,1,0,1,123727,1,3,2,OK
2485,351,1,1,2,123876,1,3,4,OK
2487,1,1,5,6,124026,1,3,64,OK
2489,124175,1,0,1,124175,1,3,2,OK
2491,124325,1,0,1,124325,1,3,2,OK
2493,124475,1,0,1,124475,1,3,2,OK
2495,124625,1,0,1,124625,1,3,2,OK
2497,124775,1,0,1,124775,1,3,2,OK
2499,124925,1,0,1,124925,1,3,2,OK
2501,125075,1,0,1,125075,1,3,2,OK
2503,125225,1,0,1,125225,1,3,2,OK
2505,125375,1,0,1,125375,1,3,2,OK
2507,125525,1,0,1,125525,1,3,2,OK
2509,125675,1,0,1,125675,1,3,2,OK
2511,125825,1,0,1,125825,1,3,2,OK
2513,1,1,5,6,125976,1,3,64,OK
2515,355,1,1,2,126126,1,3,4,OK
2517,126277,1,0,1,126277,1,3,2,OK
2519,126427,1,0,1,126427,1,3,2,OK
2521,355,1,1,2,126578,1,3,4,OK
2523,355,1,1,2,126728,1,3,4,OK
2525,126879,1,0,1,126879,1,3,2,OK
2527,1,1,5,6,127030,1,3,64,OK
2529,127181,1,0,1,127181,1,3,2,OK
2531,1,1,5,6,127332,1,3,64,OK
2533,127483,1,0,1,127483,1,3,2,OK
2535,357,1,1,2,127634,1,3,4,OK
2537,127785,1,0,1,127785,1,3,2,OK
2539,357,1,1,2,127936,1,3,4,OK
2541,128087,1,0,1,128087,1,3,2,OK
2543,1,1,5,6,128238,1,3,64,OK
2545,1,1,5,6,128390,1,3,64,OK
2547,128541,1,0,1,128541,1,3,2,OK
2549,1,1,5,6,128692,1,3,64,OK
2551,1,1,5,6,128844,1,3,64,OK
2553,128995,1,0,1,128995,1,3,2,OK
2555,129147,1,0,1,129147,1,3,2,OK
2557,129299,1,0,1,129299,1,3,2,OK
2559,129451,1,0,1,129451,1,3,2,OK
2561,1,1,5,6,129602,1,3,64,OK
2563,1,1,5,6,129754,1,3,64,OK
2565,1,1,5,6,129906,1,3,64,OK
2567,1,1,5,6,130058,1,3,64,OK
2569,1,1,5,6,130210,1,3,64,OK
2571,361,1,1,2,130362,1,3,4,OK
2573,361,1,1,2,130514,1,3,4,OK
2575,361,1,1,2,130666,1,3,4,OK
2577,130819,1,0,1,130819,1,3,2,OK
2579,130971,1,0,1,130971,1,3,2,OK
2581,131123,1,0,1,131123,1,3,2,OK
2583,19,1,2,3,131276,1,3,8,OK
2585,19,1,2,3,131428,1,3,8,OK
2587,131581,1,0,1,131581,1,3,2,OK
2589,19,1,2,3,131734,1,3,8,OK
2591,363,1,1,2,131886,1,3,4,OK
2593,132039,1,0,1,132039,1,3,2,OK
2595,363,1,1,2,132192,1,3,4,OK
2597,132345,1,0,1,132345,1,3,2,OK
2599,19,1,2,3,132498,1,3,8,OK
2601,132651,1,0,1,132651,1,3,2,OK
2603,19,1,2,3,132804,1,3,8,OK
2605,132957,1,0,1,132957,1,3,2,OK
2607,19,1,2,3,133110,1,3,8,OK
2609,133263,1,0,1,133263,1,3,2,OK
2611,365,1,1,2,133416,1,3,4,OK
2613,365,1,1,2,133570,1,3,4,OK
2615,133723,1,0,1,133723,1,3,2,OK
2617,365,1,1,2,133876,1,3,4,OK
2619,19,1,2,3,134030,1,3,8,OK
2621,134183,1,0,1,134183,1,3,2,OK
2623,134337,1,0,1,134337,1,3,2,OK
2625,134491,1,0,1,134491,1,3,2,OK
2627,19,1,2,3,134644,1,3,8,OK
2629,367,1,1,2,134798,1,3,4,OK
2631,367,1,1,2,134952,1,3,4,OK
2633,367,1,1,2,135106,1,3,4,OK
2635,367,1,1,2,135260,1,3,4,OK
2637,367,1,1,2,135414,1,3,4,OK
2639,19,1,2,3,135568,1,3,8,OK
2641,19,1,2,3,135722,1,3,8,OK
2643,19,1,2,3,135876,1,3,8,OK
2645,136031,1,0,1,136031,1,3,2,OK
2647,136185,1,0,1,136185,1,3,2,OK
2649,136339,1,0,1,136339,1,3,2,OK
2651,369,1,1,2,136494,1,3,4,OK
2653,369,1,1,2,136648,1,3,4,OK
2655,136803,1,0,1,136803,1,3,2,OK
2657,136957,1,0,1,136957,1,3,2,OK
2659,19,1,2,3,137112,1,3,8,OK
2661,137267,1,0,1,137267,1,3,2,OK
2663,19,1,2,3,137422,1,3,8,OK
2665,19,1,2,3,137576,1,3,8,OK
2667,137731,1,0,1,137731,1,3,2,OK
2669,371,1,1,2,137886,1,3,4,OK
2671,138041,1,0,1,138041,1,3,2,OK
2673,371,1,1,2,138196,1,3,4,OK
2675,371,1,1,2,138352,1,3,4,OK
2677,138507,1,0,1,138507,1,3,2,OK
2679,19,1,2,3,138662,1,3,8,OK
2681,138817,1,0,1,138817,1,3,2,OK
2683,138973,1,0,1,138973,1,3,2,OK
2685,19,1,2,3,139128,1,3,8,OK
2687,373,1,1,2,139284,1,3,4,OK
2689,139439,1,0,1,139439,1,3,2,OK
2691,139595,1,0,1,139595,1,3,2,OK
2693,373,1,1,2,139750,1,3,4,OK
2695,19,1,2,3,139906,1,3,8,OK
2697,19,1,2,3,140062,1,3,8,OK
2699,19,1,2,3,140218,1,3,8,OK
2701,19,1,2,3,140374,1,3,8,OK
2703,19,1,2,3,140530,1,3,8,OK
2705,375,1,1,2,140686,1,3,4,OK
2707,375,1,1,2,140842,1,3,4,OK
2709,375,1,1,2,140998,1,3,4,OK
2711,375,1,1,2,141154,1,3,4,OK
2713,375,1,1,2,141310,1,3,4,OK
2715,19,1,2,3,141466,1,3,8,OK
2717,141623,1,0,1,141623,1,3,2,OK
2719,141779,1,0,1,141779,1,3,2,OK
2721,19,1,2,3,141936,1,3,8,OK
2723,19,1,2,3,142092,1,3,8,OK
2725,142249,1,0,1,142249,1,3,2,OK
2727,142405,1,0,1,142405,1,3,2,OK
2729,377,1,1,2,142562,1,3,4,OK
2731,142719,1,0,1,142719,1,3,2,OK
2733,377,1,1,2,142876,1,3,4,OK
2735,19,1,2,3,143032,1,3,8,OK
2737,143189,1,0,1,143189,1,3,2,OK
2739,19,1,2,3,143346,1,3,8,OK
2741,143503,1,0,1,143503,1,3,2,OK
2743,379,1,1,2,143660,1,3,4,OK
2745,379,1,1,2,143818,1,3,4,OK
2747,143975,1,0,1,143975,1,3,2,OK
2749,379,1,1,2,144132,1,3,4,OK
2751,144289,1,0,1,144289,1,3,2,OK
2753,144447,1,0,1,144447,1,3,2,OK
2755,19,1,2,3,144604,1,3,8,OK
2757,19,1,2,3,144762,1,3,8,OK
2759,144919,1,0,1,144919,1,3,2,OK
2761,145077,1,0,1,145077,1,3,2,OK
2763,145235,1,0,1,145235,1,3,2,OK
2765,381,1,1,2,145392,1,3,4,OK
2767,381,1,1,2,145550,1,3,4,OK
2769,381,1,1,2,145708,1,3,4,OK
2771,381,1,1,2,145866,1,3,4,OK
2773,19,1,2,3,146024,1,3,8,OK
2775,19,1,2,3,146182,1,3,8,OK
2777,19,1,2,3,146340,1,3,8,OK
2779,19,1,2,3,146498,1,3,8,OK
2781,19,1,2,3,146656,1,3,8,OK
2783,383,1,1,2,146814,1,3,4,OK
2785,146973,1,0,1,146973,1,3,2,OK
2787,147131,1,0,1,147131,1,3,2,OK
2789,147289,1,0,1,147289,1,3,2,OK
2791,383,1,1,2,147448,1,3,4,OK
2793,19,1,2,3,147606,1,3,8,OK
2795,147765,1,0,1,147765,1,3,2,OK
2797,19,1,2,3,147924,1,3,8,OK
2799,19,1,2,3,148082,1,3,8,OK
2801,148241,1,0,1,148241,1,3,2,OK
2803,385,1,1,2,148400,1,3,4,OK
2805,148559,1,0,1,148559,1,3,2,OK
2807,385,1,1,2,148718,1,3,4,OK
2809,148877,1,0,1,148877,1,3,2,OK
2811,19,1,2,3,149036,1,3,8,OK
2813,149195,1,0,1,149195,1,3,2,OK
2815,19,1,2,3,149354,1,3,8,OK
2817,149513,1,0,1,149513,1,3,2,OK
2819,19,1,2,3,149672,1,3,8,OK
2821,387,1,1,2,149832,1,3,4,OK
2823,149991,1,0,1,149991,1,3,2,OK
2825,387,1,1,2,150150,1,3,4,OK
2827,387,1,1,2,150310,1,3,4,OK
2829,150469,1,0,1,150469,1,3,2,OK
2831,150629,1,0,1,150629,1,3,2,OK
2833,150789,1,0,1,150789,1,3,2,OK
2835,19,1,2,3,150948,1,3,8,OK
2837,19,1,2,3,151108,1,3,8,OK
2839,19,1,2,3,151268,1,3,8,OK
2841,389,1,1,2,151428,1,3,4,OK
2843,389,1,1,2,151588,1,3,4,OK
2845,389,1,1,2,151748,1,3,4,OK
2847,389,1,1,2,151908,1,3,4,OK
2849,389,1,1,2,152068,1,3,4,OK
2851,19,1,2,3,152228,1,3,8,OK
2853,19,1,2,3,152388,1,3,8,OK
2855,19,1,2,3,152548,1,3,8,OK
2857,152709,1,0,1,152709,1,3,2,OK
2859,152869,1,0,1,152869,1,3,2,OK
2861,391,1,1,2,153030,1,3,4,OK
2863,391,1,1,2,153190,1,3,4,OK
2865,153351,1,0,1,153351,1,3,2,OK
2867,153511,1,0,1,153511,1,3,2,OK
2869,19,1,2,3,153672,1,3,8,OK
2871,153833,1,0,1,153833,1,3,2,OK
2873,153993,1,0,1,153993,1,3,2,OK
2875,19,1,2,3,154154,1,3,8,OK
2877,154315,1,0,1,154315,1,3,2,OK
2879,393,1,1,2,154476,1,3,4,OK
2881,154637,1,0,1,154637,1,3,2,OK
2883,393,1,1,2,154798,1,3,4,OK
2885,154959,1,0,1,154959,1,3,2,OK
2887,393,1,1,2,155120,1,3,4,OK
2889,19,1,2,3,155282,1,3,8,OK
2891,155443,1,0,1,155443,1,3,2,OK
2893,19,1,2,3,155604,1,3,8,OK
2895,19,1,2,3,155766,1,3,8,OK
2897,155927,1,0,1,155927,1,3,2,OK
2899,156089,1,0,1,156089,1,3,2,OK
2901,395,1,1,2,156250,1,3,4,OK
2903,395,1,1,2,156412,1,3,4,OK
2905,156573,1,0,1,156573,1,3,2,OK
2907,156735,1,0,1,156735,1,3,2,OK
2909,156897,1,0,1,156897,1,3,2,OK
2911,157059,1,0,1,157059,1,3,2,OK
2913,157221,1,0,1,157221,1,3,2,OK
2915,157383,1,0,1,157383,1,3,2,OK
2917,157545,1,0,1,157545,1,3,2,OK
2919,157707,1,0,1,157707,1,3,2,OK
2921,157869,1,0,1,157869,1,3,2,OK
2923,158031,1,0,1,158031,1,3,2,OK
2925,158193,1,0,1,158193,1,3,2,OK
2927,158355,1,0,1,158355,1,3,2,OK
2929,19,1,2,3,158518,1,3,8,OK
2931,19,1,2,3,158680,1,3,8,OK
2933,158843,1,0,1,158843,1,3,2,OK
2935,159005,1,0,1,159005,1,3,2,OK
2937,19,1,2,3,159168,1,3,8,OK
2939,399,1,1,2,159330,1,3,4,OK
2941,159493,1,0,1,159493,1,3,2,OK
2943,399,1,1,2,159656,1,3,4,OK
2945,399,1,1,2,159818,1,3,4,OK
2947,159981,1,0,1,159981,1,3,2,OK
2949,1,1,5,6,160144,1,3,64,OK
2951,160307,1,0,1,160307,1,3,2,OK
2953,1,1,5,6,160470,1,3,64,OK
2955,160633,1,0,1,160633,1,3,2,OK
2957,1,1,5,6,160796,1,3,64,OK
2959,160959,1,0,1,160959,1,3,2,OK
2961,161123,1,0,1,161123,1,3,2,OK
2963,401,1,1,2,161286,1,3,4,OK
2965,161449,1,0,1,161449,1,3,2,OK
2967,161613,1,0,1,161613,1,3,2,OK
2969,1,1,5,6,161776,1,3,64,OK
2971,161939,1,0,1,161939,1,3,2,OK
2973,162103,1,0,1,162103,1,3,2,OK
2975,162267,1,0,1,162267,1,3,2,OK
2977,403,1,1,2,162430,1,3,4,OK
2979,403,1,1,2,162594,1,3,4,OK
2981,403,1,1,2,162758,1,3,4,OK
2983,403,1,1,2,162922,1,3,4,OK
2985,163085,1,0,1,163085,1,3,2,OK
2987,163249,1,0,1,163249,1,3,2,OK
2989,163413,1,0,1,163413,1,3,2,OK
2991,163577,1,0,1,163577,1,3,2,OK
2993,163741,1,0,1,163741,1,3,2,OK
2995,1,1,5,6,163906,1,3,64,OK
2997,405,1,1,2,164070,1,3,4,OK
2999,405,1,1,2,164234,1,3,4,OK
3001,405,1,1,2,164398,1,3,4,OK
3003,164563,1,0,1,164563,1,3,2,OK
3005,164727,1,0,1,164727,1,3,2,OK
3007,1,1,5,6,164892,1,3,64,OK
3009,1,1,5,6,165056,1,3,64,OK
3011,165221,1,0,1,165221,1,3,2,OK
3013,165385,1,0,1,165385,1,3,2,OK
3015,1,1,5,6,165550,1,3,64,OK
3017,165715,1,0,1,165715,1,3,2,OK
3019,407,1,1,2,165880,1,3,4,OK
3021,166045,1,0,1,166045,1,3,2,OK
3023,407,1,1,2,166210,1,3,4,OK
3025,166375,1,0,1,166375,1,3,2,OK
3027,1,1,5,6,166540,1,3,64,OK
3029,166705,1,0,1,166705,1,3,2,OK
3031,1,1,5,6,166870,1,3,64,OK
3033,167035,1,0,1,167035,1,3,2,OK
3035,1,1,5,6,167200,1,3,64,OK
3037,167365,1,0,1,167365,1,3,2,OK
3039,167531,1,0,1,167531,1,3,2,OK
3041,409,1,1,2,167696,1,3,4,OK
3043,409,1,1,2,167862,1,3,4,OK
3045,168027,1,0,1,168027,1,3,2,OK
3047,168193,1,0,1,168193,1,3,2,OK
3049,1,1,5,6,168358,1,3,64,OK
3051,1,1,5,6,168524,1,3,64,OK
3053,1,1,5,6,168690,1,3,64,OK
3055,1,1,5,6,168856,1,3,64,OK
3057,169021,1,0,1,169021,1,3,2,OK
3059,169187,1,0,1,169187,1,3,2,OK
3061,169353,1,0,1,169353,1,3,2,OK
3063,169519,1,0,1,169519,1,3,2,OK
3065,169685,1,0,1,169685,1,3,2,OK
3067,169851,1,0,1,169851,1,3,2,OK
3069,1,1,5,6,170018,1,3,64,OK
3071,1,1,5,6,170184,1,3,64,OK
3073,1,1,5,6,170350,1,3,64,OK
3075,1,1,5,6,170516,1,3,64,OK
3077,170683,1,0,1,170683,1,3,2,OK
3079,170849,1,0,1,170849,1,3,2,OK
3081,413,1,1,2,171016,1,3,4,OK
3083,413,1,1,2,171182,1,3,4,OK
3085,171349,1,0,1,171349,1,3,2,OK
3087,1,1,5,6,171516,1,3,64,OK
3089,1,1,5,6,171682,1,3,64,OK
3091,171849,1,0,1,171849,1,3,2,OK
3093,1,1,5,6,172016,1,3,64,OK
3095,172183,1,0,1,172183,1,3,2,OK
3097,415,1,1,2,172350,1,3,4,OK
3099,172517,1,0,1,172517,1,3,2,OK
3101,415,1,1,2,172684,1,3,4,OK
3103,172851,1,0,1,172851,1,3,2,OK
3105,415,1,1,2,173018,1,3,4,OK
3107,173185,1,0,1,173185,1,3,2,OK
3109,1,1,5,6,173352,1,3,64,OK
3111,1,1,5,6,173520,1,3,64,OK
3113,173687,1,0,1,173687,1,3,2,OK
3115,1,1,5,6,173854,1,3,64,OK
3117,417,1,1,2,174022,1,3,4,OK
3119,174189,1,0,1,174189,1,3,2,OK
3121,174357,1,0,1,174357,1,3,2,OK
3123,174525,1,0,1,174525,1,3,2,OK
3125,417,1,1,2,174692,1,3,4,OK
3127,1,1,5,6,174860,1,3,64,OK
3129,1,1,5,6,175028,1,3,64,OK
3131,1,1,5,6,175196,1,3,64,OK
3133,1,1,5,6,175364,1,3,64,OK
3135,1,1,5,6,175532,1,3,64,OK
3137,419,1,1,2,175700,1,3,4,OK
3139,419,1,1,2,175868,1,3,4,OK
3141,419,1,1,2,176036,1,3,4,OK
3143,419,1,1,2,176204,1,3,4,OK
3145,419,1,1,2,176372,1,3,4,OK
3147,1,1,5,6,176540,1,3,64,OK
3149,176709,1,0,1,176709,1,3,2,OK
3151,176877,1,0,1,176877,1,3,2,OK
3153,177045,1,0,1,177045,1,3,2,OK
3155,1,1,5,6,177214,1,3,64,OK
3157,421,1,1,2,177382,1,3,4,OK
3159,177551,1,0,1,177551,1,3,2,OK
3161,421,1,1,2,177720,1,3,4,OK
3163,421,1,1,2,177888,1,3,4,OK
3165,178057,1,0,1,178057,1,3,2,OK
3167,1,1,5,6,178226,1,3,64,OK
3169,178395,1,0,1,178395,1,3,2,OK
3171,1,1,5,6,178564,1,3,64,OK
3173,178733,1,0,1,178733,1,3,2,OK
3175,1,1,5,6,178902,1,3,64,OK
3177,179071,1,0,1,179071,1,3,2,OK
3179,423,1,1,2,179240,1,3,4,OK
3181,179409,1,0,1,179409,1,3,2,OK
3183,423,1,1,2,179578,1,3,4,OK
3185,423,1,1,2,179748,1,3,4,OK
3187,179917,1,0,1,179917,1,3,2,OK
3189,1,1,5,6,180086,1,3,64,OK
3191,1,1,5,6,180256,1,3,64,OK
3193,180425,1,0,1,180425,1,3,2,OK
3195,180595,1,0,1,180595,1,3,2,OK
3197,425,1,1,2,180764,1,3,4,OK
3199,425,1,1,2,180934,1,3,4,OK
3201,425,1,1,2,181104,1,3,4,OK
3203,181273,1,0,1,181273,1,3,2,OK
3205,181443,1,0,1,181443,1,3,2,OK
3207,181613,1,0,1,181613,1,3,2,OK
3209,181783,1,0,1,181783,1,3,2,OK
3211,181953,1,0,1,181953,1,3,2,OK
3213,182123,1,0,1,182123,1,3,2,OK
3215,182293,1,0,1,182293,1,3,2,OK
3217,182463,1,0,1,182463,1,3,2,OK
3219,182633,1,0,1,182633,1,3,2,OK
3221,427,1,1,2,182804,1,3,4,OK
3223,427,1,1,2,182974,1,3,4,OK
3225,427,1,1,2,183144,1,3,4,OK
3227,183315,1,0,1,183315,1,3,2,OK
3229,183485,1,0,1,183485,1,3,2,OK
3231,1,1,5,6,183656,1,3,64,OK
3233,1,1,5,6,183826,1,3,64,OK
3235,183997,1,0,1,183997,1,3,2,OK
3237,184167,1,0,1,184167,1,3,2,OK
3239,429,1,1,2,184338,1,3,4,OK
3241,184509,1,0,1,184509,1,3,2,OK
3243,429,1,1,2,184680,1,3,4,OK
3245,184851,1,0,1,184851,1,3,2,OK
3247,1,1,5,6,185022,1,3,64,OK
3249,185193,1,0,1,185193,1,3,2,OK
3251,1,1,5,6,185364,1,3,64,OK
3253,185535,1,0,1,185535,1,3,2,OK
3255,1,1,5,6,185706,1,3,64,OK
3257,185877,1,0,1,185877,1,3,2,OK
3259,431,1,1,2,186048,1,3,4,OK
3261,186219,1,0,1,186219,1,3,2,OK
3263,186391,1,0,1,186391,1,3,2,OK
3265,431,1,1,2,186562,1,3,4,OK
3267,1,1,5,6,186734,1,3,64,OK
3269,186905,1,0,1,186905,1,3,2,OK
3271,187077,1,0,1,187077,1,3,2,OK
3273,1,1,5,6,187248,1,3,64,OK
3275,1,1,5,6,187420,1,3,64,OK
3277,433,1,1,2,187592,1,3,4,OK
3279,187763,1,0,1,187763,1,3,2,OK
3281,187935,1,0,1,187935,1,3,2,OK
3283,188107,1,0,1,188107,1,3,2,OK
3285,188279,1,0,1,188279,1,3,2,OK
3287,188451,1,0,1,188451,1,3,2,OK
3289,188623,1,0,1,188623,1,3,2,OK
3291,188795,1,0,1,188795,1,3,2,OK
3293,188967,1,0,1,188967,1,3,2,OK
3295,189139,1,0,1,189139,1,3,2,OK
3297,435,1,1,2,189312,1,3,4,OK
3299,435,1,1,2,189484,1,3,4,OK
3301,435,1,1,2,189656,1,3,4,OK
3303,189829,1,0,1,189829,1,3,2,OK
3305,190001,1,0,1,190001,1,3,2,OK
3307,1,1,5,6,190174,1,3,64,OK
3309,1,1,5,6,190346,1,3,64,OK
3311,190519,1,0,1,190519,1,3,2,OK
3313,190691,1,0,1,190691,1,3,2,OK
3315,1,1,5,6,190864,1,3,64,OK
3317,191037,1,0,1,191037,1,3,2,OK
3319,437,1,1,2,191210,1,3,4,OK
3321,437,1,1,2,191382,1,3,4,OK
3323,191555,1,0,1,191555,1,3,2,OK
3325,437,1,1,2,191728,1,3,4,OK
3327,191901,1,0,1,191901,1,3,2,OK
3329,1,1,5,6,192074,1,3,64,OK
3331,1,1,5,6,192248,1,3,64,OK
3333,192421,1,0,1,192421,1,3,2,OK
3335,1,1,5,6,192594,1,3,64,OK
3337,192767,1,0,1,192767,1,3,2,OK
3339,192941,1,0,1,192941,1,3,2,OK
3341,439,1,1,2,193114,1,3,4,OK
3343,193287,1,0,1,193287,1,3,2,OK
3345,193461,1,0,1,193461,1,3,2,OK
3347,1,1,5,6,193634,1,3,64,OK
3349,1,1,5,6,193808,1,3,64,OK
3351,1,1,5,6,193982,1,3,64,OK
3353,194155,1,0,1,194155,1,3,2,OK
3355,194329,1,0,1,194329,1,3,2,OK
3357,194503,1,0,1,194503,1,3,2,OK
3359,194677,1,0,1,194677,1,3,2,OK
3361,194851,1,0,1,194851,1,3,2,OK
3363,195025,1,0,1,195025,1,3,2,OK
3365,195199,1,0,1,195199,1,3,2,OK
3367,195373,1,0,1,195373,1,3,2,OK
3369,195547,1,0,1,195547,1,3,2,OK
3371,195721,1,0,1,195721,1,3,2,OK
3373,195895,1,0,1,195895,1,3,2,OK
3375,196069,1,0,1,196069,1,3,2,OK
3377,21,1,2,3,196244,1,3,8,OK
3379,443,1,1,2,196418,1,3,4,OK
3381,443,1,1,2,196592,1,3,4,OK
3383,196767,1,0,1,196767,1,3,2,OK
3385,196941,1,0,1,196941,1,3,2,OK
3387,443,1,1,2,197116,1,3,4,OK
3389,197291,1,0,1,197291,1,3,2,OK
3391,197465,1,0,1,197465,1,3,2,OK
3393,21,1,2,3,197640,1,3,8,OK
3395,197815,1,0,1,197815,1,3,2,OK
3397,21,1,2,3,197990,1,3,8,OK
3399,445,1,1,2,198164,1,3,4,OK
3401,198339,1,0,1,198339,1,3,2,OK
3403,445,1,1,2,198514,1,3,4,OK
3405,198689,1,0,1,198689,1,3,2,OK
3407,445,1,1,2,198864,1,3,4,OK
3409,21,1,2,3,199040,1,3,8,OK
3411,199215,1,0,1,199215,1,3,2,OK
3413,21,1,2,3,199390,1,3,8,OK
3415,199565,1,0,1,199565,1,3,2,OK
3417,199741,1,0,1,199741,1,3,2,OK
3419,447,1,1,2,199916,1,3,4,OK
3421,200091,1,0,1,200091,1,3,2,OK
3423,200267,1,0,1,200267,1,3,2,OK
3425,447,1,1,2,200442,1,3,4,OK
3427,447,1,1,2,200618,1,3,4,OK
3429,21,1,2,3,200794,1,3,8,OK
3431,200969,1,0,1,200969,1,3,2,OK
3433,201145,1,0,1,201145,1,3,2,OK
3435,201321,1,0,1,201321,1,3,2,OK
3437,201497,1,0,1,201497,1,3,2,OK
3439,201673,1,0,1,201673,1,3,2,OK
3441,201849,1,0,1,201849,1,3,2,OK
3443,202025,1,0,1,202025,1,3,2,OK
3445,202201,1,0,1,202201,1,3,2,OK
3447,202377,1,0,1,202377,1,3,2,OK
3449,202553,1,0,1,202553,1,3,2,OK
3451,202729,1,0,1,202729,1,3,2,OK
3453,202905,1,0,1,202905,1,3,2,OK
3455,21,1,2,3,203082,1,3,8,OK
3457,21,1,2,3,203258,1,3,8,OK
3459,203435,1,0,1,203435,1,3,2,OK
3461,203611,1,0,1,203611,1,3,2,OK
3463,451,1,1,2,203788,1,3,4,OK
3465,451,1,1,2,203964,1,3,4,OK
3467,204141,1,0,1,204141,1,3,2,OK
3469,204317,1,0,1,204317,1,3,2,OK
3471,21,1,2,3,204494,1,3,8,OK
3473,204671,1,0,1,204671,1,3,2,OK
3475,21,1,2,3,204848,1,3,8,OK
3477,205025,1,0,1,205025,1,3,2,OK
3479,21,1,2,3,205202,1,3,8,OK
3481,205379,1,0,1,205379,1,3,2,OK
3483,453,1,1,2,205556,1,3,4,OK
3485,205733,1,0,1,205733,1,3,2,OK
3487,453,1,1,2,205910,1,3,4,OK
3489,206087,1,0,1,206087,1,3,2,OK
3491,21,1,2,3,206264,1,3,8,OK
3493,206441,1,0,1,206441,1,3,2,OK
3495,206619,1,0,1,206619,1,3,2,OK
3497,21,1,2,3,206796,1,3,8,OK
3499,21,1,2,3,206974,1,3,8,OK
3501,207151,1,0,1,207151,1,3,2,OK
3503,207329,1,0,1,207329,1,3,2,OK
3505,455,1,1,2,207506,1,3,4,OK
3507,455,1,1,2,207684,1,3,4,OK
3509,207861,1,0,1,207861,1,3,2,OK
3511,208039,1,0,1,208039,1,3,2,OK
3513,208217,1,0,1,208217,1,3,2,OK
3515,208395,1,0,1,208395,1,3,2,OK
3517,208573,1,0,1,208573,1,3,2,OK
3519,208751,1,0,1,208751,1,3,2,OK
3521,208929,1,0,1,208929,1,3,2,OK
3523,209107,1,0,1,209107,1,3,2,OK
3525,209285,1,0,1,209285,1,3,2,OK
3527,209463,1,0,1,209463,1,3,2,OK
3529,209641,1,0,1,209641,1,3,2,OK
3531,209819,1,0,1,209819,1,3,2,OK
3533,21,1,2,3,209998,1,3,8,OK
3535,21,1,2,3,210176,1,3,8,OK
3537,21,1,2,3,210354,1,3,8,OK
3539,210533,1,0,1,210533,1,3,2,OK
3541,210711,1,0,1,210711,1,3,2,OK
3543,459,1,1,2,210890,1,3,4,OK
3545,459,1,1,2,211068,1,3,4,OK
3547,211247,1,0,1,211247,1,3,2,OK
3549,459,1,1,2,211426,1,3,4,OK
3551,211605,1,0,1,211605,1,3,2,OK
3553,211783,1,0,1,211783,1,3,2,OK
3555,21,1,2,3,211962,1,3,8,OK
3557,212141,1,0,1,212141,1,3,2,OK
3559,21,1,2,3,212320,1,3,8,OK
3561,212499,1,0,1,212499,1,3,2,OK
3563,461,1,1,2,212678,1,3,4,OK
3565,212857,1,0,1,212857,1,3,2,OK
3567,461,1,1,2,213036,1,3,4,OK
3569,461,1,1,2,213216,1,3,4,OK
3571,213395,1,0,1,213395,1,3,2,OK
3573,21,1,2,3,213574,1,3,8,OK
3575,213753,1,0,1,213753,1,3,2,OK
3577,213933,1,0,1,213933,1,3,2,OK
3579,21,1,2,3,214112,1,3,8,OK
3581,21,1,2,3,214292,1,3,8,OK
3583,214471,1,0,1,214471,1,3,2,OK
3585,214651,1,0,1,214651,1,3,2,OK
3587,214831,1,0,1,214831,1,3,2,OK
3589,463,1,1,2,215010,1,3,4,OK
3591,463,1,1,2,215190,1,3,4,OK
3593,21,1,2,3,215370,1,3,8,OK
3595,21,1,2,3,215550,1,3,8,OK
3597,21,1,2,3,215730,1,3,8,OK
3599,21,1,2,3,215910,1,3,8,OK
3601,21,1,2,3,216090,1,3,8,OK
3603,465,1,1,2,216270,1,3,4,OK
3605,465,1,1,2,216450,1,3,4,OK
3607,465,1,1,2,216630,1,3,4,OK
3609,465,1,1,2,216810,1,3,4,OK
3611,465,1,1,2,216990,1,3,4,OK
3613,217171,1,0,1,217171,1,3,2,OK
3615,217351,1,0,1,217351,1,3,2,OK
3617,217531,1,0,1,217531,1,3,2,OK
3619,21,1,2,3,217712,1,3,8,OK
3621,21,1,2,3,217892,1,3,8,OK
3623,218073,1,0,1,218073,1,3,2,OK
3625,218253,1,0,1,218253,1,3,2,OK
3627,467,1,1,2,218434,1,3,4,OK
3629,218615,1,0,1,218615,1,3,2,OK
3631,218795,1,0,1,218795,1,3,2,OK
3633,467,1,1,2,218976,1,3,4,OK
3635,219157,1,0,1,219157,1,3,2,OK
3637,21,1,2,3,219338,1,3,8,OK
3639,219519,1,0,1,219519,1,3,2,OK
3641,21,1,2,3,219700,1,3,8,OK
3643,219881,1,0,1,219881,1,3,2,OK
3645,469,1,1,2,220062,1,3,4,OK
3647,220243,1,0,1,220243,1,3,2,OK
3649,469,1,1,2,220424,1,3,4,OK
3651,469,1,1,2,220606,1,3,4,OK
3653,220787,1,0,1,220787,1,3,2,OK
3655,21,1,2,3,220968,1,3,8,OK
3657,21,1,2,3,221150,1,3,8,OK
3659,221331,1,0,1,221331,1,3,2,OK
3661,221513,1,0,1,221513,1,3,2,OK
3663,21,1,2,3,221694,1,3,8,OK
3665,471,1,1,2,221876,1,3,4,OK
