root,parent,child,inverse_letter,even_remainder,child_minus_parent,mod3_class,depth,validation_status
3683,3683,13571854,E,7365,13568171,2,1,ok
3684,3684,13571856,E,0,13568172,0,1,ok
3684,3684,13579224,E,7368,13575540,0,1,ok
3685,3685,13579226,E,1,13575541,1,1,ok
3685,3685,13586594,E,7369,13582909,1,1,ok
3686,3686,13586596,E,0,13582910,2,1,ok
3686,3686,13593968,E,7372,13590282,2,1,ok
3687,3687,13593970,E,1,13590283,0,1,ok
3687,3687,13601342,E,7373,13597655,0,1,ok
3688,3688,13601344,E,0,13597656,1,1,ok
3688,3688,13608720,E,7376,13605032,1,1,ok
3689,3689,13608722,E,1,13605033,2,1,ok
3689,3689,13616098,E,7377,13612409,2,1,ok
3690,3690,13616100,E,0,13612410,0,1,ok
3690,3690,13623480,E,7380,13619790,0,1,ok
3691,3691,13623482,E,1,13619791,1,1,ok
3691,3691,13630862,E,7381,13627171,1,1,ok
3692,3692,13630864,E,0,13627172,2,1,ok
3692,3692,13638248,E,7384,13634556,2,1,ok
3693,3693,13638250,E,1,13634557,0,1,ok
3693,3693,13645634,E,7385,13641941,0,1,ok
3694,3694,13645636,E,0,13641942,1,1,ok
3694,3694,13653024,E,7388,13649330,1,1,ok
3694,3694,239,O,,-3455,1,1,ok
3695,3695,13653026,E,1,13649331,2,1,ok
3695,3695,13660414,E,7389,13656719,2,1,ok
3696,3696,13660416,E,0,13656720,0,1,ok
3696,3696,13667808,E,7392,13664112,0,1,ok
3697,3697,13667810,E,1,13664113,1,1,ok
3697,3697,13675202,E,7393,13671505,1,1,ok
3698,3698,13675204,E,0,13671506,2,1,ok
3698,3698,13682600,E,7396,13678902,2,1,ok
3699,3699,13682602,E,1,13678903,0,1,ok
3699,3699,13689998,E,7397,13686299,0,1,ok
3700,3700,13690000,E,0,13686300,1,1,ok
3700,3700,13697400,E,7400,13693700,1,1,ok
3701,3701,13697402,E,1,13693701,2,1,ok
3701,3701,13704802,E,7401,13701101,2,1,ok
3702,3702,13704804,E,0,13701102,0,1,ok
3702,3702,13712208,E,7404,13708506,0,1,ok
3703,3703,13712210,E,1,13708507,1,1,ok
3703,3703,13719614,E,7405,13715911,1,1,ok
3704,3704,13719616,E,0,13715912,2,1,ok
3704,3704,13727024,E,7408,13723320,2,1,ok
3705,3705,13727026,E,1,13723321,0,1,ok
3705,3705,13734434,E,7409,13730729,0,1,ok
3706,3706,13734436,E,0,13730730,1,1,ok
3706,3706,13741848,E,7412,13738142,1,1,ok
3707,3707,13741850,E,1,13738143,2,1,ok
3707,3707,13749262,E,7413,13745555,2,1,ok
3708,3708,13749264,E,0,13745556,0,1,ok
3708,3708,13756680,E,7416,13752972,0,1,ok
3709,3709,13756682,E,1,13752973,1,1,ok
3709,3709,13764098,E,7417,13760389,1,1,ok
3710,3710,13764100,E,0,13760390,2,1,ok
3710,3710,13771520,E,7420,13767810,2,1,ok
3711,3711,13771522,E,1,13767811,0,1,ok
3711,3711,13778942,E,7421,13775231,0,1,ok
3712,3712,13778944,E,0,13775232,1,1,ok
3712,3712,13786368,E,7424,13782656,1,1,ok
3713,3713,13786370,E,1,13782657,2,1,ok
3713,3713,13793794,E,7425,13790081,2,1,ok
3714,3714,13793796,E,0,13790082,0,1,ok
3714,3714,13801224,E,7428,13797510,0,1,ok
3715,3715,13801226,E,1,13797511,1,1,ok
3715,3715,13808654,E,7429,13804939,1,1,ok
3716,3716,13808656,E,0,13804940,2,1,ok
3716,3716,13816088,E,7432,13812372,2,1,ok
3717,3717,13816090,E,1,13812373,0,1,ok
3717,3717,13823522,E,7433,13819805,0,1,ok
3718,3718,13823524,E,0,13819806,1,1,ok
3718,3718,13830960,E,7436,13827242,1,1,ok
3719,3719,13830962,E,1,13827243,2,1,ok
3719,3719,13838398,E,7437,13834679,2,1,ok
3720,3720,13838400,E,0,13834680,0,1,ok
3720,3720,13845840,E,7440,13842120,0,1,ok
3721,3721,13845842,E,1,13842121,1,1,ok
3721,3721,13853282,E,7441,13849561,1,1,ok
3722,3722,13853284,E,0,13849562,2,1,ok
3722,3722,13860728,E,7444,13857006,2,1,ok
3723,3723,13860730,E,1,13857007,0,1,ok
3723,3723,13868174,E,7445,13864451,0,1,ok
3724,3724,13868176,E,0,13864452,1,1,ok
3724,3724,13875624,E,7448,13871900,1,1,ok
3725,3725,13875626,E,1,13871901,2,1,ok
3725,3725,13883074,E,7449,13879349,2,1,ok
3726,3726,13883076,E,0,13879350,0,1,ok
3726,3726,13890528,E,7452,13886802,0,1,ok
3727,3727,13890530,E,1,13886803,1,1,ok
3727,3727,13897982,E,7453,13894255,1,1,ok
3728,3728,13897984,E,0,13894256,2,1,ok
3728,3728,13905440,E,7456,13901712,2,1,ok
3729,3729,13905442,E,1,13901713,0,1,ok
3729,3729,13912898,E,7457,13909169,0,1,ok
3730,3730,13912900,E,0,13909170,1,1,ok
3730,3730,13920360,E,7460,13916630,1,1,ok
3731,3731,13920362,E,1,13916631,2,1,ok
3731,3731,13927822,E,7461,13924091,2,1,ok
3732,3732,13927824,E,0,13924092,0,1,ok
3732,3732,13935288,E,7464,13931556,0,1,ok
3733,3733,13935290,E,1,13931557,1,1,ok
3733,3733,13942754,E,7465,13939021,1,1,ok
3734,3734,13942756,E,0,13939022,2,1,ok
3734,3734,13950224,E,7468,13946490,2,1,ok
3735,3735,13950226,E,1,13946491,0,1,ok
3735,3735,13957694,E,7469,13953959,0,1,ok
3736,3736,13957696,E,0,13953960,1,1,ok
3736,3736,13965168,E,7472,13961432,1,1,ok
3737,3737,13965170,E,1,13961433,2,1,ok
3737,3737,13972642,E,7473,13968905,2,1,ok
3738,3738,13972644,E,0,13968906,0,1,ok
3738,3738,13980120,E,7476,13976382,0,1,ok
3739,3739,13980122,E,1,13976383,1,1,ok
3739,3739,13987598,E,7477,13983859,1,1,ok
3740,3740,13987600,E,0,13983860,2,1,ok
3740,3740,13995080,E,7480,13991340,2,1,ok
3741,3741,13995082,E,1,13991341,0,1,ok
3741,3741,14002562,E,7481,13998821,0,1,ok
3741,3741,241,O,,-3500,0,1,ok
3742,3742,14002564,E,0,13998822,1,1,ok
3742,3742,14010048,E,7484,14006306,1,1,ok
3743,3743,14010050,E,1,14006307,2,1,ok
3743,3743,14017534,E,7485,14013791,2,1,ok
3744,3744,14017536,E,0,14013792,0,1,ok
3744,3744,14025024,E,7488,14021280,0,1,ok
3745,3745,14025026,E,1,14021281,1,1,ok
3745,3745,14032514,E,7489,14028769,1,1,ok
3746,3746,14032516,E,0,14028770,2,1,ok
3746,3746,14040008,E,7492,14036262,2,1,ok
3747,3747,14040010,E,1,14036263,0,1,ok
3747,3747,14047502,E,7493,14043755,0,1,ok
3748,3748,14047504,E,0,14043756,1,1,ok
3748,3748,14055000,E,7496,14051252,1,1,ok
3749,3749,14055002,E,1,14051253,2,1,ok
3749,3749,14062498,E,7497,14058749,2,1,ok
3750,3750,14062500,E,0,14058750,0,1,ok
3750,3750,14070000,E,7500,14066250,0,1,ok
3751,3751,14070002,E,1,14066251,1,1,ok
3751,3751,14077502,E,7501,14073751,1,1,ok
3752,3752,14077504,E,0,14073752,2,1,ok
3752,3752,14085008,E,7504,14081256,2,1,ok
3753,3753,14085010,E,1,14081257,0,1,ok
3753,3753,14092514,E,7505,14088761,0,1,ok
3754,3754,14092516,E,0,14088762,1,1,ok
3754,3754,14100024,E,7508,14096270,1,1,ok
3755,3755,14100026,E,1,14096271,2,1,ok
3755,3755,14107534,E,7509,14103779,2,1,ok
3756,3756,14107536,E,0,14103780,0,1,ok
3756,3756,14115048,E,7512,14111292,0,1,ok
3757,3757,14115050,E,1,14111293,1,1,ok
3757,3757,14122562,E,7513,14118805,1,1,ok
3758,3758,14122564,E,0,14118806,2,1,ok
3758,3758,14130080,E,7516,14126322,2,1,ok
3759,3759,14130082,E,1,14126323,0,1,ok
3759,3759,14137598,E,7517,14133839,0,1,ok
3760,3760,14137600,E,0,14133840,1,1,ok
3760,3760,14145120,E,7520,14141360,1,1,ok
3761,3761,14145122,E,1,14141361,2,1,ok
3761,3761,14152642,E,7521,14148881,2,1,ok
3762,3762,14152644,E,0,14148882,0,1,ok
3762,3762,14160168,E,7524,14156406,0,1,ok
3763,3763,14160170,E,1,14156407,1,1,ok
3763,3763,14167694,E,7525,14163931,1,1,ok
3764,3764,14167696,E,0,14163932,2,1,ok
3764,3764,14175224,E,7528,14171460,2,1,ok
3765,3765,14175226,E,1,14171461,0,1,ok
3765,3765,14182754,E,7529,14178989,0,1,ok
3766,3766,14182756,E,0,14178990,1,1,ok
3766,3766,14190288,E,7532,14186522,1,1,ok
3767,3767,14190290,E,1,14186523,2,1,ok
3767,3767,14197822,E,7533,14194055,2,1,ok
3768,3768,14197824,E,0,14194056,0,1,ok
3768,3768,14205360,E,7536,14201592,0,1,ok
3769,3769,14205362,E,1,14201593,1,1,ok
3769,3769,14212898,E,7537,14209129,1,1,ok
3770,3770,14212900,E,0,14209130,2,1,ok
3770,3770,14220440,E,7540,14216670,2,1,ok
3771,3771,14220442,E,1,14216671,0,1,ok
3771,3771,14227982,E,7541,14224211,0,1,ok
3772,3772,14227984,E,0,14224212,1,1,ok
3772,3772,14235528,E,7544,14231756,1,1,ok
3773,3773,14235530,E,1,14231757,2,1,ok
3773,3773,14243074,E,7545,14239301,2,1,ok
3774,3774,14243076,E,0,14239302,0,1,ok
3774,3774,14250624,E,7548,14246850,0,1,ok
3775,3775,14250626,E,1,14246851,1,1,ok
3775,3775,14258174,E,7549,14254399,1,1,ok
3776,3776,14258176,E,0,14254400,2,1,ok
3776,3776,14265728,E,7552,14261952,2,1,ok
3777,3777,14265730,E,1,14261953,0,1,ok
3777,3777,14273282,E,7553,14269505,0,1,ok
3778,3778,14273284,E,0,14269506,1,1,ok
3778,3778,14280840,E,7556,14277062,1,1,ok
3779,3779,14280842,E,1,14277063,2,1,ok
3779,3779,14288398,E,7557,14284619,2,1,ok
3780,3780,14288400,E,0,14284620,0,1,ok
3780,3780,14295960,E,7560,14292180,0,1,ok
3781,3781,14295962,E,1,14292181,1,1,ok
3781,3781,14303522,E,7561,14299741,1,1,ok
3782,3782,14303524,E,0,14299742,2,1,ok
3782,3782,14311088,E,7564,14307306,2,1,ok
3783,3783,14311090,E,1,14307307,0,1,ok
3783,3783,14318654,E,7565,14314871,0,1,ok
3784,3784,14318656,E,0,14314872,1,1,ok
3784,3784,14326224,E,7568,14322440,1,1,ok
3785,3785,14326226,E,1,14322441,2,1,ok
3785,3785,14333794,E,7569,14330009,2,1,ok
3786,3786,14333796,E,0,14330010,0,1,ok
3786,3786,14341368,E,7572,14337582,0,1,ok
3787,3787,14341370,E,1,14337583,1,1,ok
3787,3787,14348942,E,7573,14345155,1,1,ok
3787,3787,243,O,,-3544,1,1,ok
3788,3788,14348944,E,0,14345156,2,1,ok
3788,3788,14356520,E,7576,14352732,2,1,ok
3789,3789,14356522,E,1,14352733,0,1,ok
3789,3789,14364098,E,7577,14360309,0,1,ok
3790,3790,14364100,E,0,14360310,1,1,ok
3790,3790,14371680,E,7580,14367890,1,1,ok
3791,3791,14371682,E,1,14367891,2,1,ok
3791,3791,14379262,E,7581,14375471,2,1,ok
3792,3792,14379264,E,0,14375472,0,1,ok
3792,3792,14386848,E,7584,14383056,0,1,ok
3793,3793,14386850,E,1,14383057,1,1,ok
3793,3793,14394434,E,7585,14390641,1,1,ok
3794,3794,14394436,E,0,14390642,2,1,ok
3794,3794,14402024,E,7588,14398230,2,1,ok
3795,3795,14402026,E,1,14398231,0,1,ok
3795,3795,14409614,E,7589,14405819,0,1,ok
3796,3796,14409616,E,0,14405820,1,1,ok
3796,3796,14417208,E,7592,14413412,1,1,ok
3797,3797,14417210,E,1,14413413,2,1,ok
3797,3797,14424802,E,7593,14421005,2,1,ok
3798,3798,14424804,E,0,14421006,0,1,ok
3798,3798,14432400,E,7596,14428602,0,1,ok
3799,3799,14432402,E,1,14428603,1,1,ok
3799,3799,14439998,E,7597,14436199,1,1,ok
3800,3800,14440000,E,0,14436200,2,1,ok
3800,3800,14447600,E,7600,14443800,2,1,ok
3801,3801,14447602,E,1,14443801,0,1,ok
3801,3801,14455202,E,7601,14451401,0,1,ok
3802,3802,14455204,E,0,14451402,1,1,ok
3802,3802,14462808,E,7604,14459006,1,1,ok
3803,3803,14462810,E,1,14459007,2,1,ok
3803,3803,14470414,E,7605,14466611,2,1,ok
3804,3804,14470416,E,0,14466612,0,1,ok
3804,3804,14478024,E,7608,14474220,0,1,ok
3805,3805,14478026,E,1,14474221,1,1,ok
3805,3805,14485634,E,7609,14481829,1,1,ok
3806,3806,14485636,E,0,14481830,2,1,ok
3806,3806,14493248,E,7612,14489442,2,1,ok
3807,3807,14493250,E,1,14489443,0,1,ok
3807,3807,14500862,E,7613,14497055,0,1,ok
3808,3808,14500864,E,0,14497056,1,1,ok
3808,3808,14508480,E,7616,14504672,1,1,ok
3809,3809,14508482,E,1,14504673,2,1,ok
3809,3809,14516098,E,7617,14512289,2,1,ok
3810,3810,14516100,E,0,14512290,0,1,ok
3810,3810,14523720,E,7620,14519910,0,1,ok
3811,3811,14523722,E,1,14519911,1,1,ok
3811,3811,14531342,E,7621,14527531,1,1,ok
3812,3812,14531344,E,0,14527532,2,1,ok
3812,3812,14538968,E,7624,14535156,2,1,ok
3813,3813,14538970,E,1,14535157,0,1,ok
3813,3813,14546594,E,7625,14542781,0,1,ok
3814,3814,14546596,E,0,14542782,1,1,ok
3814,3814,14554224,E,7628,14550410,1,1,ok
3815,3815,14554226,E,1,14550411,2,1,ok
3815,3815,14561854,E,7629,14558039,2,1,ok
3816,3816,14561856,E,0,14558040,0,1,ok
3816,3816,14569488,E,7632,14565672,0,1,ok
3817,3817,14569490,E,1,14565673,1,1,ok
3817,3817,14577122,E,7633,14573305,1,1,ok
3818,3818,14577124,E,0,14573306,2,1,ok
3818,3818,14584760,E,7636,14580942,2,1,ok
3819,3819,14584762,E,1,14580943,0,1,ok
3819,3819,14592398,E,7637,14588579,0,1,ok
3820,3820,14592400,E,0,14588580,1,1,ok
3820,3820,14600040,E,7640,14596220,1,1,ok
3821,3821,14600042,E,1,14596221,2,1,ok
3821,3821,14607682,E,7641,14603861,2,1,ok
3822,3822,14607684,E,0,14603862,0,1,ok
3822,3822,14615328,E,7644,14611506,0,1,ok
3823,3823,14615330,E,1,14611507,1,1,ok
3823,3823,14622974,E,7645,14619151,1,1,ok
3824,3824,14622976,E,0,14619152,2,1,ok
3824,3824,14630624,E,7648,14626800,2,1,ok
3825,3825,14630626,E,1,14626801,0,1,ok
3825,3825,14638274,E,7649,14634449,0,1,ok
3826,3826,14638276,E,0,14634450,1,1,ok
3826,3826,14645928,E,7652,14642102,1,1,ok
3827,3827,14645930,E,1,14642103,2,1,ok
3827,3827,14653582,E,7653,14649755,2,1,ok
3828,3828,14653584,E,0,14649756,0,1,ok
3828,3828,14661240,E,7656,14657412,0,1,ok
3829,3829,14661242,E,1,14657413,1,1,ok
3829,3829,14668898,E,7657,14665069,1,1,ok
3830,3830,14668900,E,0,14665070,2,1,ok
3830,3830,14676560,E,7660,14672730,2,1,ok
3831,3831,14676562,E,1,14672731,0,1,ok
3831,3831,14684222,E,7661,14680391,0,1,ok
3832,3832,14684224,E,0,14680392,1,1,ok
3832,3832,14691888,E,7664,14688056,1,1,ok
3833,3833,14691890,E,1,14688057,2,1,ok
3833,3833,14699554,E,7665,14695721,2,1,ok
3834,3834,14699556,E,0,14695722,0,1,ok
3834,3834,14707224,E,7668,14703390,0,1,ok
3834,3834,245,O,,-3589,0,1,ok
3835,3835,14707226,E,1,14703391,1,1,ok
3835,3835,14714894,E,7669,14711059,1,1,ok
3836,3836,14714896,E,0,14711060,2,1,ok
3836,3836,14722568,E,7672,14718732,2,1,ok
3837,3837,14722570,E,1,14718733,0,1,ok
3837,3837,14730242,E,7673,14726405,0,1,ok
3838,3838,14730244,E,0,14726406,1,1,ok
3838,3838,14737920,E,7676,14734082,1,1,ok
3839,3839,14737922,E,1,14734083,2,1,ok
3839,3839,14745598,E,7677,14741759,2,1,ok
3840,3840,14745600,E,0,14741760,0,1,ok
3840,3840,14753280,E,7680,14749440,0,1,ok
3841,3841,14753282,E,1,14749441,1,1,ok
3841,3841,14760962,E,7681,14757121,1,1,ok
3842,3842,14760964,E,0,14757122,2,1,ok
3842,3842,14768648,E,7684,14764806,2,1,ok
3843,3843,14768650,E,1,14764807,0,1,ok
3843,3843,14776334,E,7685,14772491,0,1,ok
3844,3844,14776336,E,0,14772492,1,1,ok
3844,3844,14784024,E,7688,14780180,1,1,ok
3845,3845,14784026,E,1,14780181,2,1,ok
3845,3845,14791714,E,7689,14787869,2,1,ok
3846,3846,14791716,E,0,14787870,0,1,ok
3846,3846,14799408,E,7692,14795562,0,1,ok
3847,3847,14799410,E,1,14795563,1,1,ok
3847,3847,14807102,E,7693,14803255,1,1,ok
3848,3848,14807104,E,0,14803256,2,1,ok
3848,3848,14814800,E,7696,14810952,2,1,ok
3849,3849,14814802,E,1,14810953,0,1,ok
3849,3849,14822498,E,7697,14818649,0,1,ok
3850,3850,14822500,E,0,14818650,1,1,ok
3850,3850,14830200,E,7700,14826350,1,1,ok
3851,3851,14830202,E,1,14826351,2,1,ok
3851,3851,14837902,E,7701,14834051,2,1,ok
3852,3852,14837904,E,0,14834052,0,1,ok
3852,3852,14845608,E,7704,14841756,0,1,ok
3853,3853,14845610,E,1,14841757,1,1,ok
3853,3853,14853314,E,7705,14849461,1,1,ok
3854,3854,14853316,E,0,14849462,2,1,ok
3854,3854,14861024,E,7708,14857170,2,1,ok
3855,3855,14861026,E,1,14857171,0,1,ok
3855,3855,14868734,E,7709,14864879,0,1,ok
3856,3856,14868736,E,0,14864880,1,1,ok
3856,3856,14876448,E,7712,14872592,1,1,ok
3857,3857,14876450,E,1,14872593,2,1,ok
3857,3857,14884162,E,7713,14880305,2,1,ok
3858,3858,14884164,E,0,14880306,0,1,ok
3858,3858,14891880,E,7716,14888022,0,1,ok
3859,3859,14891882,E,1,14888023,1,1,ok
3859,3859,14899598,E,7717,14895739,1,1,ok
3860,3860,14899600,E,0,14895740,2,1,ok
3860,3860,14907320,E,7720,14903460,2,1,ok
3861,3861,14907322,E,1,14903461,0,1,ok
3861,3861,14915042,E,7721,14911181,0,1,ok
3862,3862,14915044,E,0,14911182,1,1,ok
3862,3862,14922768,E,7724,14918906,1,1,ok
3863,3863,14922770,E,1,14918907,2,1,ok
3863,3863,14930494,E,7725,14926631,2,1,ok
3864,3864,14930496,E,0,14926632,0,1,ok
3864,3864,14938224,E,7728,14934360,0,1,ok
3865,3865,14938226,E,1,14934361,1,1,ok
3865,3865,14945954,E,7729,14942089,1,1,ok
3866,3866,14945956,E,0,14942090,2,1,ok
3866,3866,14953688,E,7732,14949822,2,1,ok
3867,3867,14953690,E,1,14949823,0,1,ok
3867,3867,14961422,E,7733,14957555,0,1,ok
3868,3868,14961424,E,0,14957556,1,1,ok
3868,3868,14969160,E,7736,14965292,1,1,ok
3869,3869,14969162,E,1,14965293,2,1,ok
3869,3869,14976898,E,7737,14973029,2,1,ok
3870,3870,14976900,E,0,14973030,0,1,ok
3870,3870,14984640,E,7740,14980770,0,1,ok
3871,3871,14984642,E,1,14980771,1,1,ok
3871,3871,14992382,E,7741,14988511,1,1,ok
3872,3872,14992384,E,0,14988512,2,1,ok
3872,3872,15000128,E,7744,14996256,2,1,ok
3873,3873,15000130,E,1,14996257,0,1,ok
3873,3873,15007874,E,7745,15004001,0,1,ok
3874,3874,15007876,E,0,15004002,1,1,ok
3874,3874,15015624,E,7748,15011750,1,1,ok
3875,3875,15015626,E,1,15011751,2,1,ok
3875,3875,15023374,E,7749,15019499,2,1,ok
3876,3876,15023376,E,0,15019500,0,1,ok
3876,3876,15031128,E,7752,15027252,0,1,ok
3877,3877,15031130,E,1,15027253,1,1,ok
3877,3877,15038882,E,7753,15035005,1,1,ok
3878,3878,15038884,E,0,15035006,2,1,ok
3878,3878,15046640,E,7756,15042762,2,1,ok
3879,3879,15046642,E,1,15042763,0,1,ok
3879,3879,15054398,E,7757,15050519,0,1,ok
3880,3880,15054400,E,0,15050520,1,1,ok
3880,3880,15062160,E,7760,15058280,1,1,ok
3881,3881,15062162,E,1,15058281,2,1,ok
3881,3881,15069922,E,7761,15066041,2,1,ok
3881,3881,247,O,,-3634,2,1,ok
3882,3882,15069924,E,0,15066042,0,1,ok
3882,3882,15077688,E,7764,15073806,0,1,ok
3883,3883,15077690,E,1,15073807,1,1,ok
3883,3883,15085454,E,7765,15081571,1,1,ok
3884,3884,15085456,E,0,15081572,2,1,ok
3884,3884,15093224,E,7768,15089340,2,1,ok
3885,3885,15093226,E,1,15089341,0,1,ok
3885,3885,15100994,E,7769,15097109,0,1,ok
3886,3886,15100996,E,0,15097110,1,1,ok
3886,3886,15108768,E,7772,15104882,1,1,ok
3887,3887,15108770,E,1,15104883,2,1,ok
3887,3887,15116542,E,7773,15112655,2,1,ok
3888,3888,15116544,E,0,15112656,0,1,ok
3888,3888,15124320,E,7776,15120432,0,1,ok
3889,3889,15124322,E,1,15120433,1,1,ok
3889,3889,15132098,E,7777,15128209,1,1,ok
3890,3890,15132100,E,0,15128210,2,1,ok
3890,3890,15139880,E,7780,15135990,2,1,ok
3891,3891,15139882,E,1,15135991,0,1,ok
3891,3891,15147662,E,7781,15143771,0,1,ok
3892,3892,15147664,E,0,15143772,1,1,ok
3892,3892,15155448,E,7784,15151556,1,1,ok
3893,3893,15155450,E,1,15151557,2,1,ok
3893,3893,15163234,E,7785,15159341,2,1,ok
3894,3894,15163236,E,0,15159342,0,1,ok
3894,3894,15171024,E,7788,15167130,0,1,ok
3895,3895,15171026,E,1,15167131,1,1,ok
3895,3895,15178814,E,7789,15174919,1,1,ok
3896,3896,15178816,E,0,15174920,2,1,ok
3896,3896,15186608,E,7792,15182712,2,1,ok
3897,3897,15186610,E,1,15182713,0,1,ok
3897,3897,15194402,E,7793,15190505,0,1,ok
3898,3898,15194404,E,0,15190506,1,1,ok
3898,3898,15202200,E,7796,15198302,1,1,ok
3899,3899,15202202,E,1,15198303,2,1,ok
3899,3899,15209998,E,7797,15206099,2,1,ok
3900,3900,15210000,E,0,15206100,0,1,ok
3900,3900,15217800,E,7800,15213900,0,1,ok
3901,3901,15217802,E,1,15213901,1,1,ok
3901,3901,15225602,E,7801,15221701,1,1,ok
3902,3902,15225604,E,0,15221702,2,1,ok
3902,3902,15233408,E,7804,15229506,2,1,ok
3903,3903,15233410,E,1,15229507,0,1,ok
3903,3903,15241214,E,7805,15237311,0,1,ok
3904,3904,15241216,E,0,15237312,1,1,ok
3904,3904,15249024,E,7808,15245120,1,1,ok
3905,3905,15249026,E,1,15245121,2,1,ok
3905,3905,15256834,E,7809,15252929,2,1,ok
3906,3906,15256836,E,0,15252930,0,1,ok
3906,3906,15264648,E,7812,15260742,0,1,ok
3907,3907,15264650,E,1,15260743,1,1,ok
3907,3907,15272462,E,7813,15268555,1,1,ok
3908,3908,15272464,E,0,15268556,2,1,ok
3908,3908,15280280,E,7816,15276372,2,1,ok
3909,3909,15280282,E,1,15276373,0,1,ok
3909,3909,15288098,E,7817,15284189,0,1,ok
3910,3910,15288100,E,0,15284190,1,1,ok
3910,3910,15295920,E,7820,15292010,1,1,ok
3911,3911,15295922,E,1,15292011,2,1,ok
3911,3911,15303742,E,7821,15299831,2,1,ok
3912,3912,15303744,E,0,15299832,0,1,ok
3912,3912,15311568,E,7824,15307656,0,1,ok
3913,3913,15311570,E,1,15307657,1,1,ok
3913,3913,15319394,E,7825,15315481,1,1,ok
3914,3914,15319396,E,0,15315482,2,1,ok
3914,3914,15327224,E,7828,15323310,2,1,ok
3915,3915,15327226,E,1,15323311,0,1,ok
3915,3915,15335054,E,7829,15331139,0,1,ok
3916,3916,15335056,E,0,15331140,1,1,ok
3916,3916,15342888,E,7832,15338972,1,1,ok
3917,3917,15342890,E,1,15338973,2,1,ok
3917,3917,15350722,E,7833,15346805,2,1,ok
3918,3918,15350724,E,0,15346806,0,1,ok
3918,3918,15358560,E,7836,15354642,0,1,ok
3919,3919,15358562,E,1,15354643,1,1,ok
3919,3919,15366398,E,7837,15362479,1,1,ok
3920,3920,15366400,E,0,15362480,2,1,ok
3920,3920,15374240,E,7840,15370320,2,1,ok
3921,3921,15374242,E,1,15370321,0,1,ok
3921,3921,15382082,E,7841,15378161,0,1,ok
3922,3922,15382084,E,0,15378162,1,1,ok
3922,3922,15389928,E,7844,15386006,1,1,ok
3923,3923,15389930,E,1,15386007,2,1,ok
3923,3923,15397774,E,7845,15393851,2,1,ok
3924,3924,15397776,E,0,15393852,0,1,ok
3924,3924,15405624,E,7848,15401700,0,1,ok
3925,3925,15405626,E,1,15401701,1,1,ok
3925,3925,15413474,E,7849,15409549,1,1,ok
3926,3926,15413476,E,0,15409550,2,1,ok
3926,3926,15421328,E,7852,15417402,2,1,ok
3927,3927,15421330,E,1,15417403,0,1,ok
3927,3927,15429182,E,7853,15425255,0,1,ok
3928,3928,15429184,E,0,15425256,1,1,ok
3928,3928,15437040,E,7856,15433112,1,1,ok
3929,3929,15437042,E,1,15433113,2,1,ok
3929,3929,15444898,E,7857,15440969,2,1,ok
3929,3929,249,O,,-3680,2,1,ok
3930,3930,15444900,E,0,15440970,0,1,ok
3930,3930,15452760,E,7860,15448830,0,1,ok
3931,3931,15452762,E,1,15448831,1,1,ok
3931,3931,15460622,E,7861,15456691,1,1,ok
3932,3932,15460624,E,0,15456692,2,1,ok
3932,3932,15468488,E,7864,15464556,2,1,ok
3933,3933,15468490,E,1,15464557,0,1,ok
3933,3933,15476354,E,7865,15472421,0,1,ok
3934,3934,15476356,E,0,15472422,1,1,ok
3934,3934,15484224,E,7868,15480290,1,1,ok
3935,3935,15484226,E,1,15480291,2,1,ok
3935,3935,15492094,E,7869,15488159,2,1,ok
3936,3936,15492096,E,0,15488160,0,1,ok
3936,3936,15499968,E,7872,15496032,0,1,ok
3937,3937,15499970,E,1,15496033,1,1,ok
3937,3937,15507842,E,7873,15503905,1,1,ok
3938,3938,15507844,E,0,15503906,2,1,ok
3938,3938,15515720,E,7876,15511782,2,1,ok
3939,3939,15515722,E,1,15511783,0,1,ok
3939,3939,15523598,E,7877,15519659,0,1,ok
3940,3940,15523600,E,0,15519660,1,1,ok
3940,3940,15531480,E,7880,15527540,1,1,ok
3941,3941,15531482,E,1,15527541,2,1,ok
3941,3941,15539362,E,7881,15535421,2,1,ok
3942,3942,15539364,E,0,15535422,0,1,ok
3942,3942,15547248,E,7884,15543306,0,1,ok
3943,3943,15547250,E,1,15543307,1,1,ok
3943,3943,15555134,E,7885,15551191,1,1,ok
3944,3944,15555136,E,0,15551192,2,1,ok
3944,3944,15563024,E,7888,15559080,2,1,ok
3945,3945,15563026,E,1,15559081,0,1,ok
3945,3945,15570914,E,7889,15566969,0,1,ok
3946,3946,15570916,E,0,15566970,1,1,ok
3946,3946,15578808,E,7892,15574862,1,1,ok
3947,3947,15578810,E,1,15574863,2,1,ok
3947,3947,15586702,E,7893,15582755,2,1,ok
3948,3948,15586704,E,0,15582756,0,1,ok
3948,3948,15594600,E,7896,15590652,0,1,ok
3949,3949,15594602,E,1,15590653,1,1,ok
3949,3949,15602498,E,7897,15598549,1,1,ok
3950,3950,15602500,E,0,15598550,2,1,ok
3950,3950,15610400,E,7900,15606450,2,1,ok
3951,3951,15610402,E,1,15606451,0,1,ok
3951,3951,15618302,E,7901,15614351,0,1,ok
3952,3952,15618304,E,0,15614352,1,1,ok
3952,3952,15626208,E,7904,15622256,1,1,ok
3953,3953,15626210,E,1,15622257,2,1,ok
3953,3953,15634114,E,7905,15630161,2,1,ok
3954,3954,15634116,E,0,15630162,0,1,ok
