m,c_m,lower_n,upper_n,odd_count,even_count,exact_status
1929,1,155,155,1,0,ODD_CELL_UNIQUE
1930,0,,,0,0,ODD_CELL_UNIQUE
1931,0,,,0,0,ODD_CELL_UNIQUE
1932,0,,,0,0,ODD_CELL_UNIQUE
1933,0,,,0,0,ODD_CELL_UNIQUE
1934,0,,,0,0,ODD_CELL_UNIQUE
1935,0,,,0,0,ODD_CELL_UNIQUE
1936,0,,,0,0,ODD_CELL_UNIQUE
1937,0,,,0,0,ODD_CELL_UNIQUE
1938,0,,,0,0,ODD_CELL_UNIQUE
1939,0,,,0,0,ODD_CELL_UNIQUE
1940,0,,,0,0,ODD_CELL_UNIQUE
1941,0,,,0,0,ODD_CELL_UNIQUE
1942,0,,,0,0,ODD_CELL_UNIQUE
1943,0,,,0,0,ODD_CELL_UNIQUE
1944,0,,,0,0,ODD_CELL_UNIQUE
1945,0,,,0,0,ODD_CELL_UNIQUE
1946,0,,,0,0,ODD_CELL_UNIQUE
1947,0,,,0,0,ODD_CELL_UNIQUE
1948,0,156,156,0,1,ODD_CELL_UNIQUE
1949,0,,,0,0,ODD_CELL_UNIQUE
1950,0,,,0,0,ODD_CELL_UNIQUE
1951,0,,,0,0,ODD_CELL_UNIQUE
1952,0,,,0,0,ODD_CELL_UNIQUE
1953,0,,,0,0,ODD_CELL_UNIQUE
1954,0,,,0,0,ODD_CELL_UNIQUE
1955,0,,,0,0,ODD_CELL_UNIQUE
1956,0,,,0,0,ODD_CELL_UNIQUE
1957,0,,,0,0,ODD_CELL_UNIQUE
1958,0,,,0,0,ODD_CELL_UNIQUE
1959,0,,,0,0,ODD_CELL_UNIQUE
1960,0,,,0,0,ODD_CELL_UNIQUE
1961,0,,,0,0,ODD_CELL_UNIQUE
1962,0,,,0,0,ODD_CELL_UNIQUE
1963,0,,,0,0,ODD_CELL_UNIQUE
1964,0,,,0,0,ODD_CELL_UNIQUE
1965,0,,,0,0,ODD_CELL_UNIQUE
1966,0,,,0,0,ODD_CELL_UNIQUE
1967,1,157,157,1,0,ODD_CELL_UNIQUE
1968,0,,,0,0,ODD_CELL_UNIQUE
1969,0,,,0,0,ODD_CELL_UNIQUE
1970,0,,,0,0,ODD_CELL_UNIQUE
1971,0,,,0,0,ODD_CELL_UNIQUE
1972,0,,,0,0,ODD_CELL_UNIQUE
1973,0,,,0,0,ODD_CELL_UNIQUE
1974,0,,,0,0,ODD_CELL_UNIQUE
1975,0,,,0,0,ODD_CELL_UNIQUE
1976,0,,,0,0,ODD_CELL_UNIQUE
1977,0,,,0,0,ODD_CELL_UNIQUE
1978,0,,,0,0,ODD_CELL_UNIQUE
1979,0,,,0,0,ODD_CELL_UNIQUE
1980,0,,,0,0,ODD_CELL_UNIQUE
1981,0,,,0,0,ODD_CELL_UNIQUE
1982,0,,,0,0,ODD_CELL_UNIQUE
1983,0,,,0,0,ODD_CELL_UNIQUE
1984,0,,,0,0,ODD_CELL_UNIQUE
1985,0,,,0,0,ODD_CELL_UNIQUE
1986,0,158,158,0,1,ODD_CELL_UNIQUE
1987,0,,,0,0,ODD_CELL_UNIQUE
1988,0,,,0,0,ODD_CELL_UNIQUE
1989,0,,,0,0,ODD_CELL_UNIQUE
1990,0,,,0,0,ODD_CELL_UNIQUE
1991,0,,,0,0,ODD_CELL_UNIQUE
1992,0,,,0,0,ODD_CELL_UNIQUE
1993,0,,,0,0,ODD_CELL_UNIQUE
1994,0,,,0,0,ODD_CELL_UNIQUE
1995,0,,,0,0,ODD_CELL_UNIQUE
1996,0,,,0,0,ODD_CELL_UNIQUE
1997,0,,,0,0,ODD_CELL_UNIQUE
1998,0,,,0,0,ODD_CELL_UNIQUE
1999,0,,,0,0,ODD_CELL_UNIQUE
2000,0,,,0,0,ODD_CELL_UNIQUE
2001,0,,,0,0,ODD_CELL_UNIQUE
2002,0,,,0,0,ODD_CELL_UNIQUE
2003,0,,,0,0,ODD_CELL_UNIQUE
2004,1,159,159,1,0,ODD_CELL_UNIQUE
2005,0,,,0,0,ODD_CELL_UNIQUE
2006,0,,,0,0,ODD_CELL_UNIQUE
2007,0,,,0,0,ODD_CELL_UNIQUE
2008,0,,,0,0,ODD_CELL_UNIQUE
2009,0,,,0,0,ODD_CELL_UNIQUE
2010,0,,,0,0,ODD_CELL_UNIQUE
2011,0,,,0,0,ODD_CELL_UNIQUE
2012,0,,,0,0,ODD_CELL_UNIQUE
2013,0,,,0,0,ODD_CELL_UNIQUE
2014,0,,,0,0,ODD_CELL_UNIQUE
2015,0,,,0,0,ODD_CELL_UNIQUE
2016,0,,,0,0,ODD_CELL_UNIQUE
2017,0,,,0,0,ODD_CELL_UNIQUE
2018,0,,,0,0,ODD_CELL_UNIQUE
2019,0,,,0,0,ODD_CELL_UNIQUE
2020,0,,,0,0,ODD_CELL_UNIQUE
2021,0,,,0,0,ODD_CELL_UNIQUE
2022,0,,,0,0,ODD_CELL_UNIQUE
2023,0,160,160,0,1,ODD_CELL_UNIQUE
2024,0,,,0,0,ODD_CELL_UNIQUE
2025,0,,,0,0,ODD_CELL_UNIQUE
2026,0,,,0,0,ODD_CELL_UNIQUE
2027,0,,,0,0,ODD_CELL_UNIQUE
2028,0,,,0,0,ODD_CELL_UNIQUE
2029,0,,,0,0,ODD_CELL_UNIQUE
2030,0,,,0,0,ODD_CELL_UNIQUE
2031,0,,,0,0,ODD_CELL_UNIQUE
2032,0,,,0,0,ODD_CELL_UNIQUE
2033,0,,,0,0,ODD_CELL_UNIQUE
2034,0,,,0,0,ODD_CELL_UNIQUE
2035,0,,,0,0,ODD_CELL_UNIQUE
2036,0,,,0,0,ODD_CELL_UNIQUE
2037,0,,,0,0,ODD_CELL_UNIQUE
2038,0,,,0,0,ODD_CELL_UNIQUE
2039,0,,,0,0,ODD_CELL_UNIQUE
2040,0,,,0,0,ODD_CELL_UNIQUE
2041,0,,,0,0,ODD_CELL_UNIQUE
2042,1,161,161,1,0,ODD_CELL_UNIQUE
2043,0,,,0,0,ODD_CELL_UNIQUE
2044,0,,,0,0,ODD_CELL_UNIQUE
2045,0,,,0,0,ODD_CELL_UNIQUE
2046,0,,,0,0,ODD_CELL_UNIQUE
2047,0,,,0,0,ODD_CELL_UNIQUE
2048,0,,,0,0,ODD_CELL_UNIQUE
2049,0,,,0,0,ODD_CELL_UNIQUE
2050,0,,,0,0,ODD_CELL_UNIQUE
2051,0,,,0,0,ODD_CELL_UNIQUE
2052,0,,,0,0,ODD_CELL_UNIQUE
2053,0,,,0,0,ODD_CELL_UNIQUE
2054,0,,,0,0,ODD_CELL_UNIQUE
2055,0,,,0,0,ODD_CELL_UNIQUE
2056,0,,,0,0,ODD_CELL_UNIQUE
2057,0,,,0,0,ODD_CELL_UNIQUE
2058,0,,,0,0,ODD_CELL_UNIQUE
2059,0,,,0,0,ODD_CELL_UNIQUE
2060,0,,,0,0,ODD_CELL_UNIQUE
2061,0,162,162,0,1,ODD_CELL_UNIQUE
2062,0,,,0,0,ODD_CELL_UNIQUE
2063,0,,,0,0,ODD_CELL_UNIQUE
2064,0,,,0,0,ODD_CELL_UNIQUE
2065,0,,,0,0,ODD_CELL_UNIQUE
2066,0,,,0,0,ODD_CELL_UNIQUE
2067,0,,,0,0,ODD_CELL_UNIQUE
2068,0,,,0,0,ODD_CELL_UNIQUE
2069,0,,,0,0,ODD_CELL_UNIQUE
2070,0,,,0,0,ODD_CELL_UNIQUE
2071,0,,,0,0,ODD_CELL_UNIQUE
2072,0,,,0,0,ODD_CELL_UNIQUE
2073,0,,,0,0,ODD_CELL_UNIQUE
2074,0,,,0,0,ODD_CELL_UNIQUE
2075,0,,,0,0,ODD_CELL_UNIQUE
2076,0,,,0,0,ODD_CELL_UNIQUE
2077,0,,,0,0,ODD_CELL_UNIQUE
2078,0,,,0,0,ODD_CELL_UNIQUE
2079,0,,,0,0,ODD_CELL_UNIQUE
2080,0,,,0,0,ODD_CELL_UNIQUE
2081,1,163,163,1,0,ODD_CELL_UNIQUE
2082,0,,,0,0,ODD_CELL_UNIQUE
2083,0,,,0,0,ODD_CELL_UNIQUE
2084,0,,,0,0,ODD_CELL_UNIQUE
2085,0,,,0,0,ODD_CELL_UNIQUE
2086,0,,,0,0,ODD_CELL_UNIQUE
2087,0,,,0,0,ODD_CELL_UNIQUE
2088,0,,,0,0,ODD_CELL_UNIQUE
2089,0,,,0,0,ODD_CELL_UNIQUE
2090,0,,,0,0,ODD_CELL_UNIQUE
2091,0,,,0,0,ODD_CELL_UNIQUE
2092,0,,,0,0,ODD_CELL_UNIQUE
2093,0,,,0,0,ODD_CELL_UNIQUE
2094,0,,,0,0,ODD_CELL_UNIQUE
2095,0,,,0,0,ODD_CELL_UNIQUE
2096,0,,,0,0,ODD_CELL_UNIQUE
2097,0,,,0,0,ODD_CELL_UNIQUE
2098,0,,,0,0,ODD_CELL_UNIQUE
2099,0,,,0,0,ODD_CELL_UNIQUE
2100,0,164,164,0,1,ODD_CELL_UNIQUE
2101,0,,,0,0,ODD_CELL_UNIQUE
2102,0,,,0,0,ODD_CELL_UNIQUE
2103,0,,,0,0,ODD_CELL_UNIQUE
2104,0,,,0,0,ODD_CELL_UNIQUE
2105,0,,,0,0,ODD_CELL_UNIQUE
2106,0,,,0,0,ODD_CELL_UNIQUE
2107,0,,,0,0,ODD_CELL_UNIQUE
2108,0,,,0,0,ODD_CELL_UNIQUE
2109,0,,,0,0,ODD_CELL_UNIQUE
2110,0,,,0,0,ODD_CELL_UNIQUE
2111,0,,,0,0,ODD_CELL_UNIQUE
2112,0,,,0,0,ODD_CELL_UNIQUE
2113,0,,,0,0,ODD_CELL_UNIQUE
2114,0,,,0,0,ODD_CELL_UNIQUE
2115,0,,,0,0,ODD_CELL_UNIQUE
2116,0,,,0,0,ODD_CELL_UNIQUE
2117,0,,,0,0,ODD_CELL_UNIQUE
2118,0,,,0,0,ODD_CELL_UNIQUE
2119,1,165,165,1,0,ODD_CELL_UNIQUE
2120,0,,,0,0,ODD_CELL_UNIQUE
2121,0,,,0,0,ODD_CELL_UNIQUE
2122,0,,,0,0,ODD_CELL_UNIQUE
2123,0,,,0,0,ODD_CELL_UNIQUE
2124,0,,,0,0,ODD_CELL_UNIQUE
2125,0,,,0,0,ODD_CELL_UNIQUE
2126,0,,,0,0,ODD_CELL_UNIQUE
2127,0,,,0,0,ODD_CELL_UNIQUE
2128,0,,,0,0,ODD_CELL_UNIQUE
2129,0,,,0,0,ODD_CELL_UNIQUE
2130,0,,,0,0,ODD_CELL_UNIQUE
2131,0,,,0,0,ODD_CELL_UNIQUE
2132,0,,,0,0,ODD_CELL_UNIQUE
2133,0,,,0,0,ODD_CELL_UNIQUE
2134,0,,,0,0,ODD_CELL_UNIQUE
2135,0,,,0,0,ODD_CELL_UNIQUE
2136,0,,,0,0,ODD_CELL_UNIQUE
2137,0,,,0,0,ODD_CELL_UNIQUE
2138,0,166,166,0,1,ODD_CELL_UNIQUE
2139,0,,,0,0,ODD_CELL_UNIQUE
2140,0,,,0,0,ODD_CELL_UNIQUE
2141,0,,,0,0,ODD_CELL_UNIQUE
2142,0,,,0,0,ODD_CELL_UNIQUE
2143,0,,,0,0,ODD_CELL_UNIQUE
2144,0,,,0,0,ODD_CELL_UNIQUE
2145,0,,,0,0,ODD_CELL_UNIQUE
2146,0,,,0,0,ODD_CELL_UNIQUE
2147,0,,,0,0,ODD_CELL_UNIQUE
2148,0,,,0,0,ODD_CELL_UNIQUE
2149,0,,,0,0,ODD_CELL_UNIQUE
2150,0,,,0,0,ODD_CELL_UNIQUE
2151,0,,,0,0,ODD_CELL_UNIQUE
2152,0,,,0,0,ODD_CELL_UNIQUE
2153,0,,,0,0,ODD_CELL_UNIQUE
2154,0,,,0,0,ODD_CELL_UNIQUE
2155,0,,,0,0,ODD_CELL_UNIQUE
2156,0,,,0,0,ODD_CELL_UNIQUE
2157,0,,,0,0,ODD_CELL_UNIQUE
2158,1,167,167,1,0,ODD_CELL_UNIQUE
2159,0,,,0,0,ODD_CELL_UNIQUE
2160,0,,,0,0,ODD_CELL_UNIQUE
2161,0,,,0,0,ODD_CELL_UNIQUE
2162,0,,,0,0,ODD_CELL_UNIQUE
2163,0,,,0,0,ODD_CELL_UNIQUE
2164,0,,,0,0,ODD_CELL_UNIQUE
2165,0,,,0,0,ODD_CELL_UNIQUE
2166,0,,,0,0,ODD_CELL_UNIQUE
2167,0,,,0,0,ODD_CELL_UNIQUE
2168,0,,,0,0,ODD_CELL_UNIQUE
2169,0,,,0,0,ODD_CELL_UNIQUE
2170,0,,,0,0,ODD_CELL_UNIQUE
2171,0,,,0,0,ODD_CELL_UNIQUE
2172,0,,,0,0,ODD_CELL_UNIQUE
2173,0,,,0,0,ODD_CELL_UNIQUE
2174,0,,,0,0,ODD_CELL_UNIQUE
2175,0,,,0,0,ODD_CELL_UNIQUE
2176,0,,,0,0,ODD_CELL_UNIQUE
2177,0,168,168,0,1,ODD_CELL_UNIQUE
2178,0,,,0,0,ODD_CELL_UNIQUE
2179,0,,,0,0,ODD_CELL_UNIQUE
2180,0,,,0,0,ODD_CELL_UNIQUE
2181,0,,,0,0,ODD_CELL_UNIQUE
2182,0,,,0,0,ODD_CELL_UNIQUE
2183,0,,,0,0,ODD_CELL_UNIQUE
2184,0,,,0,0,ODD_CELL_UNIQUE
2185,0,,,0,0,ODD_CELL_UNIQUE
2186,0,,,0,0,ODD_CELL_UNIQUE
2187,0,,,0,0,ODD_CELL_UNIQUE
2188,0,,,0,0,ODD_CELL_UNIQUE
2189,0,,,0,0,ODD_CELL_UNIQUE
2190,0,,,0,0,ODD_CELL_UNIQUE
2191,0,,,0,0,ODD_CELL_UNIQUE
2192,0,,,0,0,ODD_CELL_UNIQUE
2193,0,,,0,0,ODD_CELL_UNIQUE
2194,0,,,0,0,ODD_CELL_UNIQUE
2195,0,,,0,0,ODD_CELL_UNIQUE
2196,0,,,0,0,ODD_CELL_UNIQUE
2197,1,169,169,1,0,ODD_CELL_UNIQUE
2198,0,,,0,0,ODD_CELL_UNIQUE
2199,0,,,0,0,ODD_CELL_UNIQUE
2200,0,,,0,0,ODD_CELL_UNIQUE
2201,0,,,0,0,ODD_CELL_UNIQUE
2202,0,,,0,0,ODD_CELL_UNIQUE
2203,0,,,0,0,ODD_CELL_UNIQUE
2204,0,,,0,0,ODD_CELL_UNIQUE
2205,0,,,0,0,ODD_CELL_UNIQUE
2206,0,,,0,0,ODD_CELL_UNIQUE
2207,0,,,0,0,ODD_CELL_UNIQUE
2208,0,,,0,0,ODD_CELL_UNIQUE
2209,0,,,0,0,ODD_CELL_UNIQUE
2210,0,,,0,0,ODD_CELL_UNIQUE
2211,0,,,0,0,ODD_CELL_UNIQUE
2212,0,,,0,0,ODD_CELL_UNIQUE
2213,0,,,0,0,ODD_CELL_UNIQUE
2214,0,,,0,0,ODD_CELL_UNIQUE
2215,0,,,0,0,ODD_CELL_UNIQUE
2216,0,170,170,0,1,ODD_CELL_UNIQUE
2217,0,,,0,0,ODD_CELL_UNIQUE
2218,0,,,0,0,ODD_CELL_UNIQUE
2219,0,,,0,0,ODD_CELL_UNIQUE
2220,0,,,0,0,ODD_CELL_UNIQUE
2221,0,,,0,0,ODD_CELL_UNIQUE
2222,0,,,0,0,ODD_CELL_UNIQUE
2223,0,,,0,0,ODD_CELL_UNIQUE
2224,0,,,0,0,ODD_CELL_UNIQUE
2225,0,,,0,0,ODD_CELL_UNIQUE
2226,0,,,0,0,ODD_CELL_UNIQUE
2227,0,,,0,0,ODD_CELL_UNIQUE
2228,0,,,0,0,ODD_CELL_UNIQUE
2229,0,,,0,0,ODD_CELL_UNIQUE
2230,0,,,0,0,ODD_CELL_UNIQUE
2231,0,,,0,0,ODD_CELL_UNIQUE
2232,0,,,0,0,ODD_CELL_UNIQUE
2233,0,,,0,0,ODD_CELL_UNIQUE
2234,0,,,0,0,ODD_CELL_UNIQUE
2235,0,,,0,0,ODD_CELL_UNIQUE
2236,1,171,171,1,0,ODD_CELL_UNIQUE
2237,0,,,0,0,ODD_CELL_UNIQUE
2238,0,,,0,0,ODD_CELL_UNIQUE
2239,0,,,0,0,ODD_CELL_UNIQUE
2240,0,,,0,0,ODD_CELL_UNIQUE
2241,0,,,0,0,ODD_CELL_UNIQUE
2242,0,,,0,0,ODD_CELL_UNIQUE
2243,0,,,0,0,ODD_CELL_UNIQUE
2244,0,,,0,0,ODD_CELL_UNIQUE
2245,0,,,0,0,ODD_CELL_UNIQUE
2246,0,,,0,0,ODD_CELL_UNIQUE
2247,0,,,0,0,ODD_CELL_UNIQUE
2248,0,,,0,0,ODD_CELL_UNIQUE
2249,0,,,0,0,ODD_CELL_UNIQUE
2250,0,,,0,0,ODD_CELL_UNIQUE
2251,0,,,0,0,ODD_CELL_UNIQUE
2252,0,,,0,0,ODD_CELL_UNIQUE
2253,0,,,0,0,ODD_CELL_UNIQUE
2254,0,,,0,0,ODD_CELL_UNIQUE
2255,0,172,172,0,1,ODD_CELL_UNIQUE
2256,0,,,0,0,ODD_CELL_UNIQUE
2257,0,,,0,0,ODD_CELL_UNIQUE
2258,0,,,0,0,ODD_CELL_UNIQUE
2259,0,,,0,0,ODD_CELL_UNIQUE
2260,0,,,0,0,ODD_CELL_UNIQUE
2261,0,,,0,0,ODD_CELL_UNIQUE
2262,0,,,0,0,ODD_CELL_UNIQUE
2263,0,,,0,0,ODD_CELL_UNIQUE
2264,0,,,0,0,ODD_CELL_UNIQUE
2265,0,,,0,0,ODD_CELL_UNIQUE
2266,0,,,0,0,ODD_CELL_UNIQUE
2267,0,,,0,0,ODD_CELL_UNIQUE
2268,0,,,0,0,ODD_CELL_UNIQUE
2269,0,,,0,0,ODD_CELL_UNIQUE
2270,0,,,0,0,ODD_CELL_UNIQUE
2271,0,,,0,0,ODD_CELL_UNIQUE
2272,0,,,0,0,ODD_CELL_UNIQUE
2273,0,,,0,0,ODD_CELL_UNIQUE
2274,0,,,0,0,ODD_CELL_UNIQUE
2275,1,173,173,1,0,ODD_CELL_UNIQUE
2276,0,,,0,0,ODD_CELL_UNIQUE
2277,0,,,0,0,ODD_CELL_UNIQUE
2278,0,,,0,0,ODD_CELL_UNIQUE
2279,0,,,0,0,ODD_CELL_UNIQUE
2280,0,,,0,0,ODD_CELL_UNIQUE
2281,0,,,0,0,ODD_CELL_UNIQUE
2282,0,,,0,0,ODD_CELL_UNIQUE
2283,0,,,0,0,ODD_CELL_UNIQUE
2284,0,,,0,0,ODD_CELL_UNIQUE
2285,0,,,0,0,ODD_CELL_UNIQUE
2286,0,,,0,0,ODD_CELL_UNIQUE
2287,0,,,0,0,ODD_CELL_UNIQUE
2288,0,,,0,0,ODD_CELL_UNIQUE
2289,0,,,0,0,ODD_CELL_UNIQUE
2290,0,,,0,0,ODD_CELL_UNIQUE
2291,0,,,0,0,ODD_CELL_UNIQUE
2292,0,,,0,0,ODD_CELL_UNIQUE
2293,0,,,0,0,ODD_CELL_UNIQUE
2294,0,,,0,0,ODD_CELL_UNIQUE
2295,0,174,174,0,1,ODD_CELL_UNIQUE
2296,0,,,0,0,ODD_CELL_UNIQUE
2297,0,,,0,0,ODD_CELL_UNIQUE
2298,0,,,0,0,ODD_CELL_UNIQUE
2299,0,,,0,0,ODD_CELL_UNIQUE
2300,0,,,0,0,ODD_CELL_UNIQUE
2301,0,,,0,0,ODD_CELL_UNIQUE
2302,0,,,0,0,ODD_CELL_UNIQUE
2303,0,,,0,0,ODD_CELL_UNIQUE
2304,0,,,0,0,ODD_CELL_UNIQUE
2305,0,,,0,0,ODD_CELL_UNIQUE
2306,0,,,0,0,ODD_CELL_UNIQUE
2307,0,,,0,0,ODD_CELL_UNIQUE
2308,0,,,0,0,ODD_CELL_UNIQUE
2309,0,,,0,0,ODD_CELL_UNIQUE
2310,0,,,0,0,ODD_CELL_UNIQUE
2311,0,,,0,0,ODD_CELL_UNIQUE
2312,0,,,0,0,ODD_CELL_UNIQUE
2313,0,,,0,0,ODD_CELL_UNIQUE
2314,0,,,0,0,ODD_CELL_UNIQUE
2315,1,175,175,1,0,ODD_CELL_UNIQUE
2316,0,,,0,0,ODD_CELL_UNIQUE
2317,0,,,0,0,ODD_CELL_UNIQUE
2318,0,,,0,0,ODD_CELL_UNIQUE
2319,0,,,0,0,ODD_CELL_UNIQUE
2320,0,,,0,0,ODD_CELL_UNIQUE
2321,0,,,0,0,ODD_CELL_UNIQUE
2322,0,,,0,0,ODD_CELL_UNIQUE
2323,0,,,0,0,ODD_CELL_UNIQUE
2324,0,,,0,0,ODD_CELL_UNIQUE
2325,0,,,0,0,ODD_CELL_UNIQUE
2326,0,,,0,0,ODD_CELL_UNIQUE
2327,0,,,0,0,ODD_CELL_UNIQUE
2328,0,,,0,0,ODD_CELL_UNIQUE
2329,0,,,0,0,ODD_CELL_UNIQUE
2330,0,,,0,0,ODD_CELL_UNIQUE
2331,0,,,0,0,ODD_CELL_UNIQUE
2332,0,,,0,0,ODD_CELL_UNIQUE
2333,0,,,0,0,ODD_CELL_UNIQUE
2334,0,176,176,0,1,ODD_CELL_UNIQUE
2335,0,,,0,0,ODD_CELL_UNIQUE
2336,0,,,0,0,ODD_CELL_UNIQUE
2337,0,,,0,0,ODD_CELL_UNIQUE
2338,0,,,0,0,ODD_CELL_UNIQUE
2339,0,,,0,0,ODD_CELL_UNIQUE
2340,0,,,0,0,ODD_CELL_UNIQUE
2341,0,,,0,0,ODD_CELL_UNIQUE
2342,0,,,0,0,ODD_CELL_UNIQUE
2343,0,,,0,0,ODD_CELL_UNIQUE
2344,0,,,0,0,ODD_CELL_UNIQUE
2345,0,,,0,0,ODD_CELL_UNIQUE
2346,0,,,0,0,ODD_CELL_UNIQUE
2347,0,,,0,0,ODD_CELL_UNIQUE
2348,0,,,0,0,ODD_CELL_UNIQUE
2349,0,,,0,0,ODD_CELL_UNIQUE
2350,0,,,0,0,ODD_CELL_UNIQUE
2351,0,,,0,0,ODD_CELL_UNIQUE
2352,0,,,0,0,ODD_CELL_UNIQUE
2353,0,,,0,0,ODD_CELL_UNIQUE
2354,1,177,177,1,0,ODD_CELL_UNIQUE
2355,0,,,0,0,ODD_CELL_UNIQUE
2356,0,,,0,0,ODD_CELL_UNIQUE
2357,0,,,0,0,ODD_CELL_UNIQUE
2358,0,,,0,0,ODD_CELL_UNIQUE
2359,0,,,0,0,ODD_CELL_UNIQUE
2360,0,,,0,0,ODD_CELL_UNIQUE
2361,0,,,0,0,ODD_CELL_UNIQUE
2362,0,,,0,0,ODD_CELL_UNIQUE
2363,0,,,0,0,ODD_CELL_UNIQUE
2364,0,,,0,0,ODD_CELL_UNIQUE
2365,0,,,0,0,ODD_CELL_UNIQUE
2366,0,,,0,0,ODD_CELL_UNIQUE
2367,0,,,0,0,ODD_CELL_UNIQUE
2368,0,,,0,0,ODD_CELL_UNIQUE
2369,0,,,0,0,ODD_CELL_UNIQUE
2370,0,,,0,0,ODD_CELL_UNIQUE
2371,0,,,0,0,ODD_CELL_UNIQUE
2372,0,,,0,0,ODD_CELL_UNIQUE
2373,0,,,0,0,ODD_CELL_UNIQUE
2374,0,178,178,0,1,ODD_CELL_UNIQUE
2375,0,,,0,0,ODD_CELL_UNIQUE
2376,0,,,0,0,ODD_CELL_UNIQUE
2377,0,,,0,0,ODD_CELL_UNIQUE
2378,0,,,0,0,ODD_CELL_UNIQUE
2379,0,,,0,0,ODD_CELL_UNIQUE
2380,0,,,0,0,ODD_CELL_UNIQUE
2381,0,,,0,0,ODD_CELL_UNIQUE
2382,0,,,0,0,ODD_CELL_UNIQUE
2383,0,,,0,0,ODD_CELL_UNIQUE
2384,0,,,0,0,ODD_CELL_UNIQUE
2385,0,,,0,0,ODD_CELL_UNIQUE
2386,0,,,0,0,ODD_CELL_UNIQUE
2387,0,,,0,0,ODD_CELL_UNIQUE
2388,0,,,0,0,ODD_CELL_UNIQUE
2389,0,,,0,0,ODD_CELL_UNIQUE
2390,0,,,0,0,ODD_CELL_UNIQUE
2391,0,,,0,0,ODD_CELL_UNIQUE
2392,0,,,0,0,ODD_CELL_UNIQUE
2393,0,,,0,0,ODD_CELL_UNIQUE
2394,1,179,179,1,0,ODD_CELL_UNIQUE
2395,0,,,0,0,ODD_CELL_UNIQUE
2396,0,,,0,0,ODD_CELL_UNIQUE
2397,0,,,0,0,ODD_CELL_UNIQUE
2398,0,,,0,0,ODD_CELL_UNIQUE
2399,0,,,0,0,ODD_CELL_UNIQUE
2400,0,,,0,0,ODD_CELL_UNIQUE
2401,0,,,0,0,ODD_CELL_UNIQUE
2402,0,,,0,0,ODD_CELL_UNIQUE
2403,0,,,0,0,ODD_CELL_UNIQUE
2404,0,,,0,0,ODD_CELL_UNIQUE
2405,0,,,0,0,ODD_CELL_UNIQUE
2406,0,,,0,0,ODD_CELL_UNIQUE
2407,0,,,0,0,ODD_CELL_UNIQUE
2408,0,,,0,0,ODD_CELL_UNIQUE
2409,0,,,0,0,ODD_CELL_UNIQUE
2410,0,,,0,0,ODD_CELL_UNIQUE
2411,0,,,0,0,ODD_CELL_UNIQUE
2412,0,,,0,0,ODD_CELL_UNIQUE
2413,0,,,0,0,ODD_CELL_UNIQUE
2414,0,180,180,0,1,ODD_CELL_UNIQUE
2415,0,,,0,0,ODD_CELL_UNIQUE
2416,0,,,0,0,ODD_CELL_UNIQUE
2417,0,,,0,0,ODD_CELL_UNIQUE
2418,0,,,0,0,ODD_CELL_UNIQUE
2419,0,,,0,0,ODD_CELL_UNIQUE
2420,0,,,0,0,ODD_CELL_UNIQUE
2421,0,,,0,0,ODD_CELL_UNIQUE
2422,0,,,0,0,ODD_CELL_UNIQUE
2423,0,,,0,0,ODD_CELL_UNIQUE
2424,0,,,0,0,ODD_CELL_UNIQUE
2425,0,,,0,0,ODD_CELL_UNIQUE
2426,0,,,0,0,ODD_CELL_UNIQUE
2427,0,,,0,0,ODD_CELL_UNIQUE
2428,0,,,0,0,ODD_CELL_UNIQUE
2429,0,,,0,0,ODD_CELL_UNIQUE
2430,0,,,0,0,ODD_CELL_UNIQUE
2431,0,,,0,0,ODD_CELL_UNIQUE
2432,0,,,0,0,ODD_CELL_UNIQUE
2433,0,,,0,0,ODD_CELL_UNIQUE
2434,0,,,0,0,ODD_CELL_UNIQUE
2435,1,181,181,1,0,ODD_CELL_UNIQUE
2436,0,,,0,0,ODD_CELL_UNIQUE
2437,0,,,0,0,ODD_CELL_UNIQUE
2438,0,,,0,0,ODD_CELL_UNIQUE
2439,0,,,0,0,ODD_CELL_UNIQUE
2440,0,,,0,0,ODD_CELL_UNIQUE
2441,0,,,0,0,ODD_CELL_UNIQUE
2442,0,,,0,0,ODD_CELL_UNIQUE
2443,0,,,0,0,ODD_CELL_UNIQUE
2444,0,,,0,0,ODD_CELL_UNIQUE
2445,0,,,0,0,ODD_CELL_UNIQUE
2446,0,,,0,0,ODD_CELL_UNIQUE
2447,0,,,0,0,ODD_CELL_UNIQUE
2448,0,,,0,0,ODD_CELL_UNIQUE
2449,0,,,0,0,ODD_CELL_UNIQUE
2450,0,,,0,0,ODD_CELL_UNIQUE
2451,0,,,0,0,ODD_CELL_UNIQUE
2452,0,,,0,0,ODD_CELL_UNIQUE
2453,0,,,0,0,ODD_CELL_UNIQUE
2454,0,,,0,0,ODD_CELL_UNIQUE
2455,0,182,182,0,1,ODD_CELL_UNIQUE
2456,0,,,0,0,ODD_CELL_UNIQUE
2457,0,,,0,0,ODD_CELL_UNIQUE
2458,0,,,0,0,ODD_CELL_UNIQUE
2459,0,,,0,0,ODD_CELL_UNIQUE
2460,0,,,0,0,ODD_CELL_UNIQUE
2461,0,,,0,0,ODD_CELL_UNIQUE
2462,0,,,0,0,ODD_CELL_UNIQUE
2463,0,,,0,0,ODD_CELL_UNIQUE
