m,c_m,lower_n,upper_n,odd_count,even_count,exact_status
6178,0,,,0,0,ODD_CELL_UNIQUE
6179,0,,,0,0,ODD_CELL_UNIQUE
6180,0,,,0,0,ODD_CELL_UNIQUE
6181,0,,,0,0,ODD_CELL_UNIQUE
6182,0,,,0,0,ODD_CELL_UNIQUE
6183,0,,,0,0,ODD_CELL_UNIQUE
6184,0,,,0,0,ODD_CELL_UNIQUE
6185,0,,,0,0,ODD_CELL_UNIQUE
6186,1,337,337,1,0,ODD_CELL_UNIQUE
6187,0,,,0,0,ODD_CELL_UNIQUE
6188,0,,,0,0,ODD_CELL_UNIQUE
6189,0,,,0,0,ODD_CELL_UNIQUE
6190,0,,,0,0,ODD_CELL_UNIQUE
6191,0,,,0,0,ODD_CELL_UNIQUE
6192,0,,,0,0,ODD_CELL_UNIQUE
6193,0,,,0,0,ODD_CELL_UNIQUE
6194,0,,,0,0,ODD_CELL_UNIQUE
6195,0,,,0,0,ODD_CELL_UNIQUE
6196,0,,,0,0,ODD_CELL_UNIQUE
6197,0,,,0,0,ODD_CELL_UNIQUE
6198,0,,,0,0,ODD_CELL_UNIQUE
6199,0,,,0,0,ODD_CELL_UNIQUE
6200,0,,,0,0,ODD_CELL_UNIQUE
6201,0,,,0,0,ODD_CELL_UNIQUE
6202,0,,,0,0,ODD_CELL_UNIQUE
6203,0,,,0,0,ODD_CELL_UNIQUE
6204,0,,,0,0,ODD_CELL_UNIQUE
6205,0,,,0,0,ODD_CELL_UNIQUE
6206,0,,,0,0,ODD_CELL_UNIQUE
6207,0,,,0,0,ODD_CELL_UNIQUE
6208,0,,,0,0,ODD_CELL_UNIQUE
6209,0,,,0,0,ODD_CELL_UNIQUE
6210,0,,,0,0,ODD_CELL_UNIQUE
6211,0,,,0,0,ODD_CELL_UNIQUE
6212,0,,,0,0,ODD_CELL_UNIQUE
6213,0,,,0,0,ODD_CELL_UNIQUE
6214,0,338,338,0,1,ODD_CELL_UNIQUE
6215,0,,,0,0,ODD_CELL_UNIQUE
6216,0,,,0,0,ODD_CELL_UNIQUE
6217,0,,,0,0,ODD_CELL_UNIQUE
6218,0,,,0,0,ODD_CELL_UNIQUE
6219,0,,,0,0,ODD_CELL_UNIQUE
6220,0,,,0,0,ODD_CELL_UNIQUE
6221,0,,,0,0,ODD_CELL_UNIQUE
6222,0,,,0,0,ODD_CELL_UNIQUE
6223,0,,,0,0,ODD_CELL_UNIQUE
6224,0,,,0,0,ODD_CELL_UNIQUE
6225,0,,,0,0,ODD_CELL_UNIQUE
6226,0,,,0,0,ODD_CELL_UNIQUE
6227,0,,,0,0,ODD_CELL_UNIQUE
6228,0,,,0,0,ODD_CELL_UNIQUE
6229,0,,,0,0,ODD_CELL_UNIQUE
6230,0,,,0,0,ODD_CELL_UNIQUE
6231,0,,,0,0,ODD_CELL_UNIQUE
6232,0,,,0,0,ODD_CELL_UNIQUE
6233,0,,,0,0,ODD_CELL_UNIQUE
6234,0,,,0,0,ODD_CELL_UNIQUE
6235,0,,,0,0,ODD_CELL_UNIQUE
6236,0,,,0,0,ODD_CELL_UNIQUE
6237,0,,,0,0,ODD_CELL_UNIQUE
6238,0,,,0,0,ODD_CELL_UNIQUE
6239,0,,,0,0,ODD_CELL_UNIQUE
6240,0,,,0,0,ODD_CELL_UNIQUE
6241,1,339,339,1,0,ODD_CELL_UNIQUE
6242,0,,,0,0,ODD_CELL_UNIQUE
6243,0,,,0,0,ODD_CELL_UNIQUE
6244,0,,,0,0,ODD_CELL_UNIQUE
6245,0,,,0,0,ODD_CELL_UNIQUE
6246,0,,,0,0,ODD_CELL_UNIQUE
6247,0,,,0,0,ODD_CELL_UNIQUE
6248,0,,,0,0,ODD_CELL_UNIQUE
6249,0,,,0,0,ODD_CELL_UNIQUE
6250,0,,,0,0,ODD_CELL_UNIQUE
6251,0,,,0,0,ODD_CELL_UNIQUE
6252,0,,,0,0,ODD_CELL_UNIQUE
6253,0,,,0,0,ODD_CELL_UNIQUE
6254,0,,,0,0,ODD_CELL_UNIQUE
6255,0,,,0,0,ODD_CELL_UNIQUE
6256,0,,,0,0,ODD_CELL_UNIQUE
6257,0,,,0,0,ODD_CELL_UNIQUE
6258,0,,,0,0,ODD_CELL_UNIQUE
6259,0,,,0,0,ODD_CELL_UNIQUE
6260,0,,,0,0,ODD_CELL_UNIQUE
6261,0,,,0,0,ODD_CELL_UNIQUE
6262,0,,,0,0,ODD_CELL_UNIQUE
6263,0,,,0,0,ODD_CELL_UNIQUE
6264,0,,,0,0,ODD_CELL_UNIQUE
6265,0,,,0,0,ODD_CELL_UNIQUE
6266,0,,,0,0,ODD_CELL_UNIQUE
6267,0,,,0,0,ODD_CELL_UNIQUE
6268,0,,,0,0,ODD_CELL_UNIQUE
6269,0,340,340,0,1,ODD_CELL_UNIQUE
6270,0,,,0,0,ODD_CELL_UNIQUE
6271,0,,,0,0,ODD_CELL_UNIQUE
6272,0,,,0,0,ODD_CELL_UNIQUE
6273,0,,,0,0,ODD_CELL_UNIQUE
6274,0,,,0,0,ODD_CELL_UNIQUE
6275,0,,,0,0,ODD_CELL_UNIQUE
6276,0,,,0,0,ODD_CELL_UNIQUE
6277,0,,,0,0,ODD_CELL_UNIQUE
6278,0,,,0,0,ODD_CELL_UNIQUE
6279,0,,,0,0,ODD_CELL_UNIQUE
6280,0,,,0,0,ODD_CELL_UNIQUE
6281,0,,,0,0,ODD_CELL_UNIQUE
6282,0,,,0,0,ODD_CELL_UNIQUE
6283,0,,,0,0,ODD_CELL_UNIQUE
6284,0,,,0,0,ODD_CELL_UNIQUE
6285,0,,,0,0,ODD_CELL_UNIQUE
6286,0,,,0,0,ODD_CELL_UNIQUE
6287,0,,,0,0,ODD_CELL_UNIQUE
6288,0,,,0,0,ODD_CELL_UNIQUE
6289,0,,,0,0,ODD_CELL_UNIQUE
6290,0,,,0,0,ODD_CELL_UNIQUE
6291,0,,,0,0,ODD_CELL_UNIQUE
6292,0,,,0,0,ODD_CELL_UNIQUE
6293,0,,,0,0,ODD_CELL_UNIQUE
6294,0,,,0,0,ODD_CELL_UNIQUE
6295,0,,,0,0,ODD_CELL_UNIQUE
6296,1,341,341,1,0,ODD_CELL_UNIQUE
6297,0,,,0,0,ODD_CELL_UNIQUE
6298,0,,,0,0,ODD_CELL_UNIQUE
6299,0,,,0,0,ODD_CELL_UNIQUE
6300,0,,,0,0,ODD_CELL_UNIQUE
6301,0,,,0,0,ODD_CELL_UNIQUE
6302,0,,,0,0,ODD_CELL_UNIQUE
6303,0,,,0,0,ODD_CELL_UNIQUE
6304,0,,,0,0,ODD_CELL_UNIQUE
6305,0,,,0,0,ODD_CELL_UNIQUE
6306,0,,,0,0,ODD_CELL_UNIQUE
6307,0,,,0,0,ODD_CELL_UNIQUE
6308,0,,,0,0,ODD_CELL_UNIQUE
6309,0,,,0,0,ODD_CELL_UNIQUE
6310,0,,,0,0,ODD_CELL_UNIQUE
6311,0,,,0,0,ODD_CELL_UNIQUE
6312,0,,,0,0,ODD_CELL_UNIQUE
6313,0,,,0,0,ODD_CELL_UNIQUE
6314,0,,,0,0,ODD_CELL_UNIQUE
6315,0,,,0,0,ODD_CELL_UNIQUE
6316,0,,,0,0,ODD_CELL_UNIQUE
6317,0,,,0,0,ODD_CELL_UNIQUE
6318,0,,,0,0,ODD_CELL_UNIQUE
6319,0,,,0,0,ODD_CELL_UNIQUE
6320,0,,,0,0,ODD_CELL_UNIQUE
6321,0,,,0,0,ODD_CELL_UNIQUE
6322,0,,,0,0,ODD_CELL_UNIQUE
6323,0,,,0,0,ODD_CELL_UNIQUE
6324,0,342,342,0,1,ODD_CELL_UNIQUE
6325,0,,,0,0,ODD_CELL_UNIQUE
6326,0,,,0,0,ODD_CELL_UNIQUE
6327,0,,,0,0,ODD_CELL_UNIQUE
6328,0,,,0,0,ODD_CELL_UNIQUE
6329,0,,,0,0,ODD_CELL_UNIQUE
6330,0,,,0,0,ODD_CELL_UNIQUE
6331,0,,,0,0,ODD_CELL_UNIQUE
6332,0,,,0,0,ODD_CELL_UNIQUE
6333,0,,,0,0,ODD_CELL_UNIQUE
6334,0,,,0,0,ODD_CELL_UNIQUE
6335,0,,,0,0,ODD_CELL_UNIQUE
6336,0,,,0,0,ODD_CELL_UNIQUE
6337,0,,,0,0,ODD_CELL_UNIQUE
6338,0,,,0,0,ODD_CELL_UNIQUE
6339,0,,,0,0,ODD_CELL_UNIQUE
6340,0,,,0,0,ODD_CELL_UNIQUE
6341,0,,,0,0,ODD_CELL_UNIQUE
6342,0,,,0,0,ODD_CELL_UNIQUE
6343,0,,,0,0,ODD_CELL_UNIQUE
6344,0,,,0,0,ODD_CELL_UNIQUE
6345,0,,,0,0,ODD_CELL_UNIQUE
6346,0,,,0,0,ODD_CELL_UNIQUE
6347,0,,,0,0,ODD_CELL_UNIQUE
6348,0,,,0,0,ODD_CELL_UNIQUE
6349,0,,,0,0,ODD_CELL_UNIQUE
6350,0,,,0,0,ODD_CELL_UNIQUE
6351,0,,,0,0,ODD_CELL_UNIQUE
6352,1,343,343,1,0,ODD_CELL_UNIQUE
6353,0,,,0,0,ODD_CELL_UNIQUE
6354,0,,,0,0,ODD_CELL_UNIQUE
6355,0,,,0,0,ODD_CELL_UNIQUE
6356,0,,,0,0,ODD_CELL_UNIQUE
6357,0,,,0,0,ODD_CELL_UNIQUE
6358,0,,,0,0,ODD_CELL_UNIQUE
6359,0,,,0,0,ODD_CELL_UNIQUE
6360,0,,,0,0,ODD_CELL_UNIQUE
6361,0,,,0,0,ODD_CELL_UNIQUE
6362,0,,,0,0,ODD_CELL_UNIQUE
6363,0,,,0,0,ODD_CELL_UNIQUE
6364,0,,,0,0,ODD_CELL_UNIQUE
6365,0,,,0,0,ODD_CELL_UNIQUE
6366,0,,,0,0,ODD_CELL_UNIQUE
6367,0,,,0,0,ODD_CELL_UNIQUE
6368,0,,,0,0,ODD_CELL_UNIQUE
6369,0,,,0,0,ODD_CELL_UNIQUE
6370,0,,,0,0,ODD_CELL_UNIQUE
6371,0,,,0,0,ODD_CELL_UNIQUE
6372,0,,,0,0,ODD_CELL_UNIQUE
6373,0,,,0,0,ODD_CELL_UNIQUE
6374,0,,,0,0,ODD_CELL_UNIQUE
6375,0,,,0,0,ODD_CELL_UNIQUE
6376,0,,,0,0,ODD_CELL_UNIQUE
6377,0,,,0,0,ODD_CELL_UNIQUE
6378,0,,,0,0,ODD_CELL_UNIQUE
6379,0,,,0,0,ODD_CELL_UNIQUE
6380,0,344,344,0,1,ODD_CELL_UNIQUE
6381,0,,,0,0,ODD_CELL_UNIQUE
6382,0,,,0,0,ODD_CELL_UNIQUE
6383,0,,,0,0,ODD_CELL_UNIQUE
6384,0,,,0,0,ODD_CELL_UNIQUE
6385,0,,,0,0,ODD_CELL_UNIQUE
6386,0,,,0,0,ODD_CELL_UNIQUE
6387,0,,,0,0,ODD_CELL_UNIQUE
6388,0,,,0,0,ODD_CELL_UNIQUE
6389,0,,,0,0,ODD_CELL_UNIQUE
6390,0,,,0,0,ODD_CELL_UNIQUE
6391,0,,,0,0,ODD_CELL_UNIQUE
6392,0,,,0,0,ODD_CELL_UNIQUE
6393,0,,,0,0,ODD_CELL_UNIQUE
6394,0,,,0,0,ODD_CELL_UNIQUE
6395,0,,,0,0,ODD_CELL_UNIQUE
6396,0,,,0,0,ODD_CELL_UNIQUE
6397,0,,,0,0,ODD_CELL_UNIQUE
6398,0,,,0,0,ODD_CELL_UNIQUE
6399,0,,,0,0,ODD_CELL_UNIQUE
6400,0,,,0,0,ODD_CELL_UNIQUE
6401,0,,,0,0,ODD_CELL_UNIQUE
6402,0,,,0,0,ODD_CELL_UNIQUE
6403,0,,,0,0,ODD_CELL_UNIQUE
6404,0,,,0,0,ODD_CELL_UNIQUE
6405,0,,,0,0,ODD_CELL_UNIQUE
6406,0,,,0,0,ODD_CELL_UNIQUE
6407,0,,,0,0,ODD_CELL_UNIQUE
6408,1,345,345,1,0,ODD_CELL_UNIQUE
6409,0,,,0,0,ODD_CELL_UNIQUE
6410,0,,,0,0,ODD_CELL_UNIQUE
6411,0,,,0,0,ODD_CELL_UNIQUE
6412,0,,,0,0,ODD_CELL_UNIQUE
6413,0,,,0,0,ODD_CELL_UNIQUE
6414,0,,,0,0,ODD_CELL_UNIQUE
6415,0,,,0,0,ODD_CELL_UNIQUE
6416,0,,,0,0,ODD_CELL_UNIQUE
6417,0,,,0,0,ODD_CELL_UNIQUE
6418,0,,,0,0,ODD_CELL_UNIQUE
6419,0,,,0,0,ODD_CELL_UNIQUE
6420,0,,,0,0,ODD_CELL_UNIQUE
6421,0,,,0,0,ODD_CELL_UNIQUE
6422,0,,,0,0,ODD_CELL_UNIQUE
6423,0,,,0,0,ODD_CELL_UNIQUE
6424,0,,,0,0,ODD_CELL_UNIQUE
6425,0,,,0,0,ODD_CELL_UNIQUE
6426,0,,,0,0,ODD_CELL_UNIQUE
6427,0,,,0,0,ODD_CELL_UNIQUE
6428,0,,,0,0,ODD_CELL_UNIQUE
6429,0,,,0,0,ODD_CELL_UNIQUE
6430,0,,,0,0,ODD_CELL_UNIQUE
6431,0,,,0,0,ODD_CELL_UNIQUE
6432,0,,,0,0,ODD_CELL_UNIQUE
6433,0,,,0,0,ODD_CELL_UNIQUE
6434,0,,,0,0,ODD_CELL_UNIQUE
6435,0,346,346,0,1,ODD_CELL_UNIQUE
6436,0,,,0,0,ODD_CELL_UNIQUE
6437,0,,,0,0,ODD_CELL_UNIQUE
6438,0,,,0,0,ODD_CELL_UNIQUE
6439,0,,,0,0,ODD_CELL_UNIQUE
6440,0,,,0,0,ODD_CELL_UNIQUE
6441,0,,,0,0,ODD_CELL_UNIQUE
6442,0,,,0,0,ODD_CELL_UNIQUE
6443,0,,,0,0,ODD_CELL_UNIQUE
6444,0,,,0,0,ODD_CELL_UNIQUE
6445,0,,,0,0,ODD_CELL_UNIQUE
6446,0,,,0,0,ODD_CELL_UNIQUE
6447,0,,,0,0,ODD_CELL_UNIQUE
6448,0,,,0,0,ODD_CELL_UNIQUE
6449,0,,,0,0,ODD_CELL_UNIQUE
6450,0,,,0,0,ODD_CELL_UNIQUE
6451,0,,,0,0,ODD_CELL_UNIQUE
6452,0,,,0,0,ODD_CELL_UNIQUE
6453,0,,,0,0,ODD_CELL_UNIQUE
6454,0,,,0,0,ODD_CELL_UNIQUE
6455,0,,,0,0,ODD_CELL_UNIQUE
6456,0,,,0,0,ODD_CELL_UNIQUE
6457,0,,,0,0,ODD_CELL_UNIQUE
6458,0,,,0,0,ODD_CELL_UNIQUE
6459,0,,,0,0,ODD_CELL_UNIQUE
6460,0,,,0,0,ODD_CELL_UNIQUE
6461,0,,,0,0,ODD_CELL_UNIQUE
6462,0,,,0,0,ODD_CELL_UNIQUE
6463,1,347,347,1,0,ODD_CELL_UNIQUE
6464,0,,,0,0,ODD_CELL_UNIQUE
6465,0,,,0,0,ODD_CELL_UNIQUE
6466,0,,,0,0,ODD_CELL_UNIQUE
6467,0,,,0,0,ODD_CELL_UNIQUE
6468,0,,,0,0,ODD_CELL_UNIQUE
6469,0,,,0,0,ODD_CELL_UNIQUE
6470,0,,,0,0,ODD_CELL_UNIQUE
6471,0,,,0,0,ODD_CELL_UNIQUE
6472,0,,,0,0,ODD_CELL_UNIQUE
6473,0,,,0,0,ODD_CELL_UNIQUE
6474,0,,,0,0,ODD_CELL_UNIQUE
6475,0,,,0,0,ODD_CELL_UNIQUE
6476,0,,,0,0,ODD_CELL_UNIQUE
6477,0,,,0,0,ODD_CELL_UNIQUE
6478,0,,,0,0,ODD_CELL_UNIQUE
6479,0,,,0,0,ODD_CELL_UNIQUE
6480,0,,,0,0,ODD_CELL_UNIQUE
6481,0,,,0,0,ODD_CELL_UNIQUE
6482,0,,,0,0,ODD_CELL_UNIQUE
6483,0,,,0,0,ODD_CELL_UNIQUE
6484,0,,,0,0,ODD_CELL_UNIQUE
6485,0,,,0,0,ODD_CELL_UNIQUE
6486,0,,,0,0,ODD_CELL_UNIQUE
6487,0,,,0,0,ODD_CELL_UNIQUE
6488,0,,,0,0,ODD_CELL_UNIQUE
6489,0,,,0,0,ODD_CELL_UNIQUE
6490,0,,,0,0,ODD_CELL_UNIQUE
6491,0,348,348,0,1,ODD_CELL_UNIQUE
6492,0,,,0,0,ODD_CELL_UNIQUE
6493,0,,,0,0,ODD_CELL_UNIQUE
6494,0,,,0,0,ODD_CELL_UNIQUE
6495,0,,,0,0,ODD_CELL_UNIQUE
6496,0,,,0,0,ODD_CELL_UNIQUE
6497,0,,,0,0,ODD_CELL_UNIQUE
6498,0,,,0,0,ODD_CELL_UNIQUE
6499,0,,,0,0,ODD_CELL_UNIQUE
6500,0,,,0,0,ODD_CELL_UNIQUE
6501,0,,,0,0,ODD_CELL_UNIQUE
6502,0,,,0,0,ODD_CELL_UNIQUE
6503,0,,,0,0,ODD_CELL_UNIQUE
6504,0,,,0,0,ODD_CELL_UNIQUE
6505,0,,,0,0,ODD_CELL_UNIQUE
6506,0,,,0,0,ODD_CELL_UNIQUE
6507,0,,,0,0,ODD_CELL_UNIQUE
6508,0,,,0,0,ODD_CELL_UNIQUE
6509,0,,,0,0,ODD_CELL_UNIQUE
6510,0,,,0,0,ODD_CELL_UNIQUE
6511,0,,,0,0,ODD_CELL_UNIQUE
6512,0,,,0,0,ODD_CELL_UNIQUE
6513,0,,,0,0,ODD_CELL_UNIQUE
6514,0,,,0,0,ODD_CELL_UNIQUE
6515,0,,,0,0,ODD_CELL_UNIQUE
6516,0,,,0,0,ODD_CELL_UNIQUE
6517,0,,,0,0,ODD_CELL_UNIQUE
6518,0,,,0,0,ODD_CELL_UNIQUE
6519,1,349,349,1,0,ODD_CELL_UNIQUE
6520,0,,,0,0,ODD_CELL_UNIQUE
6521,0,,,0,0,ODD_CELL_UNIQUE
6522,0,,,0,0,ODD_CELL_UNIQUE
6523,0,,,0,0,ODD_CELL_UNIQUE
6524,0,,,0,0,ODD_CELL_UNIQUE
6525,0,,,0,0,ODD_CELL_UNIQUE
6526,0,,,0,0,ODD_CELL_UNIQUE
6527,0,,,0,0,ODD_CELL_UNIQUE
6528,0,,,0,0,ODD_CELL_UNIQUE
6529,0,,,0,0,ODD_CELL_UNIQUE
6530,0,,,0,0,ODD_CELL_UNIQUE
6531,0,,,0,0,ODD_CELL_UNIQUE
6532,0,,,0,0,ODD_CELL_UNIQUE
6533,0,,,0,0,ODD_CELL_UNIQUE
6534,0,,,0,0,ODD_CELL_UNIQUE
6535,0,,,0,0,ODD_CELL_UNIQUE
6536,0,,,0,0,ODD_CELL_UNIQUE
6537,0,,,0,0,ODD_CELL_UNIQUE
6538,0,,,0,0,ODD_CELL_UNIQUE
6539,0,,,0,0,ODD_CELL_UNIQUE
6540,0,,,0,0,ODD_CELL_UNIQUE
6541,0,,,0,0,ODD_CELL_UNIQUE
6542,0,,,0,0,ODD_CELL_UNIQUE
6543,0,,,0,0,ODD_CELL_UNIQUE
6544,0,,,0,0,ODD_CELL_UNIQUE
6545,0,,,0,0,ODD_CELL_UNIQUE
6546,0,,,0,0,ODD_CELL_UNIQUE
6547,0,350,350,0,1,ODD_CELL_UNIQUE
6548,0,,,0,0,ODD_CELL_UNIQUE
6549,0,,,0,0,ODD_CELL_UNIQUE
6550,0,,,0,0,ODD_CELL_UNIQUE
6551,0,,,0,0,ODD_CELL_UNIQUE
6552,0,,,0,0,ODD_CELL_UNIQUE
6553,0,,,0,0,ODD_CELL_UNIQUE
6554,0,,,0,0,ODD_CELL_UNIQUE
6555,0,,,0,0,ODD_CELL_UNIQUE
6556,0,,,0,0,ODD_CELL_UNIQUE
6557,0,,,0,0,ODD_CELL_UNIQUE
6558,0,,,0,0,ODD_CELL_UNIQUE
6559,0,,,0,0,ODD_CELL_UNIQUE
6560,0,,,0,0,ODD_CELL_UNIQUE
6561,0,,,0,0,ODD_CELL_UNIQUE
6562,0,,,0,0,ODD_CELL_UNIQUE
6563,0,,,0,0,ODD_CELL_UNIQUE
6564,0,,,0,0,ODD_CELL_UNIQUE
6565,0,,,0,0,ODD_CELL_UNIQUE
6566,0,,,0,0,ODD_CELL_UNIQUE
6567,0,,,0,0,ODD_CELL_UNIQUE
6568,0,,,0,0,ODD_CELL_UNIQUE
6569,0,,,0,0,ODD_CELL_UNIQUE
6570,0,,,0,0,ODD_CELL_UNIQUE
6571,0,,,0,0,ODD_CELL_UNIQUE
6572,0,,,0,0,ODD_CELL_UNIQUE
6573,0,,,0,0,ODD_CELL_UNIQUE
6574,0,,,0,0,ODD_CELL_UNIQUE
6575,1,351,351,1,0,ODD_CELL_UNIQUE
6576,0,,,0,0,ODD_CELL_UNIQUE
6577,0,,,0,0,ODD_CELL_UNIQUE
6578,0,,,0,0,ODD_CELL_UNIQUE
6579,0,,,0,0,ODD_CELL_UNIQUE
6580,0,,,0,0,ODD_CELL_UNIQUE
6581,0,,,0,0,ODD_CELL_UNIQUE
6582,0,,,0,0,ODD_CELL_UNIQUE
6583,0,,,0,0,ODD_CELL_UNIQUE
6584,0,,,0,0,ODD_CELL_UNIQUE
6585,0,,,0,0,ODD_CELL_UNIQUE
6586,0,,,0,0,ODD_CELL_UNIQUE
6587,0,,,0,0,ODD_CELL_UNIQUE
6588,0,,,0,0,ODD_CELL_UNIQUE
6589,0,,,0,0,ODD_CELL_UNIQUE
6590,0,,,0,0,ODD_CELL_UNIQUE
6591,0,,,0,0,ODD_CELL_UNIQUE
6592,0,,,0,0,ODD_CELL_UNIQUE
6593,0,,,0,0,ODD_CELL_UNIQUE
6594,0,,,0,0,ODD_CELL_UNIQUE
6595,0,,,0,0,ODD_CELL_UNIQUE
6596,0,,,0,0,ODD_CELL_UNIQUE
6597,0,,,0,0,ODD_CELL_UNIQUE
6598,0,,,0,0,ODD_CELL_UNIQUE
6599,0,,,0,0,ODD_CELL_UNIQUE
6600,0,,,0,0,ODD_CELL_UNIQUE
6601,0,,,0,0,ODD_CELL_UNIQUE
6602,0,,,0,0,ODD_CELL_UNIQUE
6603,0,,,0,0,ODD_CELL_UNIQUE
6604,0,352,352,0,1,ODD_CELL_UNIQUE
6605,0,,,0,0,ODD_CELL_UNIQUE
6606,0,,,0,0,ODD_CELL_UNIQUE
6607,0,,,0,0,ODD_CELL_UNIQUE
6608,0,,,0,0,ODD_CELL_UNIQUE
6609,0,,,0,0,ODD_CELL_UNIQUE
6610,0,,,0,0,ODD_CELL_UNIQUE
6611,0,,,0,0,ODD_CELL_UNIQUE
6612,0,,,0,0,ODD_CELL_UNIQUE
6613,0,,,0,0,ODD_CELL_UNIQUE
6614,0,,,0,0,ODD_CELL_UNIQUE
6615,0,,,0,0,ODD_CELL_UNIQUE
6616,0,,,0,0,ODD_CELL_UNIQUE
6617,0,,,0,0,ODD_CELL_UNIQUE
6618,0,,,0,0,ODD_CELL_UNIQUE
6619,0,,,0,0,ODD_CELL_UNIQUE
6620,0,,,0,0,ODD_CELL_UNIQUE
6621,0,,,0,0,ODD_CELL_UNIQUE
6622,0,,,0,0,ODD_CELL_UNIQUE
6623,0,,,0,0,ODD_CELL_UNIQUE
6624,0,,,0,0,ODD_CELL_UNIQUE
6625,0,,,0,0,ODD_CELL_UNIQUE
6626,0,,,0,0,ODD_CELL_UNIQUE
6627,0,,,0,0,ODD_CELL_UNIQUE
6628,0,,,0,0,ODD_CELL_UNIQUE
6629,0,,,0,0,ODD_CELL_UNIQUE
6630,0,,,0,0,ODD_CELL_UNIQUE
6631,0,,,0,0,ODD_CELL_UNIQUE
6632,1,353,353,1,0,ODD_CELL_UNIQUE
6633,0,,,0,0,ODD_CELL_UNIQUE
6634,0,,,0,0,ODD_CELL_UNIQUE
6635,0,,,0,0,ODD_CELL_UNIQUE
6636,0,,,0,0,ODD_CELL_UNIQUE
6637,0,,,0,0,ODD_CELL_UNIQUE
6638,0,,,0,0,ODD_CELL_UNIQUE
6639,0,,,0,0,ODD_CELL_UNIQUE
6640,0,,,0,0,ODD_CELL_UNIQUE
6641,0,,,0,0,ODD_CELL_UNIQUE
6642,0,,,0,0,ODD_CELL_UNIQUE
6643,0,,,0,0,ODD_CELL_UNIQUE
6644,0,,,0,0,ODD_CELL_UNIQUE
6645,0,,,0,0,ODD_CELL_UNIQUE
6646,0,,,0,0,ODD_CELL_UNIQUE
6647,0,,,0,0,ODD_CELL_UNIQUE
6648,0,,,0,0,ODD_CELL_UNIQUE
6649,0,,,0,0,ODD_CELL_UNIQUE
6650,0,,,0,0,ODD_CELL_UNIQUE
6651,0,,,0,0,ODD_CELL_UNIQUE
6652,0,,,0,0,ODD_CELL_UNIQUE
6653,0,,,0,0,ODD_CELL_UNIQUE
6654,0,,,0,0,ODD_CELL_UNIQUE
6655,0,,,0,0,ODD_CELL_UNIQUE
6656,0,,,0,0,ODD_CELL_UNIQUE
6657,0,,,0,0,ODD_CELL_UNIQUE
6658,0,,,0,0,ODD_CELL_UNIQUE
6659,0,,,0,0,ODD_CELL_UNIQUE
6660,0,354,354,0,1,ODD_CELL_UNIQUE
6661,0,,,0,0,ODD_CELL_UNIQUE
6662,0,,,0,0,ODD_CELL_UNIQUE
6663,0,,,0,0,ODD_CELL_UNIQUE
6664,0,,,0,0,ODD_CELL_UNIQUE
6665,0,,,0,0,ODD_CELL_UNIQUE
6666,0,,,0,0,ODD_CELL_UNIQUE
6667,0,,,0,0,ODD_CELL_UNIQUE
6668,0,,,0,0,ODD_CELL_UNIQUE
6669,0,,,0,0,ODD_CELL_UNIQUE
6670,0,,,0,0,ODD_CELL_UNIQUE
6671,0,,,0,0,ODD_CELL_UNIQUE
6672,0,,,0,0,ODD_CELL_UNIQUE
6673,0,,,0,0,ODD_CELL_UNIQUE
6674,0,,,0,0,ODD_CELL_UNIQUE
6675,0,,,0,0,ODD_CELL_UNIQUE
6676,0,,,0,0,ODD_CELL_UNIQUE
6677,0,,,0,0,ODD_CELL_UNIQUE
6678,0,,,0,0,ODD_CELL_UNIQUE
6679,0,,,0,0,ODD_CELL_UNIQUE
6680,0,,,0,0,ODD_CELL_UNIQUE
6681,0,,,0,0,ODD_CELL_UNIQUE
6682,0,,,0,0,ODD_CELL_UNIQUE
6683,0,,,0,0,ODD_CELL_UNIQUE
6684,0,,,0,0,ODD_CELL_UNIQUE
6685,0,,,0,0,ODD_CELL_UNIQUE
6686,0,,,0,0,ODD_CELL_UNIQUE
6687,0,,,0,0,ODD_CELL_UNIQUE
6688,1,355,355,1,0,ODD_CELL_UNIQUE
6689,0,,,0,0,ODD_CELL_UNIQUE
6690,0,,,0,0,ODD_CELL_UNIQUE
6691,0,,,0,0,ODD_CELL_UNIQUE
6692,0,,,0,0,ODD_CELL_UNIQUE
6693,0,,,0,0,ODD_CELL_UNIQUE
6694,0,,,0,0,ODD_CELL_UNIQUE
6695,0,,,0,0,ODD_CELL_UNIQUE
6696,0,,,0,0,ODD_CELL_UNIQUE
6697,0,,,0,0,ODD_CELL_UNIQUE
6698,0,,,0,0,ODD_CELL_UNIQUE
6699,0,,,0,0,ODD_CELL_UNIQUE
6700,0,,,0,0,ODD_CELL_UNIQUE
6701,0,,,0,0,ODD_CELL_UNIQUE
6702,0,,,0,0,ODD_CELL_UNIQUE
6703,0,,,0,0,ODD_CELL_UNIQUE
6704,0,,,0,0,ODD_CELL_UNIQUE
6705,0,,,0,0,ODD_CELL_UNIQUE
6706,0,,,0,0,ODD_CELL_UNIQUE
6707,0,,,0,0,ODD_CELL_UNIQUE
6708,0,,,0,0,ODD_CELL_UNIQUE
6709,0,,,0,0,ODD_CELL_UNIQUE
6710,0,,,0,0,ODD_CELL_UNIQUE
6711,0,,,0,0,ODD_CELL_UNIQUE
6712,0,,,0,0,ODD_CELL_UNIQUE
