log10_L,count,sup_rho,inf_rho,sup_c,sup_eta,grew,declined,witness
43,19975,2.3660769890911592e+67,1.2912478088216404e-41,2.5312500000000004,5.590150981802975e+178,4894,15081,"{""n"":111099,""L"":49367470442125109208481086341492874506572071,""H"":157777266914823964377198978648190244374925070983581671649948754414666392160089600732766927715714938601370194906290125844009057801023051202324482546885983882022032427942231152869033337379831157189375221095948646430987503592,""L_next"":397211866533244402236525061579607128704104988579104693977463829782824240033597948192463271133960604551786848195,""r"":4,""rho"":8.046024294457363e+66,""c"":2.5312500000000004,""eta"":3.19597632817324e+177}"
44,20326,7.979848814997207e+68,1.505681211859503e-42,2.5312500000000004,6.421781076006805e+182,5050,15276,"{""n"":267801,""L"":103495671043093461833676267598190195001801657,""H"":6691809364310562231919016502738417582284341373502701659011330264135684052185451087967090315568315020215877136188786799566132847018504203577068958276159983397144241799753124753503999052386491051351574243726861361580794335088,""L_next"":2586853177957837295533832343593973424232000824625682518120945451419132761719770725745751799480613624360226831165,""r"":4,""rho"":2.4994795935771315e+67,""c"":2.5312500000000004,""eta"":6.4657867298857656e+178}"
45,20713,2.733146303744783e+70,4.976717700140864e-44,2.5312500000000004,7.465166014082688e+186,5140,15573,"{""n"":727311,""L"":1317444468739582958417629866524366467490543755,""H"":2622073504474066721035276188751655846430234655983345039957927746439354398090890202627274610024299440025587601949445998208990199535362151194879752295615202541767743941756295093675009216588650518173646358380901195178654479156854786,""L_next"":1619281786618396668809582271419703248468200507809341957462566296456327919010623544963866398065510620802801332983291,""r"":4,""rho"":1.2291081901672756e+69,""c"":2.5312500000000004,""eta"":1.9902725061213701e+183}"
46,23676,9.176948617254293e+71,8.86955864249597e-45,2.5312500000000004,8.434540775198797e+190,5917,17759,"{""n"":25007,""L"":23876563279128269523322508753839056968300112059,""H"":6144440146039651317775264460609240710531060087256676486727034062352368518970173388223197782379098607629315404925685837530663153068677194853374315752627094160466921163152460212946076394937787474310948063142183602818083925787771792686174,""L_next"":2478798125309854940825254653655068955537472520084602742546187246348174489352104940402466922422454335887766402021408315,""r"":4,""rho"":1.038172075407812e+71,""c"":2.5312500000000004,""eta"":2.5734189942699258e+188}"
47,9453,3.1441070352562815e+73,2.0468998180227474e-46,2.5312500000000004,9.973076646424193e+194,2323,7130,"{""n"":329299,""L"":602142949364000488867323010244300684967200524621,""H"":76688325085265049376764441121456091657896445017644175762063112553811808967884090014184606726359388211596037051969618183117681915995762767556490228683407922172062749909184812208384867605668322692792569916474869343524778255623085088775823201146,""L_next"":8757187053230337923770245264985394639327485791246790019259084302913522730664159010368357583602803808890060501093111744273,""r"":4,""rho"":1.4543368916766214e+73,""c"":2.5312500000000004,""eta"":1.2735900198825762e+194}"
48,10931,1.0707507685040437e+75,6.235810471229976e-47,2.5312500000000004,1.143818102890836e+199,2726,8205,"{""n"":189023,""L"":6212569864861860898575444534725958173858630871785,""H"":10373752541317699409244018970142384746628808465890755107180693783346497780733309281124735521970658429887381286730066454335143084192988140803847052281111473928918613604142926534174814746943830745789908892570421289818924120845883801765301888013825966,""L_next"":3220831032717751775674156408006655749991159246054807795927941975405638404950981785925563309883297208059475641843999177013805,""r"":4,""rho"":5.184377967215614e+74,""c"":2.5312500000000004,""eta"":1.6698005442146225e+198}"
49,14409,3.648387351531953e+76,1.6654495354196615e-47,2.5312500000000004,1.3302745213364947e+203,3653,10756,"{""n"":534361,""L"":39839626298293416395793568600228568714608179308197,""H"":126356033298049536207343379254102550402527424953288941525490608035824378266774882528622335196410880833837391917002776025003973173819879013692432277750117337687959683293690358296268838893826671017182273370463489816691837824820603501771941910845385695952,""L_next"":355465938309213441586814468277042380259113565711771529781981939556857577864330022035234459135122631322516650232021647342800943,""r"":4,""rho"":8.922421501841253e+75,""c"":2.5312500000000004,""eta"":3.171616931142303e+201}"
50,11633,1.2404097318927672e+78,3.8795417353227906e-48,2.5312500000000004,1.5381887165100343e+207,2994,8639,"{""n"":604563,""L"":116017777709715134787434685831321813003805475680101,""H"":28291468851200631371920615656255594550092607714647799794942235205468320945323484524108501498246213312514471971134588803261462961898333524873564828052693607734526288026506406552619416115032215203365379994976964385618967040619953017546456893532661821751706,""L_next"":5318972537173004747635782445623019558973169866935618876964514938386544346196748599856729580196005573133319726794663095601263251,""r"":4,""rho"":4.584618531895567e+76,""c"":2.5312500000000004,""eta"":2.438546006456694e+203}"
51,14932,4.212845477256836e+79,7.072996656196963e-50,2.5312500000000004,1.7736742252812314e+211,3730,11202,"{""n"":456289,""L"":4246729230801094290293989813026384995836226121549137,""H"":2328232075753807658273294827080142526289609373210705994536828519177483768961237437997707176362781737801405724995423150408237210027209263653036926610250382392744069447874456356064864522403985624101422490843196933908512519383384832962015501527827396062077061502360,""L_next"":48251757229698978687052515177894319131890100579529110333380506709718100083699068946101313916411599872059276724630275164501196803019,""r"":4,""rho"":1.1362098831197879e+79,""c"":2.5312500000000004,""eta"":5.4824123442280654e+209}"
52,14373,1.4069764257291298e+81,6.452521030024035e-51,2.5312500000000004,1.9560195807063335e+215,3730,10643,"{""n"":551527,""L"":23938913851853459691865879641919598527005724345709357,""H"":14764414762277834623623908169798347965454867649353504819353230666105853297103789534940364863414205090966806178588864327618289374488648552317258134058932828255374553112113538750593470070151737398543693009861403597577619611991616624041090514788469270306631382644444958,""L_next"":3842449057863725878393328791085130653230517770146787071599204826584972369452583996775433517293270169765225503719996772683723368577959,""r"":4,""rho"":1.6051058463399023e+80,""c"":2.5312500000000004,""eta"":6.1675374470403164e+212}"
53,6635,4.8112059964708005e+82,6.316828834659441e-51,2.5312500000000004,2.3658111566829884e+219,1703,4932,"{""n"":397379,""L"":650221732058955813277388800876192186037207829983553917,""H"":268301898452175952211138814558112165795115488730293651730341663602676910788837449639756030205505017876754540548239558663334829377687667032453835982818395383414477867593469668859698589613887135242915708461188309414077194600748153753701298900487584562121894310501327790430144,""L_next"":16379923639998324247717274820884526807735071009724255547654436363951024052125633790222277146757720435622763788209095561005629418489305187,""r"":4,""rho"":2.519128911322384e+82,""c"":2.5312500000000004,""eta"":4.126313920677276e+218}"
54,7657,1.6430991138596983e+84,4.30041672086734e-53,2.5312500000000004,2.687274432306898e+223,1890,5767,"{""n"":416281,""L"":1016306088925793478950278426997765198495300519675660995,""H"":2573722212265470807872279012142955355751076884499895789792830681148542825609701349450460580290085487308510179379527964301054407339270581612183076714804084476184766881966536529222451168629861771957427611400676425996338970116669621792637152623032982395861468973640937135661052,""L_next"":50731865846482236473467931319091785577178235096570110572242290162106137569791692594592420997340487339312387801447944713003975446391210037,""r"":4,""rho"":4.9917900128006094e+82,""c"":2.5312500000000004,""eta"":2.5324282126321036e+219}"
55,10105,5.599684768475753e+85,1.9904151760772517e-53,2.5312500000000004,3.1286746764730713e+227,2599,7506,"{""n"":39137,""L"":72936481698394124735008256789261924757211605172235599125,""H"":6399677673060190481452808072556544048489734314206938905129232750484986509688187692303474512154195290358696183665142093871144027803989053132822016632779110781667325095865010162266808006023449109815859885143495058372426883691971097462415771893521915232477968883851604902510636627704024,""L_next"":2529758421877510121683430114946077636023393358331104906232879568174193417908249816054786643455837755714345670029863512455197475547746378960739,""r"":4,""rho"":3.468440433332842e+85,""c"":2.5312500000000004,""eta"":8.774316397004238e+226}"
56,9450,1.906327451493541e+87,4.6992004605205535e-55,2.5312500000000004,3.628337337633643e+231,2251,7199,"{""n"":177765,""L"":578576128134171062329930027764429405060478592855773192567,""H"":228796873781041377571754206871637002435772693299767609617875398719596090893968180006294596124485055545101804137697273312733304094146078206144386232474347413795648553646369389846286986585119995589172466550973998212739128857870218691182274137492835034703186294454554433906328793720306804606,""L_next"":478327161868361159003579042426150162291532541765961769281341393479984597075902628496678049749798590290074129720068963639649136996280371976763077,""r"":4,""rho"":8.267315891702979e+86,""c"":2.5312500000000004,""eta"":3.954481746747486e+230}"
57,10723,6.48432986048921e+88,6.41607796431487e-56,2.5312500000000004,4.200641029834503e+235,2739,7984,"{""n"":99401,""L"":5012161229713404842690877468629309700277309138219943946029,""H"":12775465354921468722019721841769069570085667288340527719681143673087267376587180396235526557415161068292473678809947980363182693779036246475310062352621494245717496828610253568111538234679858952010899942706481564092693055296300140850104889852880388899268097548783187775660270314055902974672118,""L_next"":113028604144798093326239940160875463312788540393732715543384163847224236230069443536996080517657870830293120377135551268927388607681023062238856575,""r"":4,""rho"":2.255087156309636e+88,""c"":2.5312500000000004,""eta"":2.5488935350254025e+234}"
58,13578,2.169401570733194e+90,6.947659427422622e-57,2.5312500000000004,4.821755176515197e+239,3409,10169,"{""n"":261327,""L"":37295107350794353014784478009754421491054499083035333030661,""H"":330360069796012591849400553113478588948322380022763364544820266033062310454737329353420086266922463205695430519624534494377316015222648738811136268970798594308166709627545128629437806819294614764222426002550524191262242829526397133158419160778475569647889442307499437223355612615002941527176574436,""L_next"":18175810017603413315266840728566283550906263396463871066822458545060702023692328357214100571775137473606732402579564388745937874825489038973017627341,""r"":4,""rho"":4.8735105778469586e+89,""c"":2.5312500000000004,""eta"":8.858000238172694e+237}"
59,10047,7.343368547398327e+91,8.264569836298213e-58,2.5312500000000004,5.556175282362507e+243,2551,7496,"{""n"":1382043,""L"":661811429711436689866316701046098473873960376903977796907227,""H"":695772417429306957184787407845472371323566388378958376326174804086312420473861079403582953113513238952103220088043196561997662505602806717446034886649093504856594475895333097638228456454099153731804313094524289428377348612930896171171922940032711971145146269280527552177639120669007815366736342807253208,""L_next"":26377498316354926026425026866851085205350229145096013370494719560342199021794679384691352977183882254334140143098116921660085432694765748219136736298229,""r"":4,""rho"":3.985651672388924e+91,""c"":2.5312500000000004,""eta"":1.0513152027801605e+243}"
60,9634,1.7259304259023834e+93,8.698203259846924e-59,2.5312500000000004,2.3095701820754078e+247,2356,7278,"{""n"":42201,""L"":1201243056493306811946867932560327840921557113456163026602025,""H"":14227591338309091074442268746962565461754657528873013693115881175977975095699330169114930415461345515881001386213823170743940809849227453649696913395448497236976601143857862546712312799796150511268913286886213904556206946233010241462927420909081225458393449146134195888045988987933732481378760714360155764,""L_next"":119279467379382152715820950757904021565235978809228295807438123340122113585069608038020096588873698164795928076294211977814439747108591922403544165668951,""r"":4,""rho"":9.929669664654313e+91,""c"":2.5312500000000004,""eta"":1.1844057088531746e+244}"
61,11914,4.208420786973723e+42,9.180433818476548e-60,1.6875000000000002,1.7728354825933005e+147,2514,9400,"{""n"":28719,""L"":10148369579455045137284479102613070644378650920239952632029029,""H"":78811106949981482539883084077735101545303537031379800131682571131798532724974674139577643486281635158541528818692877949535489685340888624723785058270267762684268539194035043382838472806454737220456074939160,""L_next"":8877561993587061543403318638024633108986844330880266887288334200238362710971542545888768655612240989967,""r"":3,""rho"":8.747771673155576e+41,""c"":1.6875000000000002,""eta"":7.765888533418345e+144}"
62,9161,2.021459106573455e+43,1.2603392788909347e-60,1.6875000000000002,4.17935331023645e+149,1982,7179,"{""n"":12097,""L"":710602787444203497654146756570136553565231506614881847010949371,""H"":133119234101435722851480380846890178689820222980744536656326581980232044904727309586416019997414911965996756509465028367076593440577357368330231909143511503704932495272718688968763940299945643389240056199745326546,""L_next"":11537730890492970882216397428739862275603680292826346471145168739610407463253028891865404719051353854571279,""r"":3,""rho"":1.6236540433496278e+43,""c"":1.6875000000000002,""eta"":1.8733283411428812e+149}"
63,5627,9.999796829676229e+43,1.038601850860922e-61,1.6875000000000002,9.999298156381931e+151,1211,4416,"{""n"":148917,""L"":6035403651076743192495037319008359401947627782837304826661301861,""H"":181921418729132238853970815850722011909096012324940585001736508269220864545670381605901184368392258853670556517211231443613345191091448632275987925187775096540322700786258213735918471508292057896428785068794422998440,""L_next"":426522471540635522063366326289047211915920364749028822195202039128092821103609667165126761840150812913319199,""r"":3,""rho"":7.067008210205493e+43,""c"":1.6875000000000002,""eta"":3.01423780821481e+151}"
64,6468,4.824690622412815e+44,1.1843905015966959e-62,1.6875000000000002,2.3539509650621458e+154,1338,5130,"{""n"":190415,""L"":16626551846084557263865417408450651662456740754656498797800034673,""H"":5561697889447848583581785514662856028538566211880919454375823392662886619966686529797834970013561377897636281115713189117780907738758413089862125044500821301370173924985596523741117628649927848646179551751205109564222,""L_next"":2358325229786563722497305952603629866477996195920635732908100074662025423255690805331158464872713868861453947,""r"":3,""rho"":1.4184090914448588e+44,""c"":1.6875000000000002,""eta"":3.3450699465130476e+152}"
65,7847,2.367802202022665e+45,1.297427624703155e-63,1.6875000000000002,5.5970963884625025e+156,1654,6193,"{""n"":265577,""L"":951326343470495421556031265671523363544521809986584330490965886431,""H"":4751843626346071404165706120893143699804381056822673141387145405584949855562359143374843256340023775480567275309945454293138987678438027005613402559510751801084695016756388529464477193606353643529645314276435431403853208836,""L_next"":2179872387628705068039020959972184308699485258832868685010449317142132333348985119354361470016991598292501389509,""r"":3,""rho"":2.2914033681401065e+45,""c"":1.6875000000000002,""eta"":4.994966931128031e+156}"
66,8017,1.1536360978187897e+46,1.3984337939716437e-64,1.6875000000000002,1.331365148507662e+159,1665,6352,"{""n"":1301203,""L"":1286737525859264041087150704314860083444292155285368287558746536125,""H"":13168267423369524560978977512948312907986042178480658497661669467069427955046584470494521399765946748563810010151069425232361377183603123301186785849568106812532507567981180567245758438851555824134837180226177919580374530582,""L_next"":3628810745047132457437754313693781678060609356345199211637867112020248366963567996771246884480878563003640208899,""r"":3,""rho"":2.820163920084531e+45,""c"":1.6875000000000002,""eta"":1.0233841135996988e+157}"
67,6621,5.604030849515751e+46,1.701486341943178e-65,1.6875000000000002,3.1562972431229984e+161,1426,5195,"{""n"":82603,""L"":19278614298728522267778749119257085805563175970694659708020840036005,""H"":122216790419642342101043849212726902376919948859480521323041190011100992148787505095304393834061939983340068620686852020144013280824885638960130248555371887339764604212347339169240795723001056894239924120952893824750374353384054,""L_next"":349595180772908169820385982206088032940755396961037695129866158064220909957027786499742315205504115108866677145359,""r"":3,""rho"":1.8133833446523433e+46,""c"":1.6875000000000002,""eta"":6.339500781843168e+159}"
68,7819,2.7092145507961757e+47,1.8511017429688429e-66,1.6875000000000002,7.378641287824382e+163,1681,6138,"{""n"":395967,""L"":122560660989330028808975298265517064929696219097485734254245759559067,""H"":62832587396225259138141464942408327921246765767591611811974319649316522441631007022961867346768233408149304899062052786441449180304049298896007821067425255165909981885900988438937377894663733208063188198672672837491094076477261426,""L_next"":7926700915022923907249560925113114441842683748612078239091735538853216572674867360153945704372390016641840448189701,""r"":3,""rho"":6.467573568090509e+46,""c"":1.6875000000000002,""eta"":5.126652132016111e+161}"
69,10046,1.3307807874865506e+48,2.0906974342025438e-67,1.6875000000000002,1.7697599321512982e+166,2087,7959,"{""n"":62317,""L"":1319147181362277797652693066094779136406453065791932304039974084059043,""H"":190980810325091159301097464075618701330306009354100098077155206511155622658750942897414894291026692013402083137547854926344998570908753477878383371603057150411234079582651828607353100362739265341861758707157724186650538782124486657866,""L_next"":437013512748852148466656476988395025610550652535576413455833558673690743665212906760634864516585697256602424850215503,""r"":3,""rho"":3.31284877778043e+47,""c"":1.6875000000000002,""eta"":1.4477596815835672e+164}"
70,5075,6.406325586789036e+48,2.1638198089958353e-68,1.6875000000000002,4.1706209663262326e+168,1039,4036,"{""n"":342261,""L"":83131124472160433825568585814342975082802744368101120374990926807153017,""H"":226048867565222813555880862626073309459168471203303092712098097411247325438425427268824007195128087638927275831700761069701278594731768330726619563307640783950601776497166805112917737117530385929721205105235139048404440528973845020681566656,""L_next"":475445967030137730198658494293786045821309853275891117796460555041927313762571540091521676538516859502359043218094730105,""r"":3,""rho"":5.719229350606927e+48,""c"":1.6875000000000002,""eta"":2.719184529266457e+168}"
71,3443,3.105897448238185e+49,2.449043974621746e-69,1.6875000000000002,9.924489868270582e+170,734,2709,"{""n"":404183,""L"":700215166778792636803477767321582064484280068247249553181360476226032655,""H"":300369863925636648321081447843572751520469124324307235155105493927062320244791503013155651351495091992927656638976258522524430559151682315279408206767593380299064870920176429691938936203650789962758646932307995131191021653655669086425619262458,""L_next"":17331181838687073458094813681186719363207883649724864802080179748560949670938505405939439384673312979932315584148285452877,""r"":3,""rho"":2.4751223139618493e+49,""c"":1.6875000000000002,""eta"":4.2896794896264727e+170}"
72,3907,1.5289592963785473e+50,2.654944809464808e-70,1.6875000000000002,2.313539015976839e+173,806,3101,"{""n"":25029,""L"":2033786489682715034035918698626837667827856207838100653043167292049792937,""H"":10978185966663911692885529296663658591746369789519926383705351888499441106388627129577787858661135372085246858965786211959514651106274130928675691289040948038321723069780501927969504697539374951033417680059393491122979615558979998844823549330808,""L_next"":104776838884669123677153107583575090745905069256702508951404861392541541431660015570857667175134240950124641286603791561189,""r"":3,""rho"":5.151811137314372e+49,""c"":1.6875000000000002,""eta"":5.39790485498632e+171}"
73,4720,7.44097192524847e+50,3.090860585351108e-71,1.6875000000000002,5.5802004831093894e+175,1018,3702,"{""n"":11239,""L"":80885388239358687138250587744224550358131782768900085094262119887253048481,""H"":2748283313931997425766644228725826336261334158979626355217709034425322390940247322000586960610536215784106605992332532689877251410235214697939008729197114266004102525586436136701396190349785846565272309982380937652329483339747753296627338268734526022,""L_next"":52424071893854233743038126973885590000797971816114976746768679009473266882321999274546164501378335406719410281897723474566085,""r"":3,""rho"":6.481278390939932e+50,""c"":1.6875000000000002,""eta"":3.397750043307189e+175}"
74,5671,3.6340087343618e+51,3.5037366451126426e-72,1.6875000000000002,1.3112846465979878e+178,1242,4429,"{""n"":629419,""L"":204288001777074027195938106424311516409759789445256332445822686274954240043,""H"":62671437171482129840760195803660586279648014589802705669972414220947870848145346384124199360906962568035887518937598704085738576216028219383316611794515826627543742157480168476393821095218105713297903038302456116693007460871191267842811572540191597902,""L_next"":250342639539256535819218923349122409357464028919564419318724496224811076932524994257411009659863692049679895802926846632174087,""r"":3,""rho"":1.225439758387959e+51,""c"":1.6875000000000002,""eta"":3.0677982371119047e+176}"
75,4096,1.7726219959042262e+52,3.6864352370920055e-73,1.6875000000000002,3.127658820243231e+180,839,3257,"{""n"":316671,""L"":1867825949412785025894601092732376020687715094260344951468508284766470672009,""H"":109839959940824451098637870389860308756192505936850238866409805858781215309768917757414639110837218174247287850104689209557222686365930082991711561256738396969235511793793076498356475164516284481910752559673984013706042723625950357707268348822559072518376,""L_next"":10480456094122261580967361786253177064949347503816104519970292988224175116218715401164465613672519410698758735927961406655399931,""r"":3,""rho"":5.611045342536949e+51,""c"":1.6875000000000002,""eta"":5.88063143545877e+178}"
76,4781,8.626530132653616e+52,4.070642509363899e-74,1.6875000000000002,7.40034782620127e+182,1020,3761,"{""n"":194453,""L"":17576093492133064070170181155820236152002517159895492621704030490139852098639,""H"":212135301166676661029796083655532809815771711697173272588572200602763098614620833603399703081258832949798380873944603136898721235777442901221365343630335971411116437361758442556302194615458506117050271335037401693399303294850279231500734639521681824117897802,""L_next"":460581481571585399569165715821398801466392877270404255517198067788912475063355256060397787255253812313969350319952522529424648523,""r"":3,""rho"":2.620499724684205e+52,""c"":1.6875000000000002,""eta"":1.2069536456529827e+181}"
77,4954,4.2006870993821965e+53,1.1828446852199958e-75,1.6875000000000002,1.754678335912759e+185,1104,3850,"{""n"":873113,""L"":147996690455586513088153692166124874163125313472098910971598263639093197275069,""H"":281579162216269170906312166979703497498534312348972857659626220149141524997507965646114282166948963179669870194816053667536905191374376028820804831278880909514874629607523229825161132009051537763988864695768838213145542566134814960688069327037883929863349114182,""L_next"":16780320682760182903092575383403785466527393711494401487647935701061012528853946260806360986194323006893706742338846379548354188903,""r"":3,""rho"":1.1338308060203495e+53,""c"":1.6875000000000002,""eta"":1.902604452501392e+183}"
78,5685,2.0484349887765313e+54,5.0726961381808494e-76,1.6875000000000002,4.180966041085451e+187,1249,4436,"{""n"":301087,""L"":9599466617966144608000932719024287825971300707454535758244746334825949169760771,""H"":367353322036916787873649774564404215893229095998620349933585741552877980790944511407403875263935768982173812879656150749170601303828477074326444832201982917916647497917726056908992020797753364879359541151141365600067205969696639008039021631240999187312737436290352596,""L_next"":19166463472349738310072507717527865130716576380723497518179040299250792364219511227967637014558215286596689807812326860159322284495753,""r"":3,""rho"":1.9966175450288267e+54,""c"":1.6875000000000002,""eta"":3.8268097245047615e+187}"
79,2088,9.993849701309608e+54,2.2943177087804604e-77,1.6875000000000002,9.978769545880474e+189,436,1652,"{""n"":341679,""L"":59439982275795646561689109346111609602100028053287112928324074701365000497069187,""H"":172788770940436516588939409752652392940535902180512233417755834977460714908296379058806478252553583140824002929391594213271783314387860991874013814559473497751659458650453770982415674021924972616684306736874317185481485091747618890450945604204730691288990252585595820016,""L_next"":415678687137597321137138776336318988930430155117596417549909742403402760306008045403408160590055296574994072434297847348308112354452229,""r"":3,""rho"":6.993250523004689e+54,""c"":1.6875000000000002,""eta"":2.9069451962269046e+189}"
80,2014,4.834969213229576e+55,1.0733691449254156e-78,1.6875000000000002,2.3237076660575816e+192,427,1587,"{""n"":1887523,""L"":264318210319941486852939793436340892417036133464378911175224360878820469518974823,""H"":26587586271939196036758553514041306045390279047592701566628807851983146072178248275988170686185074254405119044227440278761490305835639617827167475535866125166044174337974728557765844114118877912916894711804073170880894257187763632237877506839290783490730147116348021749372,""L_next"":5156315183533605137794562457699994331161779292308326400162859346329918726809827759958524047066003384248420025300319470636461207280419607,""r"":3,""rho"":1.9507983113581892e+55,""c"":1.6875000000000002,""eta"":1.0058930952867948e+191}"
81,2277,2.3711459092944683e+56,7.084454777998746e-79,1.6875000000000002,5.621547359896085e+194,488,1789,"{""n"":911843,""L"":3602825932979758086580517027444270818481869647973852705716711459020347124257378027,""H"":179337483100082792565390455340153859591259904030589914741129569225161012490500634158066158679346429204452995720452188983094235513129580172436087288977598680551705279580613713250382702059337478290115070081456410705307434401583099454951222966339391051866622124316185423963068766,""L_next"":423482565284667643264551857310063878518606556883546546430761761590885138226254843671883692518361927210019564345211561601883660191871545099,""r"":3,""rho"":1.175417778050747e+56,""c"":1.6875000000000002,""eta"":4.977689359301344e+193}"
82,2769,1.1519388472681625e+57,7.96829733919344e-80,1.6875000000000002,1.3272359003069944e+197,587,2182,"{""n"":446685,""L"":36572703969886999330209502718220010299081868516399191164502212836471053448427091483,""H"":447357902618305318261611881675473865367782614148324933747886343820036084571324215280054605625854785648254214298433195868555663316242062959974045937108849379024816232985131748178805586907838764700725162665273075495445733222412011692653478021232430794982251251945845128654751093438,""L_next"":21150836924772157068828612541396848195049465493933468698673911040173985446258026103906465594483979157032013988820868342390459173316946972655,""r"":3,""rho"":5.78323028622308e+56,""c"":1.6875000000000002,""eta"":1.2232016068230777e+196}"
83,3427,5.60293823288085e+57,3.7437598582924146e-81,1.6875000000000002,3.1622219988697153e+199,752,2675,"{""n"":588809,""L"":151862038300075109636295184616333625135748776523511750676445035325189780364378558193,""H"":54624960178100031945698424927279117456069986939710193162258425398632965153421479912455163307630417330093794446406597346236500117272157208066810368183898322929697212457706398766310370490052494596102700993979323372040508794661508334738439439414105000345216997432689040340100971831112,""L_next"":233719832658891042484492755969843157290335120952120554510751984167588063915733716189375575697381262465789107472247039204282306439562620370145,""r"":3,""rho"":1.5390273650684658e+57,""c"":1.6875000000000002,""eta"":3.5970121822125586e+197}"
84,3021,2.7334348849212627e+58,9.687290587588548e-82,1.6875000000000002,7.451891642151208e+201,659,2362,"{""n"":1439173,""L"":1856743355255116972832182684404436319929975506146461477506756868130569793450292009951,""H"":255292225636120012731508786045132211717444878502482293382838656228653133869070280225896566536731731555666993577650649662813010966187341839309357441616700898019048909857792471538857186464049705086639749943431026180822044873101387326646688942519534269380534120141913725567046106488647782,""L_next"":15977866742344549067318478452777115366957525119291855221278341100875610626734862847648632046800594090574361511048654716632341748017440578879245,""r"":3,""rho"":8.605317852422952e+57,""c"":1.6875000000000002,""eta"":1.374946219215325e+200}"
85,3062,1.3149316687174371e+59,1.3278851895334489e-83,1.6875000000000002,1.7490808012709502e+204,659,2403,"{""n"":344381,""L"":17421851787494398912379127200913277863047383375662725406370265606573183997239207445411,""H"":488307407308399323964333475075762607390356939747445329543334048462632719384684898654046357375011827928070975432576725498959757872223060432967168576205054556045483040517736975485346006707365083421612035272646149641681756773536200265220097814123298032465487788172956710922943933719899768450,""L_next"":698789959364328104800085219261529721555619672605127936342176517222790303223295874792973792106360739935743995380992686870370654494508086767289487,""r"":3,""rho"":4.0109970391662235e+58,""c"":1.6875000000000002,""eta"":2.8028444580094057e+202}"
86,3538,6.257208098856212e+59,3.6524472851302635e-84,1.6875000000000002,4.119782002591836e+206,772,2766,"{""n"":933303,""L"":116251214220398717942100426412115659038619797548384073841566902639456546388401328270909,""H"":295608252943910947242939872225865823535303732080892724117597699208775539200477916898248388595150528236709499019881851100756651857879710129175691467514937948544439641646762280125182307279593070853385786716329688770064883836795562624846273450398964738832775357464193071846077976678779494460018,""L_next"":17193261847128105297096143889686022422246907636335132442211286138103224508852069284466247516563919193924985052168573899755163040939205947052273091,""r"":3,""rho"":1.478974818665695e+59,""c"":1.6875000000000002,""eta"":2.54284013226281e+204}"
87,4066,3.1558335958988944e+60,1.3459676352500518e-85,1.6875000000000002,9.92977942988654e+208,835,3231,"{""n"":1153113,""L"":2451994658225195837756150177139146316091115219515234006000193284876097826390177442818439,""H"":8702186348843387483130821646399100523848653289593992765679400930170851990202911272240529511502192114188373357044357723233008530223296963620819932631358127851627245262616240573122309613334125505686983655061099328070963812006585039032220268382339285398143137823678408155421065686042812106836170764,""L_next"":2949946838308003726648167371274156757631101596599793664562709930432152108297965932957898300761287070411440694156260326113290458973301454056948206205,""r"":3,""rho"":1.2030804506088263e+60,""c"":1.6875000000000002,""eta"":3.5490233715036755e+207}"
88,4238,1.5341757131796456e+61,2.329034935109389e-86,1.6875000000000002,2.3409208007421987e+211,939,3299,"{""n"":1355911,""L"":25341813436995642158719826544998595374816871521731724217487486990649920187885513825858721,""H"":23064933225871760572530505264258269701591045673218580335375872644348819425531793714298691989614902163736998640244251012367584279631469371152213477201155430662151176570963988913548755205556058758826069750951391025167089846516720561438972607117536774251215320975946073687805540021791120677354465321532,""L_next"":151871436504274102992738326103426746035654455123350167701383591853646155706965165277238113440271144201983372596352509972125243268311790865505462777561,""r"":3,""rho"":5.992919049848351e+60,""c"":1.6875000000000002,""eta"":9.101532249542986e+209}"
89,2806,7.448948108355818e+61,1.6700515245978045e-87,1.6875000000000002,5.494957892200207e+213,593,2213,"{""n"":332813,""L"":363628521400721082375005473929824915766270131051690840120083241142737438942293240876927371,""H"":185020797055888675939877643978263166841261001652908772490209728397939186553713284412407079012221001317610574700064520358548097064088890260198707069971075570886041269626312557408949901944565493623668532231999942582006532552430824077859200751026151241833371473231642108159861830001538807575665926320317132,""L_next"":13602235002229915743071087940954809432233407971136921316507109357318812659158107128054668422019616564942230008143128745567970806920162810659100188859745,""r"":3,""rho"":3.74069529800171e+61,""c"":1.6875000000000002,""eta"":5.0881816515155726e+212}"
90,2974,3.6403071302956876e+62,1.8274883634741606e-88,1.6875000000000002,1.3191524854179119e+216,626,2348,"{""n"":94685,""L"":6239219769978986860349584761393875962323895082055901267884412957459663656974386186756500035,""H"":2713717946174043370243074131993616207403893982788884263377988813054655090381649324388429757870974350309030638523626767450379263981106986740134405699046582599412136546341417087432087142193918509982233080142602806129622719132036703681343809256478208676296819981375118266389093547276461289705354391017366170914,""L_next"":1647336621997472431060622576078707762100675332602893968957068815000251918810676029907716411706487231374063740275466931467432144295990855272671829522309131,""r"":3,""rho"":2.640292669163376e+62,""c"":1.6875000000000002,""eta"":4.349450806704286e+215}"
